no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
7844,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,4914.93,18.0,13.57,1.01,0.54,2.24,22.26,30.28,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-15.00%,99.00%,-1.66%,1.73%,2.9,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,-5.96%,5.30%,-0.28%,18.92%,44.14%,0.21%,1.78,0.97,3.21%,3.19%,0.58%,1.99%,9.15%,-6.52%,12.30%,-6.52%,47.58%,50.24,2.79%,-3.09%,996.46,1.2,28.41,-0.39%,1198093,2/24/2022 4:30:00 PM,33.15,6/18/2015,28.41,0.00%,59.0,93,1.29,28.41,28.3,27.88,26.04,19.25,30.39,25.0,16.68,59.0,True
8048,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6289.68,8.26,10.1,,2.17,2.7,9.2,8.11,2.77%,22.70%,4.19,-28.60%,0.12%,1.08%,-2.71%,32.00%,-36.00%,-17.00%,115.77,110.24,0.50%,-90.52%,88.70%,-3.24%,4.33%,4.41,5.00%,33.50%,15.90%,,,1.77,2.37,65.00%,39.30%,17.80%,-1.79%,19.30%,20.68%,34.67%,22.82%,20.05%,-0.43,0.98,2.50%,3.03%,4.71%,13.54%,24.68%,-3.51%,32.61%,-3.51%,49.25%,64.83,2.06%,-1.19%,1081.92,1.46,34.61,0.84%,1580028,2/8/2022 8:30:00 AM,36.0,4/16/2015,34.93,0.92%,56.0,83,1.1,34.61,33.32,30.65,27.79,23.19,35.87,9.0,4.02,49.333333333333336,True
8057,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1083.91,17.97,,1.06,3.46,3.07,14.91,18.25,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.87,1.40%,-3.12%,98.60%,0.63%,6.54%,4.84,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,-4.01%,19.63%,23.12%,24.76%,12.57%,19.80%,0.38,1.03,3.86%,4.95%,1.55%,12.69%,20.93%,-10.23%,42.09%,-17.82%,43.76%,56.06,2.65%,-1.29%,579.81,0.69,24.44,1.33%,400876,2/4/2022 8:30:00 AM,30.0,7/29/1986,24.44,0.00%,91.0,75,1.01,24.44,24.25,21.82,20.24,17.0,29.74,16.0,22.75,60.666666666666664,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,34402.9,,11.5,,0.36,1.95,9.84,72.58,4.68%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.23,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-4.77%,3.30%,15.56%,26.38%,7.28%,11.62%,1.94,3.1,3.32%,3.63%,-3.28%,3.93%,12.15%,-10.59%,28.72%,-10.59%,42.46%,45.94,-3.61%,0.73%,3948.37,1.46,83.84,-2.91%,5781072,1/27/2022 8:30:00 AM,94.95,11/1/1984,83.69,-0.18%,72.0,70,0.96,83.84,86.81,80.98,74.79,58.85,93.77,21.0,13.25,54.333333333333336,True
8141,VRRM,Verra Mobility Corporation,Industrials,Security & Protection Services,USA,2798.86,148.64,18.35,4.83,5.82,11.46,21.83,25.4,,0.00%,0.12,-126.50%,37.36%,,30.80%,,301.30%,67.30%,159.36,154.58,0.50%,-97.77%,99.30%,1.55%,3.13%,5.53,1.30%,6.70%,3.00%,3.2,3.2,3.96,4.0,94.90%,16.60%,4.10%,-2.34%,17.09%,11.44%,17.40%,24.22%,13.67%,1.35,0.65,4.76%,3.91%,6.56%,12.10%,14.83%,-3.25%,27.47%,-3.25%,34.72%,63.38,6.82%,-3.01%,874.29,1.06,17.54,3.60%,925860,2/28/2022 4:30:00 PM,19.71,3/24/2017,17.54,0.00%,81.0,84,1.11,17.54,16.58,15.7,15.29,13.02,18.13,13.0,12.37,59.333333333333336,True
8142,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,774.22,,11.37,,0.61,1.34,4.66,5.34,1.51%,,-2.95,-248.10%,489.90%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.86,1.00%,0.00%,82.00%,2.89%,3.88%,1.94,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,-0.56%,0.61%,17.52%,38.55%,106.37%,-1.70%,1.94,0.13,0.33%,0.48%,-0.34%,1.69%,24.79%,-2.67%,33.00%,-2.67%,119.69%,52.59,0.08%,-0.19%,457.29,0.58,26.56,-0.11%,266424,,35.0,7/19/2016,26.56,0.00%,69.0,99,1.84,26.56,26.66,26.24,21.34,12.09,27.29,18.0,31.78,62.0,True
8284,WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,3745.62,72.28,35.84,1.68,9.94,6.08,12.4,90.26,0.84%,51.90%,0.66,-61.70%,98.06%,20.50%,43.00%,9.50%,63.20%,93.00%,59.0,58.56,0.20%,0.00%,,0.43%,2.40%,3.92,4.20%,9.10%,16.50%,5.6,4.4,0.01,0.02,26.60%,15.40%,10.00%,-3.49%,-1.02%,21.94%,31.28%,45.26%,24.91%,2.07,2.25,4.65%,4.29%,-2.32%,7.97%,20.23%,-7.53%,36.20%,-7.53%,74.72%,51.27,-1.89%,2.10%,358.3,0.91,47.63,0.17%,325706,2/28/2022 8:30:00 AM,48.5,2/8/2018,46.01,-3.40%,78.0,93,1.3,47.63,48.68,44.3,39.68,27.26,51.51,9.0,1.83,60.0,True
8314,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,13863.1,9.25,7.61,0.29,1.35,1.86,3.88,9.97,1.12%,9.60%,11.48,-21.10%,-7.33%,-12.00%,31.90%,10.90%,953.00%,61.00%,128.06,33.5,0.40%,-11.96%,28.00%,0.96%,3.51%,2.01,9.90%,22.40%,4.90%,3.4,2.8,0.68,0.71,26.60%,20.60%,14.40%,-3.35%,7.44%,6.23%,20.45%,24.08%,9.33%,1.28,4.07,4.32%,3.73%,3.08%,6.08%,11.90%,-4.75%,20.11%,-4.75%,36.04%,56.39,1.35%,-1.60%,586.25,1.31,106.19,-0.27%,767419,2/22/2022 8:30:00 AM,120.82,8/11/2004,106.19,0.00%,56.0,84,1.11,106.19,103.5,100.36,94.91,78.06,111.49,20.0,13.78,53.333333333333336,True
8363,WTI,"W&T Offshore, Inc.",Energy,Oil & Gas E&P,USA,700.92,,4.36,,1.44,,2.72,7.91,,,-0.7,-49.00%,365.22%,15.10%,,-7.30%,-183.20%,84.70%,142.3,92.65,34.20%,0.00%,38.80%,1.77%,10.10%,3.95,-9.30%,40.80%,24.50%,1.0,1.0,,,64.50%,-11.80%,-20.40%,4.01%,7.60%,25.54%,47.32%,40.66%,44.58%,2.68,0.27,6.01%,5.82%,8.06%,18.92%,20.06%,-0.96%,57.13%,-9.14%,76.89%,61.4,-2.71%,9.34%,2371.58,2.36,4.67,6.38%,5587481,,6.3,1/28/2005,4.63,-0.86%,84.0,92,1.26,4.67,4.34,3.95,3.9,2.64,5.14,-7.0,34.9,56.333333333333336,True
8540,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,1467.05,,,,23.07,6.52,4.28,,,,-4.35,60.00%,31.20%,-14.90%,,-12.90%,4.10%,679.30%,55.91,55.61,0.10%,-26.58%,,3.16%,12.35%,2.75,-42.80%,-81.70%,-44.40%,4.8,4.7,0.7,0.7,94.30%,,,-0.04%,0.89%,110.80%,80.41%,18.05%,60.98%,0.9,0.51,0.67%,0.82%,0.03%,25.68%,53.28%,-1.54%,110.04%,-1.54%,137.17%,76.35,0.15%,0.04%,2496.08,1.36,26.16,0.19%,3397676,,36.43,11/23/2010,26.25,0.34%,78.0,79,1.05,26.16,26.16,21.07,17.1,11.03,26.57,13.0,39.26,56.666666666666664,True
