"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"UBFO","United Security Bancshares","Financial","Banks - Regional",134.70,15.55,5.57%,5.50%,4.70%,17.01,1.70%,1.26%,31.60%,-1.39%,0.31%,94.40%,-2.47%,0.00%,-3.66%,-7.06%,10.34%,12.06%,0.77,1.38%,-1.85%,-1.11%,-1.82%,-4.47%,1.67%,-11.43%,18.62%,42.47,,7.90,-2.71%,5266,
"UBOH","United Bancshares, Inc.","Financial","Banks - Regional",90.69,7.30,2.89%,18.60%,11.90%,3.28,0.90%,-10.55%,20.40%,-2.34%,0.09%,88.80%,-1.21%,-8.44%,-14.13%,-5.66%,36.88%,8.69%,0.77,0.72%,-4.31%,-6.93%,-6.44%,-13.32%,0.77%,-26.68%,21.81%,33.03,,27.65,0.22%,181,
"UBOT","Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares","Financial","Exchange Traded Fund",,,16.20%,,,,,,,,,,-9.48%,-1.28%,-3.25%,10.88%,17.44%,14.71%,,2.94%,-9.54%,-6.26%,4.17%,-17.07%,11.90%,-17.07%,30.80%,37.53,,46.54,-3.66%,6567,
"UBR","ProShares Ultra MSCI Brazil Capped","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.39%,-8.26%,-38.79%,-44.43%,-29.83%,-41.69%,,3.17%,-3.90%,-13.28%,-33.58%,-28.72%,4.35%,-53.58%,4.35%,41.11,,20.73,-3.22%,22258,
"UBS","UBS Group AG","Financial","Banks - Diversified",64915.52,8.05,2.17%,1.50%,-5.20%,3463.57,0.05%,0.00%,54.71%,,0.21%,66.80%,-5.06%,-5.43%,0.95%,4.22%,18.04%,22.13%,1.19,1.03%,-5.74%,-0.80%,5.24%,-8.63%,12.09%,-8.63%,27.55%,36.16,1.50,17.06,-3.45%,1317927,18.56
"UBSI","United Bankshares, Inc.","Financial","Banks - Regional",4693.39,12.11,3.87%,4.00%,13.50%,128.76,0.70%,0.00%,70.00%,1.56%,3.83%,94.90%,-5.43%,2.64%,-1.74%,-12.07%,18.40%,11.79%,1.28,2.39%,-5.31%,-1.15%,-3.11%,-8.09%,14.11%,-14.78%,24.38%,39.12,2.70,36.22,-6.77%,471948,41.10
"UBT","ProShares Ultra 20+ Year Treasury","Financial","Exchange Traded Fund",,,,,,,,,,,,,4.76%,3.51%,1.02%,18.00%,-9.96%,-9.13%,,2.04%,4.06%,5.41%,9.41%,-2.12%,12.60%,-11.95%,27.61%,58.59,,56.30,4.86%,70311,
"UBX","Unity Biotechnology, Inc.","Healthcare","Biotechnology",124.09,,,,,55.44,3.30%,0.00%,48.70%,-8.73%,2.22%,,-12.65%,-0.45%,-30.94%,-50.67%,-60.88%,-57.82%,0.12,9.77%,-14.13%,-15.07%,-48.76%,-39.29%,0.45%,-77.40%,0.45%,38.95,2.40,2.21,-4.74%,624372,7.14
"UCBI","United Community Banks, Inc.","Financial","Banks - Regional",3081.03,11.27,2.31%,11.90%,14.90%,87.21,0.60%,0.55%,90.20%,1.42%,3.50%,,-3.62%,-0.29%,12.87%,0.14%,34.43%,21.77%,1.16,2.03%,-4.07%,1.64%,5.35%,-7.01%,25.38%,-7.01%,45.26%,42.95,2.00,34.63,-5.79%,397773,38.81
"UCC","ProShares Ultra Consumer Services","Financial","Exchange Traded Fund",,,,,,,,,,,,,-6.96%,0.15%,1.97%,8.54%,29.42%,21.68%,,1.15%,-3.84%,-0.14%,5.14%,-7.14%,8.46%,-7.14%,30.60%,42.45,,105.70,-4.13%,4900,
"UCIB","UBS ETRACS UBS Bloomberg CMCI Total Return ETN Series B","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.20%,-3.53%,4.56%,9.11%,43.55%,34.12%,,0.55%,-2.24%,-0.83%,7.35%,-6.16%,5.78%,-6.16%,41.51%,40.25,,20.42,-3.54%,453,
"UCL","uCloudlink Group Inc.","Communication Services","Telecom Services",72.75,,,,,28.33,0.10%,0.00%,0.30%,28.02%,7.24%,-63.20%,11.95%,-6.33%,-55.82%,-75.88%,-71.33%,-73.34%,,10.43%,-3.12%,-24.26%,-66.43%,-62.18%,12.18%,-80.21%,12.18%,41.20,,2.81,-2.77%,58754,17.48
"UCO","ProShares Ultra Bloomberg Crude Oil","Financial","Exchange Traded Fund",,,,,,,,,,,,,-20.49%,-23.75%,1.65%,11.91%,122.40%,102.59%,,4.36%,-21.95%,-19.93%,1.34%,-27.76%,0.40%,-27.76%,137.11%,30.88,,73.48,-21.89%,2715519,
"UCON","First Trust TCW Unconstrained Plus Bond ETF","Financial","Exchange Traded Fund",,,2.86%,,,,,,,,,,-0.61%,-0.77%,-1.20%,-1.44%,-0.88%,-1.57%,,0.22%,-0.65%,-0.93%,-1.29%,-1.65%,-0.15%,-2.42%,-0.15%,28.76,,26.26,-0.27%,38512,
"UCTT","Ultra Clean Holdings, Inc.","Technology","Semiconductor Equipment & Materials",2464.91,24.09,,49.80%,24.40%,44.80,1.30%,-10.08%,88.90%,-1.96%,2.46%,8.80%,-7.51%,25.33%,16.41%,-4.69%,77.14%,72.36%,2.02,4.64%,-5.45%,9.31%,6.73%,-11.75%,31.06%,-17.82%,80.92%,48.11,1.70,53.69,-6.15%,452087,72.58
"UCYB","ProShares Ultra Nasdaq Cybersecurity","Financial","Exchange Traded Fund",,,,,,,,,,,,,-10.16%,-1.96%,3.69%,46.47%,,26.16%,,1.98%,-8.46%,-1.15%,18.83%,-14.01%,18.06%,-14.01%,68.75%,41.30,,50.83,-2.53%,24992,
"UDEC","Innovator S&P 500 Ultra Buffer ETF - December","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.07%,0.15%,0.62%,2.82%,7.56%,4.79%,,0.13%,0.08%,0.25%,1.72%,-0.20%,0.98%,-0.20%,6.23%,62.95,,29.82,0.00%,0,
"UDMY","Udemy, Inc.","Consumer Defensive","Education & Training Services",3615.60,,,,,138.00,1.40%,0.00%,39.67%,,,-10.60%,-15.76%,,,,,-4.73%,,,-7.50%,-7.50%,-7.50%,-19.68%,3.79%,-19.68%,3.79%,,,26.20,-2.42%,313903,
"UDN","Invesco DB US Dollar Index Bearish Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.64%,-2.58%,-3.95%,-7.02%,-5.51%,-7.40%,,0.35%,-1.34%,-2.16%,-4.49%,-3.77%,0.85%,-8.01%,0.85%,36.35,,20.16,0.70%,67196,
"UDOW","ProShares UltraPro Dow30","Financial","Exchange Traded Fund",,,0.23%,,,,,,,,,,-8.02%,-4.73%,-4.76%,2.64%,57.89%,47.34%,,2.09%,-8.71%,-3.07%,4.75%,-12.72%,11.79%,-12.72%,64.58%,34.25,,75.48,-7.47%,6599848,
"UDR","UDR, Inc.","Real Estate","REIT - Residential",17384.19,301.03,2.60%,-8.80%,6.80%,297.83,0.40%,-16.71%,,4.37%,,18.70%,-1.76%,0.43%,5.45%,16.92%,40.07%,44.91%,0.73,1.99%,-0.17%,1.94%,11.36%,-3.87%,7.26%,-3.87%,54.22%,50.44,2.50,55.69,-3.47%,882685,58.80
"UE","Urban Edge Properties","Real Estate","REIT - Diversified",2091.43,25.96,3.42%,15.20%,0.40%,117.09,5.72%,-0.05%,,-0.93%,3.33%,26.20%,-6.25%,0.17%,-8.50%,-9.30%,25.99%,35.63%,1.69,3.23%,-5.22%,-4.86%,-4.60%,-10.37%,1.39%,-13.65%,41.19%,40.18,2.70,17.55,-5.90%,691046,21.50
"UEC","Uranium Energy Corp.","Energy","Uranium",1224.61,,,15.50%,,234.27,2.20%,-2.97%,33.70%,4.37%,8.38%,,-15.51%,10.11%,73.95%,32.27%,272.97%,135.23%,2.30,8.71%,-10.27%,8.03%,39.87%,-28.50%,48.92%,-28.50%,301.94%,45.86,1.50,4.14,-4.17%,6300605,6.30
"UEIC","Universal Electronics Inc.","Technology","Consumer Electronics",486.03,22.29,,7.70%,0.40%,13.39,1.30%,-1.86%,96.60%,3.49%,0.98%,5.40%,-3.07%,-8.08%,-26.09%,-24.97%,-30.56%,-28.40%,1.10,3.62%,-5.49%,-15.57%,-25.30%,-27.42%,6.61%,-42.23%,6.61%,34.70,1.50,37.56,-1.83%,45111,61.50
"UEPS","Net 1 UEPS Technologies, Inc.","Technology","Software - Infrastructure",283.04,,,-19.10%,-26.00%,56.33,0.40%,100.51%,46.70%,-2.87%,0.88%,,-5.65%,-12.00%,15.79%,-2.81%,34.82%,-1.63%,1.19,6.92%,-12.97%,-6.47%,-3.36%,-30.56%,15.79%,-30.56%,48.92%,37.96,2.00,4.84,-1.83%,38450,7.00
"UEVM","VictoryShares USAA MSCI Emerging Markets Value Momentum ETF","Financial","Exchange Traded Fund",,,2.57%,,,,,,,,,,-3.42%,-4.74%,-6.37%,-10.03%,6.50%,1.93%,,0.41%,-3.70%,-4.26%,-6.28%,-6.95%,-2.44%,-11.69%,7.79%,30.31,,46.34,-2.89%,4472,
"UFAB","Unique Fabricating, Inc.","Consumer Cyclical","Auto Parts",28.85,,,-24.40%,-3.50%,9.97,17.40%,11.75%,42.40%,19.43%,1.53%,-8.30%,-7.75%,-14.08%,-8.81%,-30.61%,-45.30%,-56.72%,1.37,6.38%,-18.02%,-20.26%,-39.41%,-41.81%,-0.88%,-68.31%,3.03%,31.04,2.00,2.38,-3.25%,45052,5.00
"UFCS","United Fire Group, Inc.","Financial","Insurance - Property & Casualty",545.22,42.04,2.80%,-28.80%,3.50%,25.09,1.20%,-0.67%,62.90%,-1.56%,1.08%,1.20%,-3.73%,4.59%,-21.95%,-30.05%,-10.33%,-14.58%,0.09,4.93%,-2.83%,-4.11%,-22.67%,-13.48%,8.01%,-41.09%,8.01%,43.30,2.30,21.44,-4.20%,80060,30.00
"UFEB","Innovator S&P 500 Ultra Buffer ETF - February","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.05%,0.14%,0.92%,2.91%,11.79%,7.08%,,0.10%,0.13%,0.58%,2.48%,-0.16%,1.49%,-0.16%,9.33%,60.18,,27.90,-0.16%,7214,
"UFI","Unifi, Inc.","Consumer Cyclical","Textile Manufacturing",389.93,11.56,,-3.80%,0.70%,18.52,11.20%,-2.80%,76.00%,-0.32%,1.66%,8.10%,-4.65%,-5.12%,-7.47%,-23.97%,31.55%,17.98%,0.85,4.30%,-11.22%,-8.49%,-15.40%,-18.56%,2.20%,-32.35%,40.00%,35.36,1.70,20.93,-3.73%,59617,36.67
"UFO","Procure Space ETF","Financial","Exchange Traded Fund",,,1.04%,,,,,,,,,,-5.35%,-6.74%,-7.75%,-7.36%,11.97%,9.69%,,1.32%,-7.45%,-7.88%,-6.91%,-11.24%,-1.20%,-13.70%,14.12%,23.49,,27.96,-2.58%,31756,
"UFPI","UFP Industries, Inc.","Basic Materials","Lumber & Wood Production",5417.61,11.75,0.69%,25.00%,12.30%,61.84,0.70%,-5.77%,83.20%,-0.79%,1.20%,8.50%,-3.21%,7.58%,11.27%,9.36%,60.89%,56.54%,1.51,3.10%,-0.55%,10.37%,15.53%,-5.58%,28.84%,-5.58%,66.88%,54.27,2.00,86.96,-4.63%,168982,93.83
"UFPT","UFP Technologies, Inc.","Consumer Cyclical","Packaging & Containers",501.88,31.25,,10.90%,5.30%,7.53,2.10%,-6.23%,83.70%,-1.78%,0.62%,11.10%,3.87%,14.54%,0.70%,27.33%,50.53%,48.76%,1.01,4.36%,3.94%,7.67%,18.61%,-7.99%,17.49%,-7.99%,60.69%,55.29,1.00,69.32,-6.34%,12105,78.00
"UFS","Domtar Corporation","Basic Materials","Paper & Paper Products",2718.52,81.11,,-25.90%,-7.10%,50.40,0.17%,0.00%,99.30%,-3.36%,4.12%,2.80%,2.93%,1.70%,1.06%,2.30%,77.93%,75.29%,1.74,1.11%,1.80%,1.27%,11.68%,-0.02%,16.29%,-0.02%,90.85%,67.75,2.70,55.48,0.04%,631116,55.14
"UG","United-Guardian, Inc.","Consumer Defensive","Household & Personal Products",67.07,17.67,5.26%,-6.40%,-4.70%,4.59,36.76%,0.00%,25.80%,-2.96%,0.04%,38.60%,7.25%,12.62%,3.03%,-10.78%,12.07%,11.07%,0.16,3.87%,8.64%,10.65%,6.39%,-10.23%,16.74%,-15.90%,16.74%,60.58,,15.97,-6.55%,12439,
"UGA","United States Gasoline Fund, LP","Financial","Exchange Traded Fund",,,,,,,,,,,,,-10.74%,-13.42%,1.19%,7.20%,68.59%,51.43%,,2.45%,-11.85%,-10.16%,2.64%,-16.93%,3.40%,-16.93%,77.07%,32.46,,36.81,-11.34%,131971,
"UGE","ProShares Ultra Consumer Goods","Financial","Exchange Traded Fund",,,0.26%,,,,,,,,,,-2.96%,4.12%,18.38%,23.70%,51.42%,34.19%,,1.40%,-3.59%,7.82%,20.03%,-9.00%,26.38%,-9.00%,52.85%,49.91,,111.11,-3.22%,172,
"UGI","UGI Corporation","Utilities","Utilities - Regulated Gas",9278.02,9.99,3.13%,9.60%,-0.40%,209.10,0.50%,-26.95%,83.20%,-1.52%,1.62%,19.80%,0.11%,1.63%,-4.97%,-4.10%,17.32%,26.32%,1.02,2.05%,-0.85%,0.32%,-0.32%,-3.19%,5.37%,-9.04%,30.42%,46.85,1.70,44.16,-1.67%,583303,51.80
"UGL","ProShares Ultra Gold","Financial","Exchange Traded Fund",,,,,,,,,,,,,-8.17%,-1.87%,-4.68%,-14.17%,-7.65%,-16.14%,,1.52%,-4.39%,-0.89%,-2.48%,-9.03%,7.06%,-20.56%,10.04%,40.30,,57.19,-0.32%,111241,
"UGP","Ultrapar Participacoes S.A.","Energy","Oil & Gas Refining & Marketing",2734.93,16.62,4.88%,-9.80%,1.40%,1090.34,26.80%,0.00%,2.10%,-22.46%,0.56%,1.60%,0.41%,-0.40%,-13.07%,-32.95%,-36.57%,-45.68%,1.26,4.25%,2.74%,-4.17%,-26.43%,-19.60%,12.85%,-48.08%,12.85%,49.25,2.00,2.46,-1.60%,877603,4.29
"UGRO","urban-gro, Inc.","Industrials","Farm & Heavy Construction Machinery",122.98,,,,,11.22,20.00%,-1.98%,20.30%,37.64%,1.88%,-4.40%,-6.76%,1.47%,-33.19%,10.85%,108.90%,83.83%,,7.72%,-9.45%,-11.33%,3.66%,-25.32%,6.98%,-93.19%,175.75%,41.01,,11.03,0.27%,145391,16.00
"UHAL","AMERCO","Industrials","Rental & Leasing Services",14092.85,14.00,,4.50%,6.80%,19.61,38.70%,3.36%,37.30%,-0.64%,1.69%,27.70%,-2.25%,1.19%,7.37%,25.92%,75.68%,59.50%,0.88,2.14%,-2.85%,2.01%,15.83%,-6.18%,13.80%,-6.18%,78.52%,45.25,2.00,722.34,-1.24%,39755,875.00
"UHS","Universal Health Services, Inc.","Healthcare","Medical Care Facilities",10146.53,10.01,0.64%,10.20%,5.00%,82.26,1.70%,-0.02%,97.20%,-3.85%,2.40%,11.80%,-1.17%,-0.45%,-20.68%,-22.09%,-6.67%,-9.56%,1.15,2.21%,-2.37%,-6.45%,-13.62%,-15.86%,2.58%,-24.63%,2.58%,40.22,2.70,124.36,-3.51%,505319,149.53
"UHT","Universal Health Realty Income Trust","Real Estate","REIT - Healthcare Facilities",780.48,34.32,4.98%,-4.50%,4.10%,13.76,1.30%,6.05%,65.20%,-5.93%,0.82%,27.30%,-4.21%,-3.00%,-4.76%,-18.80%,-12.27%,-12.57%,0.78,2.23%,-4.41%,-2.40%,-10.58%,-7.51%,2.15%,-25.69%,2.15%,38.93,,56.19,-4.06%,53906,
"UI","Ubiquiti Inc.","Technology","Communication Equipment",18748.58,31.19,0.82%,31.50%,23.30%,62.52,90.06%,-0.01%,6.00%,-8.80%,6.00%,37.90%,-2.87%,-1.73%,-8.57%,-2.40%,21.88%,5.66%,1.33,3.13%,-3.49%,-4.04%,-4.65%,-11.63%,1.31%,-26.76%,24.64%,43.01,3.50,294.28,-3.82%,56458,323.33
"UIHC","United Insurance Holdings Corp.","Financial","Insurance - Property & Casualty",193.77,,5.49%,-30.40%,18.80%,42.97,1.80%,43.98%,22.50%,-25.58%,2.13%,-17.00%,-7.61%,15.00%,8.44%,-22.52%,-7.81%,-23.60%,0.73,5.42%,-1.35%,7.47%,-16.29%,-14.15%,58.33%,-46.45%,58.33%,49.43,3.20,4.37,-4.38%,118878,4.00
"UIS","Unisys Corporation","Technology","Information Technology Services",1300.61,,,-18.00%,-7.60%,67.13,0.50%,-12.99%,91.60%,-0.64%,1.43%,7.50%,-5.31%,-21.83%,-22.92%,-27.15%,27.94%,-4.83%,0.36,4.98%,-13.17%,-21.23%,-23.56%,-31.39%,3.14%,-34.51%,30.27%,30.22,1.50,18.73,-3.65%,282688,40.50
"UITB","VictoryShares USAA Core Intermediate-Term Bond ETF","Financial","Exchange Traded Fund",,,2.07%,,,,,,,,,,0.12%,-0.20%,-1.53%,-0.24%,-2.30%,-2.36%,,0.23%,0.05%,-0.26%,-0.57%,-1.56%,0.92%,-2.64%,1.19%,50.89,,53.24,0.72%,3651,
"UIVM","VictoryShares USAA MSCI International Value Momentum ETF","Financial","Exchange Traded Fund",,,2.60%,,,,,,,,,,-4.78%,-4.49%,-5.84%,-6.88%,7.64%,3.71%,,0.32%,-4.97%,-4.48%,-4.34%,-7.25%,-1.32%,-8.42%,8.78%,24.11,,47.26,-2.96%,486,
"UJAN","Innovator S&P 500 Ultra Buffer ETF January","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.27%,-0.13%,0.43%,1.86%,6.42%,5.21%,,0.23%,-0.20%,0.22%,1.66%,-0.77%,1.32%,-0.77%,7.62%,44.85,,31.42,-0.30%,2483,
"UJB","ProShares Ultra High Yield","Financial","Exchange Traded Fund",,,2.30%,,,,,,,,,,-3.16%,-3.38%,-4.26%,-1.00%,2.44%,1.32%,,0.28%,-3.45%,-3.67%,-2.10%,-5.31%,-1.59%,-5.34%,3.39%,21.25,,75.09,-1.59%,2579,
"UJUL","Innovator S&P 500 Ultra Buffer ETF - July","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.44%,0.16%,0.52%,1.86%,4.30%,3.63%,,0.25%,-0.29%,0.48%,1.55%,-0.65%,2.12%,-0.65%,5.22%,47.82,,27.42,-0.40%,6418,
"UJUN","Innovator S&P 500 Ultra Buffer ETF - June","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.67%,-0.21%,1.04%,2.59%,6.52%,3.98%,,0.14%,-0.56%,0.20%,1.70%,-0.78%,1.64%,-0.78%,4.72%,41.89,,29.09,-0.70%,4150,
"UK","Ucommune International Ltd","Real Estate","Real Estate Services",57.76,,,,,84.52,8.34%,0.00%,4.10%,9.82%,0.70%,,-30.72%,-37.52%,-36.29%,-71.75%,-90.91%,-89.72%,,8.21%,-29.28%,-30.11%,-65.66%,-40.39%,-4.44%,-91.99%,-4.44%,23.44,,0.65,-5.83%,115086,
"UL","Unilever PLC","Consumer Defensive","Household & Personal Products",135212.67,22.40,3.87%,4.30%,-1.00%,2575.97,2.90%,0.00%,9.60%,0.73%,0.08%,,2.28%,-1.96%,-5.44%,-12.47%,-14.34%,-13.04%,0.44,0.85%,-0.30%,-1.41%,-6.91%,-4.93%,2.38%,-15.08%,2.38%,48.19,1.70,52.49,0.75%,4216154,68.00
"ULBI","Ultralife Corporation","Industrials","Specialty Industrial Machinery",90.03,29.73,,13.30%,7.10%,16.07,6.30%,2.52%,68.60%,-0.91%,0.64%,4.10%,-5.79%,-19.86%,-31.05%,-39.43%,-19.86%,-14.53%,1.50,4.47%,-7.18%,-17.22%,-29.27%,-28.74%,0.18%,-53.06%,0.18%,27.10,2.00,5.53,-0.90%,19553,12.00
"ULCC","Frontier Group Holdings, Inc.","Industrials","Airlines",3086.83,,,,,215.45,86.77%,-0.05%,17.20%,-3.14%,10.02%,-12.50%,-12.20%,-9.54%,-12.30%,-34.15%,,-25.52%,,3.55%,-13.43%,-12.75%,-18.64%,-19.77%,-0.78%,-38.15%,2.41%,29.00,2.20,14.04,-7.51%,546502,21.80
"ULE","ProShares Ultra Euro","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.31%,-5.27%,-8.75%,-15.33%,-12.55%,-16.48%,,0.77%,-2.84%,-4.73%,-9.99%,-8.52%,1.93%,-18.11%,1.93%,37.71,,13.20,1.66%,5217,
"ULH","Universal Logistics Holdings, Inc.","Industrials","Trucking",515.72,6.83,2.16%,5.40%,4.30%,26.92,53.10%,0.00%,24.80%,-2.92%,2.33%,6.20%,-1.97%,-9.80%,-12.57%,-22.36%,-12.92%,-5.73%,1.47,2.98%,-7.16%,-5.83%,-16.13%,-13.73%,1.89%,-30.55%,1.89%,35.49,2.00,19.41,-5.36%,14904,26.50
"ULST","SPDR SSgA Ultra Short Term Bond ETF","Financial","Exchange Traded Fund",,,0.82%,,,,,,,,,,-0.09%,-0.14%,-0.22%,-0.27%,-0.34%,-0.21%,,0.06%,-0.08%,-0.16%,-0.25%,-0.30%,0.02%,-0.74%,0.77%,31.06,,40.35,0.00%,10804,
"ULTA","Ulta Beauty, Inc.","Consumer Cyclical","Specialty Retail",21606.58,30.71,,-9.00%,9.40%,54.67,0.30%,-39.78%,92.50%,-0.19%,2.30%,12.60%,-1.51%,8.04%,3.18%,15.69%,42.92%,39.13%,1.67,2.53%,1.69%,4.15%,14.47%,-4.38%,12.54%,-4.38%,54.86%,54.00,2.30,399.53,-2.45%,474961,428.64
"ULTR","IQ Ultra Short Duration ETF","Financial","Exchange Traded Fund",,,1.52%,,,,,,,,,,-0.06%,-0.18%,-0.41%,-0.67%,-0.33%,-0.50%,,0.12%,-0.08%,-0.21%,-0.45%,-0.86%,0.24%,-1.48%,0.31%,41.30,,49.31,0.10%,202,
"ULVM","VictoryShares USAA MSCI USA Value Momentum ETF","Financial","Exchange Traded Fund",,,1.21%,,,,,,,,,,-1.88%,1.13%,0.98%,4.61%,28.87%,25.27%,,0.39%,-1.76%,1.04%,5.49%,-3.11%,6.59%,-3.11%,29.11%,44.11,,68.74,-2.07%,271,
"UMAR","Innovator S&P 500 Ultra Buffer ETF - March","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.79%,-0.37%,0.33%,2.49%,8.66%,6.03%,,0.11%,-0.59%,0.01%,1.74%,-0.84%,1.31%,-0.84%,7.17%,38.49,,29.44,-0.71%,37,
"UMBF","UMB Financial Corporation","Financial","Banks - Regional",4992.33,11.49,1.45%,23.90%,13.40%,48.32,0.50%,-20.66%,86.80%,-1.08%,1.35%,92.40%,-5.08%,5.39%,9.63%,5.50%,43.12%,47.89%,0.99,2.76%,-2.43%,1.37%,8.19%,-7.16%,17.44%,-7.16%,53.01%,44.97,2.60,102.03,-5.06%,137199,110.20
"UMC","United Microelectronics Corporation","Technology","Semiconductors",26900.32,14.96,2.61%,18.10%,4.10%,2441.26,,,5.00%,36.42%,1.16%,19.90%,-3.05%,2.49%,-1.42%,18.28%,64.40%,32.03%,0.95,2.37%,0.38%,0.99%,10.64%,-8.09%,10.53%,-11.77%,66.49%,50.04,2.70,11.13,-2.45%,5015172,14.34
"UMDD","ProShares UltraPro MidCap400","Financial","Exchange Traded Fund",,,,,,,,,,,,,-10.27%,3.13%,0.51%,3.59%,87.99%,63.51%,,2.84%,-9.83%,-0.31%,7.14%,-14.33%,21.45%,-14.33%,97.11%,36.70,,33.29,-9.29%,64105,
"UMH","UMH Properties, Inc.","Real Estate","REIT - Residential",1138.40,36.11,3.29%,-24.90%,15.00%,47.78,7.90%,-0.37%,70.80%,7.41%,1.07%,18.50%,-1.74%,-3.18%,-1.24%,8.96%,59.82%,56.04%,1.10,2.08%,-2.84%,-2.08%,5.68%,-6.85%,3.82%,-10.08%,62.75%,41.26,1.60,23.11,-1.66%,188081,28.50
"UMI","USCF Midstream Energy Income Fund","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.60%,-5.56%,4.43%,4.23%,,19.77%,,1.64%,-3.88%,-2.97%,3.16%,-9.38%,8.63%,-9.38%,21.55%,36.85,,29.56,-2.51%,17495,
"UMPQ","Umpqua Holdings Corporation","Financial","Banks - Regional",4160.25,8.72,4.40%,-54.80%,1.70%,218.42,0.20%,-1.26%,92.30%,-1.14%,1.91%,98.60%,-5.82%,-4.97%,-3.92%,0.16%,29.30%,26.22%,1.14,2.80%,-9.02%,-7.21%,0.28%,-13.25%,3.41%,-13.25%,37.88%,32.54,2.20,19.11,-5.07%,1285974,22.86
"UNAM","Unico American Corporation","Financial","Insurance - Property & Casualty",15.38,,,-11.88%,-0.40%,5.30,59.49%,-0.03%,19.90%,0.19%,1.86%,-58.40%,-8.62%,-10.22%,0.34%,-41.54%,-44.80%,-34.73%,-0.02,5.50%,-11.00%,-14.01%,-32.46%,-26.85%,2.06%,-65.47%,17.25%,39.50,,2.97,1.37%,3772,
"UNB","Union Bankshares, Inc.","Financial","Banks - Regional",141.61,10.51,4.18%,10.00%,7.90%,4.49,1.00%,0.22%,13.30%,-1.65%,0.38%,87.70%,1.80%,-2.56%,-3.92%,-6.31%,17.07%,22.95%,0.94,1.44%,-0.75%,-0.76%,-2.20%,-5.49%,5.97%,-16.79%,26.19%,47.07,,31.61,-0.44%,2575,
"UNCY","Unicycive Therapeutics, Inc.","Healthcare","Biotechnology",43.07,,,,,8.51,16.20%,0.00%,12.50%,,2.00%,,14.51%,-0.68%,5.80%,,,-50.09%,,8.14%,3.47%,5.39%,3.24%,-6.71%,20.61%,-66.55%,22.18%,54.57,2.00,2.92,-4.26%,107380,13.25
"UNF","UniFirst Corporation","Industrials","Specialty Business Services",3600.00,24.18,0.52%,5.20%,4.50%,18.88,0.40%,0.45%,98.10%,-0.49%,0.79%,,-1.73%,-3.37%,-16.09%,-13.39%,-0.14%,-9.30%,0.96,2.08%,-4.32%,-8.29%,-13.48%,-15.44%,-1.27%,-25.83%,5.96%,33.73,3.20,192.00,-4.04%,71141,219.00
"UNFI","United Natural Foods, Inc.","Consumer Defensive","Food Distribution",2800.02,20.62,,-0.60%,26.00%,56.32,1.20%,-22.75%,89.50%,-0.80%,4.65%,1.00%,-3.37%,17.16%,37.22%,28.98%,172.45%,206.57%,0.98,3.63%,-0.15%,7.16%,31.21%,-7.61%,37.99%,-7.61%,236.49%,52.33,2.70,48.96,-3.24%,244878,49.12
"UNG","United States Natural Gas Fund, LP","Financial","Exchange Traded Fund",,,,,,,,,,,,,6.54%,-14.72%,13.69%,65.78%,63.14%,89.57%,,4.46%,0.31%,-4.86%,29.41%,-21.09%,11.97%,-21.09%,112.17%,50.00,,17.44,4.43%,6870732,
"UNH","UnitedHealth Group Incorporated","Healthcare","Healthcare Plans",423246.21,27.28,1.32%,21.70%,10.40%,943.00,0.10%,-25.04%,89.30%,0.08%,0.71%,7.90%,-2.13%,-2.99%,5.05%,6.80%,32.03%,25.44%,0.83,1.72%,-2.98%,2.19%,9.30%,-5.60%,14.82%,-5.60%,37.32%,45.83,1.80,439.91,-2.28%,2480600,479.30
"UNIT","Uniti Group Inc.","Real Estate","REIT - Specialty",3146.62,90.54,4.51%,,17.50%,233.51,0.94%,0.00%,84.30%,2.57%,5.55%,41.90%,-4.79%,-5.74%,3.90%,22.56%,24.04%,13.47%,1.04,2.55%,-4.40%,0.88%,11.67%,-8.84%,15.04%,-8.84%,32.24%,42.25,2.80,13.31,-3.55%,1443276,12.78
