Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange
ORMP,ORAMED PHARMACEUTICALS INC,Health Care,Equity,6371971.28,0.01,6371971.28,699448,9.11,United States,NASDAQ
ACET,ADICET BIO INC,Health Care,Equity,6345292.44,0.01,6345292.44,484004,13.11,United States,NASDAQ
TSVT,2SEVENTY BIO INC,Health Care,Equity,6338064.9,0.01,6338064.9,530382,11.95,United States,NASDAQ
ENFN,ENFUSION INC CLASS A,Information Technology,Equity,6331736.6,0.01,6331736.6,481135,13.16,United States,New York Stock Exchange Inc.
PKE,PARK AEROSPACE CORP,Industrials,Equity,6273209.54,0.01,6273209.54,456898,13.73,United States,New York Stock Exchange Inc.
AKTS,AKOUSTIS TECHNOLOGIES INC,Information Technology,Equity,6273817.84,0.01,6273817.84,1052654,5.96,United States,NASDAQ
KRON,KRONOS BIO INC,Health Care,Equity,6260102.4,0.01,6260102.4,899440,6.96,United States,NASDAQ
BATRA,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication,Equity,6255921.15,0.01,6255921.15,231615,27.01,United States,NASDAQ
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,Financials,Equity,6215575.8,0.01,6215575.8,510310,12.18,United States,New York Stock Exchange Inc.
AXTI,AXT INC,Information Technology,Equity,6201615.96,0.01,6201615.96,906669,6.84,United States,NASDAQ
CSTE,CAESARSTONE LTD,Industrials,Equity,6189950.15,0.01,6189950.15,540607,11.45,Israel,NASDAQ
NRIM,NORTHRIM BANCORP INC,Financials,Equity,6165399.78,0.01,6165399.78,140346,43.93,United States,NASDAQ
KOD,KODIAK SCIENCES INC,Health Care,Equity,6164406.36,0.01,6164406.36,772482,7.98,United States,NASDAQ
NVEC,NVE CORP,Information Technology,Equity,6159108.97,0.01,6159108.97,112949,54.53,United States,NASDAQ
DYN,DYNE THERAPEUTICS INC,Health Care,Equity,6073871.74,0.01,6073871.74,694951,8.74,United States,NASDAQ
CAMP,CALAMP CORP,Information Technology,Equity,6047749.05,0.01,6047749.05,822823,7.35,United States,NASDAQ
ZY,ZYMERGEN INC,Materials,Equity,6021453.31,0.01,6021453.31,1923787,3.13,United States,NASDAQ
NDLS,NOODLES CLASS A,Consumer Discretionary,Equity,5985618.6,0.01,5985618.6,941135,6.36,United States,NASDAQ
CRIS,CURIS INC,Health Care,Equity,5972584.4,0.01,5972584.4,2017765,2.96,United States,NASDAQ
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,Equity,5962587.84,0.01,5962587.84,253296,23.54,United States,NASDAQ
TSAT,TELESAT CLASS B VARIABLE VOTING CO,Communication,Equity,5951915.01,0.01,5951915.01,300147,19.83,Canada,NASDAQ
FLDM,FLUIDIGM CORP,Health Care,Equity,5950941.8,0.01,5950941.8,1750277,3.4,United States,NASDAQ
EHTH,EHEALTH INC,Financials,Equity,5947202.95,0.01,5947202.95,579085,10.27,United States,NASDAQ
BRT,BRT APARTMENTS CORP,Real Estate,Equity,5943037.28,0.01,5943037.28,259408,22.91,United States,New York Stock Exchange Inc.
TCS,CONTAINER STORE GROUP INC,Consumer Discretionary,Equity,5924939.15,0.01,5924939.15,747155,7.93,United States,New York Stock Exchange Inc.
AJX,GREAT AJAX CORP,Financials,Equity,5911439.94,0.01,5911439.94,521291,11.34,United States,New York Stock Exchange Inc.
RRGB,RED ROBIN GOURMET BURGERS INC,Consumer Discretionary,Equity,5902684.2,0.01,5902684.2,371238,15.9,United States,NASDAQ
AMAL,AMALGAMATED FINANCIAL,Financials,Equity,5899512.5,0.01,5899512.5,334250,17.65,United States,NASDAQ
CVGI,COMMERCIAL VEHICLE GROUP INC,Industrials,Equity,5867645.91,0.01,5867645.91,741801,7.91,United States,NASDAQ
PCSB,PCSB FINANCIAL CORP,Financials,Equity,5864797.6,0.01,5864797.6,309488,18.95,United States,NASDAQ
ITIC,INVESTORS TITLE,Financials,Equity,5857106.88,0.01,5857106.88,30092,194.64,United States,NASDAQ
PTSI,PAM TRANSPORTATION SERVICES INC,Industrials,Equity,5820864,0.01,5820864,85400,68.16,United States,NASDAQ
BLFS,BIOLIFE SOLUTIONS INC,Health Care,Equity,5813557.55,0.01,5813557.55,253535,22.93,United States,NASDAQ
CURO,CURO GROUP HOLDINGS CORP,Financials,Equity,5783610.63,0.01,5783610.63,497301,11.63,United States,New York Stock Exchange Inc.
GHL,GREENHILL INC,Financials,Equity,5773239.78,0.01,5773239.78,357034,16.17,United States,New York Stock Exchange Inc.
ATOM,ATOMERA INC,Information Technology,Equity,5752722.5,0.01,5752722.5,469610,12.25,United States,NASDAQ
VBIV,VBI VACCINES INC,Health Care,Equity,5741621.16,0.01,5741621.16,4349713,1.32,United States,NASDAQ
BLI,BERKELEY LIGHTS INC,Health Care,Equity,5737344,0.01,5737344,1120575,5.12,United States,NASDAQ
EVER,EVERQUOTE INC CLASS A,Communication,Equity,5725232.52,0.01,5725232.52,439726,13.02,United States,NASDAQ
PVBC,PROVIDENT BANCORP INC,Financials,Equity,5705790.09,0.01,5705790.09,362733,15.73,United States,NASDAQ
MCBC,MACATAWA BANK CORP,Financials,Equity,5701007.34,0.01,5701007.34,621702,9.17,United States,NASDAQ
GNUS,GENIUS BRANDS INTERNATIONAL INC,Consumer Discretionary,Equity,5693372.93,0.01,5693372.93,6540348,0.87,United States,NASDAQ
SSTI,SHOTSPOTTER INC,Information Technology,Equity,5642909.35,0.01,5642909.35,201893,27.95,United States,NASDAQ
INST,INSTRUCTURE HOLDINGS INC,Information Technology,Equity,5635008.86,0.01,5635008.86,276497,20.38,United States,New York Stock Exchange Inc.
VSTM,VERASTEM INC,Health Care,Equity,5634365.64,0.01,5634365.64,3996004,1.41,United States,NASDAQ
USLM,UNITED STATES LIME AND MINERALS IN,Materials,Equity,5623937.43,0.01,5623937.43,48353,116.31,United States,NASDAQ
RLGT,RADIANT LOGISTIC INC,Industrials,Equity,5609884.8,0.01,5609884.8,899020,6.24,United States,Nyse Mkt Llc
FLMN,FALCON MINERALS CORP CLASS A,Energy,Equity,5600222.55,0.01,5600222.55,957303,5.85,United States,NASDAQ
BNFT,BENEFITFOCUS INC,Information Technology,Equity,5595591.1,0.01,5595591.1,579854,9.65,United States,NASDAQ
HBIO,HARVARD BIOSCIENCE INC,Health Care,Equity,5576194.98,0.01,5576194.98,897938,6.21,United States,NASDAQ
JNCE,JOUNCE THERAPEUTICS INC,Health Care,Equity,5563176.06,0.01,5563176.06,770523,7.22,United States,NASDAQ
DICE,DICE THERAPEUTICS INC,Health Care,Equity,5560957.71,0.01,5560957.71,314001,17.71,United States,NASDAQ
SNPO,SNAP ONE HOLDINGS CORP,Consumer Discretionary,Equity,5544285.95,0.01,5544285.95,306145,18.11,United States,NASDAQ
CMBM,CAMBIUM NETWORKS CORP,Information Technology,Equity,5529058.08,0.01,5529058.08,246064,22.47,United States,NASDAQ
HOFT,HOOKER FURNISHINGS CORP,Consumer Discretionary,Equity,5504291,0.01,5504291,268502,20.5,United States,NASDAQ
EGAN,EGAIN CORP,Information Technology,Equity,5474815.5,0.01,5474815.5,474010,11.55,United States,NASDAQ
MLNK,MERIDIANLINK INC,Information Technology,Equity,5462578.82,0.01,5462578.82,291493,18.74,United States,New York Stock Exchange Inc.
ERAS,ERASCA INC,Health Care,Equity,5425312.58,0.01,5425312.58,476741,11.38,United States,NASDAQ
RMNI,RIMINI STREET INC,Information Technology,Equity,5421423,0.01,5421423,1022910,5.3,United States,NASDAQ
INTA,INTAPP INC,Information Technology,Equity,5403804,0.01,5403804,234948,23,United States,NASDAQ
UFI,UNIFI INC,Consumer Discretionary,Equity,5391668.08,0.01,5391668.08,309688,17.41,United States,New York Stock Exchange Inc.
TLYS,TILLYS INC CLASS A,Consumer Discretionary,Equity,5393339.7,0.01,5393339.7,579929,9.3,United States,New York Stock Exchange Inc.
ABUS,ARBUTUS BIOPHARMA CORP,Health Care,Equity,5386546.77,0.01,5386546.77,1851047,2.91,United States,NASDAQ
GNOG,GOLDEN NUGGET ONLINE GAMING INC CL,Consumer Discretionary,Equity,5386473.96,0.01,5386473.96,916067,5.88,United States,NASDAQ
CTMX,CYTOMX THERAPEUTICS INC,Health Care,Equity,5373919.68,0.01,5373919.68,1509528,3.56,United States,NASDAQ
DZSI,DZS INC,Information Technology,Equity,5365617.66,0.01,5365617.66,396279,13.54,United States,NASDAQ
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,Equity,5337512.2,0.01,5337512.2,437501,12.2,United States,New York Stock Exchange Inc.
LAW,CS DISCO INC,Information Technology,Equity,5333898.24,0.01,5333898.24,189414,28.16,United States,New York Stock Exchange Inc.
FSBW,FS BANCORP INC,Financials,Equity,5330856.6,0.01,5330856.6,171190,31.14,United States,NASDAQ
RUBY,RUBIUS THERAPEUTICS INC,Health Care,Equity,5324262.27,0.01,5324262.27,1062727,5.01,United States,NASDAQ
ATLC,ATLANTICUS HOLDINGS CORP,Financials,Equity,5316915.24,0.01,5316915.24,114564,46.41,United States,NASDAQ
VTGN,VISTAGEN THERAPEUTICS INC,Health Care,Equity,5296669.77,0.01,5296669.77,4450983,1.19,United States,NASDAQ
JANX,JANUX THERAPEUTICS INC,Health Care,Equity,5293623.8,0.01,5293623.8,305108,17.35,United States,NASDAQ
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,5288542.17,0.01,5288542.17,636407,8.31,United States,NASDAQ
IAS,INTEGRAL AD SCIENCE HOLDING CORP,Communication,Equity,5285015.6,0.01,5285015.6,395585,13.36,United States,NASDAQ
IMGO,IMAGO BIOSCIENCES INC,Health Care,Equity,5277628.49,0.01,5277628.49,224867,23.47,United States,NASDAQ
CCRD,CORECARD CORP,Information Technology,Equity,5274601.75,0.01,5274601.75,174367,30.25,United States,New York Stock Exchange Inc.
RRBI,RED RIVER BANCSHARES INC,Financials,Equity,5241166.92,0.01,5241166.92,107313,48.84,United States,NASDAQ
FF,FUTUREFUEL CORP,Materials,Equity,5230453.2,0.01,5230453.2,622673,8.4,United States,New York Stock Exchange Inc.
PCYO,PURE CYCLE CORP,Utilities,Equity,5207439.09,0.01,5207439.09,445461,11.69,United States,NASDAQ
LE,LAND END INC,Consumer Discretionary,Equity,5203730.28,0.01,5203730.28,335076,15.53,United States,NASDAQ
FRBA,FIRST BANK,Financials,Equity,5180923.45,0.01,5180923.45,368749,14.05,United States,NASDAQ
ORIC,ORIC PHARMACEUTICALS INC,Health Care,Equity,5166026.46,0.01,5166026.46,726586,7.11,United States,NASDAQ
KNTE,KINNATE BIOPHARMA INC,Health Care,Equity,5159272.86,0.01,5159272.86,590982,8.73,United States,NASDAQ
CIA,CITIZENS INC CLASS A,Financials,Equity,5145500.5,0.01,5145500.5,1210706,4.25,United States,New York Stock Exchange Inc.
LOCO,EL POLLO LOCO INC,Consumer Discretionary,Equity,5121640.93,0.01,5121640.93,448873,11.41,United States,NASDAQ
MTRX,MATRIX SERVICE,Industrials,Equity,5086516.68,0.01,5086516.68,597009,8.52,United States,NASDAQ
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate,Equity,5073609.1,0.01,5073609.1,279230,18.17,United States,New York Stock Exchange Inc.
TK,TEEKAY CORP,Energy,Equity,5062799.7,0.01,5062799.7,1607238,3.15,United States,New York Stock Exchange Inc.
FRBK,REPUBLIC FIRST BANCORP INC,Financials,Equity,5031658.29,0.01,5031658.29,969491,5.19,United States,NASDAQ
ALVR,ALLOVIR INC,Health Care,Equity,5027451.45,0.01,5027451.45,684007,7.35,United States,NASDAQ
THRY,THRYV HOLDINGS INC,Communication,Equity,5016834.55,0.01,5016834.55,175721,28.55,United States,NASDAQ
OCN,OCWEN FINANCIAL CORP,Financials,Equity,5002288.4,0.01,5002288.4,205180,24.38,United States,New York Stock Exchange Inc.
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,5007801.68,0.01,5007801.68,861928,5.81,United States,NASDAQ
CBAY,CYMABAY THERAPEUTICS INC,Health Care,Equity,4978767.78,0.01,4978767.78,1551018,3.21,United States,NASDAQ
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity,4956745.5,0.01,4956745.5,1558725,3.18,United States,NASDAQ
HRT,HIRERIGHT HOLDINGS CORP,Industrials,Equity,4958948.28,0.01,4958948.28,441974,11.22,United States,New York Stock Exchange Inc.
GATO,GATOS SILVER INC,Materials,Equity,4925824.59,0.01,4925824.59,1063893,4.63,United States,New York Stock Exchange Inc.
LUNA,LUNA INNOVATIONS INC,Information Technology,Equity,4920432.32,0.01,4920432.32,737696,6.67,United States,NASDAQ
LBC,LUTHER BURBANK CORP,Financials,Equity,4907145.92,0.01,4907145.92,369514,13.28,United States,NASDAQ
SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,Equity,4901241.2,0.01,4901241.2,267535,18.32,United States,NASDAQ
VERA,VERA THERAPEUTICS INC CLASS A,Health Care,Equity,4868759.35,0.01,4868759.35,207623,23.45,United States,NASDAQ
FHTX,FOGHORN THERAPEUTICS,Health Care,Equity,4857116.91,0.01,4857116.91,452667,10.73,United States,NASDAQ
AVNW,AVIAT NETWORKS INC,Information Technology,Equity,4857209.29,0.01,4857209.29,180767,26.87,United States,NASDAQ
AOUT,AMERICAN OUTDOOR BRANDS INC,Consumer Discretionary,Equity,4808818.26,0.01,4808818.26,336046,14.31,United States,NASDAQ
HFFG,HF FOODS GROUP INC,Consumer Staples,Equity,4787057.24,0.01,4787057.24,768388,6.23,United States,NASDAQ
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,4763590.36,0.01,4763590.36,75421,63.16,United States,NASDAQ
STKS,ONE GROUP HOSPITALITY INC,Consumer Discretionary,Equity,4733943.14,0.01,4733943.14,474343,9.98,United States,NASDAQ
IMVT,IMMUNOVANT INC,Health Care,Equity,4729488.76,0.01,4729488.76,920134,5.14,United States,NASDAQ
LMNR,LIMONEIRA,Consumer Staples,Equity,4726975.34,0.01,4726975.34,363334,13.01,United States,NASDAQ
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples,Equity,4729510.31,0.01,4729510.31,281351,16.81,United States,NASDAQ
CBNK,CAPITAL BANCORP INC,Financials,Equity,4723179.98,0.01,4723179.98,203761,23.18,United States,NASDAQ
RBBN,RIBBON COMMUNICATIONS INC,Information Technology,Equity,4723836.83,0.01,4723836.83,1612231,2.93,United States,NASDAQ
ICVX,ICOSAVAX INC,Health Care,Equity,4707969.42,0.01,4707969.42,308517,15.26,United States,NASDAQ
EVCM,EVERCOMMERCE INC,Information Technology,Equity,4700759.7,0.01,4700759.7,383110,12.27,United States,NASDAQ
SPRO,SPERO THERAPEUTICS INC,Health Care,Equity,4691841,0.01,4691841,561225,8.36,United States,NASDAQ
GWRS,GLOBAL WATER RESOURCES INC,Utilities,Equity,4680800.67,0.01,4680800.67,292733,15.99,United States,NASDAQ
KODK,EASTMAN KODAK,Information Technology,Equity,4660508.22,0.01,4660508.22,1044957,4.46,United States,New York Stock Exchange Inc.
POWL,POWELL INDUSTRIES INC,Industrials,Equity,4651411.32,0.01,4651411.32,218993,21.24,United States,NASDAQ
ALDX,ALDEYRA THERAPEUTICS INC,Health Care,Equity,4622868.9,0.01,4622868.9,1127529,4.1,United States,NASDAQ
GAN,GAN LTD,Consumer Discretionary,Equity,4625158.98,0.01,4625158.98,936267,4.94,United States,NASDAQ
PLRX,PLIANT THERAPEUTICS INC,Health Care,Equity,4609941.58,0.01,4609941.58,547499,8.42,United States,NASDAQ
LEGH,LEGACY HOUSING CORP,Consumer Discretionary,Equity,4592166.5,0.01,4592166.5,188590,24.35,United States,NASDAQ
CTKB,CYTEK BIOSCIENCES INC,Health Care,Equity,4596356.34,0.01,4596356.34,370077,12.42,United States,NASDAQ
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,4588185,0.01,4588185,99204,46.25,United States,NASDAQ
DGICA,DONEGAL GROUP INC CLASS A,Financials,Equity,4580491.37,0.01,4580491.37,342083,13.39,United States,NASDAQ
PGEN,PRECIGEN INC,Health Care,Equity,4544191.08,0.01,4544191.08,2205918,2.06,United States,NASDAQ
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care,Equity,4548596.44,0.01,4548596.44,895393,5.08,United States,NASDAQ
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,Equity,4540830.33,0.01,4540830.33,190551,23.83,United States,NASDAQ
ALLK,ALLAKOS INC,Health Care,Equity,4529315,0.01,4529315,814625,5.56,United States,NASDAQ
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Equity,4521841.35,0.01,4521841.35,91295,49.53,United States,NASDAQ
IMUX,IMMUNIC INC,Health Care,Equity,4496781.3,0.01,4496781.3,430314,10.45,United States,NASDAQ
GBIO,GENERATION BIO,Health Care,Equity,4498886.74,0.01,4498886.74,1008719,4.46,United States,NASDAQ
GRTS,GRITSTONE BIO INC,Health Care,Equity,4475217.8,0.01,4475217.8,952174,4.7,United States,NASDAQ
AFCG,AFC GAMMA INC,Financials,Equity,4470905.16,0.01,4470905.16,231174,19.34,United States,NASDAQ
AVDX,AVIDXCHANGE HOLDINGS INC,Information Technology,Equity,4469614,0.01,4469614,617350,7.24,United States,NASDAQ
DTIL,PRECISION BIOSCIENCES INC,Health Care,Equity,4462811.44,0.01,4462811.44,1141384,3.91,United States,NASDAQ
VRA,VERA BRADLEY INC,Consumer Discretionary,Equity,4453922.1,0.01,4453922.1,631762,7.05,United States,NASDAQ
MEIP,MEI PHARMA INC,Health Care,Equity,4445092.12,0.01,4445092.12,2455852,1.81,United States,NASDAQ
COOK,TRAEGER INC,Consumer Discretionary,Equity,4431396.84,0.01,4431396.84,520117,8.52,United States,New York Stock Exchange Inc.
AGS,PLAYAGS INC,Consumer Discretionary,Equity,4394034.45,0.01,4394034.45,635895,6.91,United States,New York Stock Exchange Inc.
VIEW,VIEW INC CLASS A,Industrials,Equity,4310188.51,0.01,4310188.51,3146123,1.37,United States,NASDAQ
PLPC,PREFORMED LINE PRODUCTS,Industrials,Equity,4312954.28,0.01,4312954.28,72511,59.48,United States,NASDAQ
INFU,INFUSYSTEM HOLDINGS INC,Health Care,Equity,4311818.83,0.01,4311818.83,414997,10.39,United States,Nyse Mkt Llc
FUV,ARCIMOTO INC,Consumer Discretionary,Equity,4292197.39,0.01,4292197.39,628433,6.83,United States,NASDAQ
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,Equity,4286170.8,0.01,4286170.8,215928,19.85,United States,New York Stock Exchange Inc.
CRMD,CORMEDIX INC,Health Care,Equity,4259231.2,0.01,4259231.2,878192,4.85,United States,NASDAQ
BSET,BASSETT FURNITURE INDUSTRIES INC,Consumer Discretionary,Equity,4261699.75,0.01,4261699.75,226325,18.83,United States,NASDAQ
LAWS,LAWSON PRODUCTS INC,Industrials,Equity,4224601.98,0.01,4224601.98,112566,37.53,United States,NASDAQ
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials,Equity,4210506.16,0.01,4210506.16,620104,6.79,United States,NASDAQ
CRBU,CARIBOU BIOSCIENCES INC,Health Care,Equity,4202761.61,0.01,4202761.61,457319,9.19,United States,NASDAQ
RMO,ROMEO POWER INC CLASS A,Industrials,Equity,4161287.28,0.01,4161287.28,2930484,1.42,United States,New York Stock Exchange Inc.
KOPN,KOPIN CORP,Information Technology,Equity,4146964.4,0.01,4146964.4,1803028,2.3,United States,NASDAQ
SCOR,COMSCORE INC,Communication,Equity,4132508.88,0.01,4132508.88,1626972,2.54,United States,NASDAQ
HBT,HBT FINANCIAL INC,Financials,Equity,4108931.64,0.01,4108931.64,218444,18.81,United States,NASDAQ
CLVS,CLOVIS ONCOLOGY INC,Health Care,Equity,4090822.24,0.01,4090822.24,2589128,1.58,United States,NASDAQ
CTXR,CITIUS PHARMACEUTICALS INC,Health Care,Equity,4068230.32,0.01,4068230.32,2641708,1.54,United States,NASDAQ
TLMD,SOC TELEMED INC CLASS A,Health Care,Equity,4055175.21,0.01,4055175.21,1393531,2.91,United States,NASDAQ
RCEL,AVITA MEDICAL INC,Health Care,Equity,4038577.63,0.01,4038577.63,552473,7.31,United States,NASDAQ
BYRN,BYRNA TECHNOLOGIES INC,Industrials,Equity,4035221.19,0.01,4035221.19,423423,9.53,United States,NASDAQ
ACTG,ACACIA RESEARCH CORP,Industrials,Equity,4005032.1,0.01,4005032.1,1134570,3.53,United States,NASDAQ
BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials,Equity,3987208.32,0.01,3987208.32,556096,7.17,United States,NASDAQ
HRTG,HERITAGE INSURANCE HOLDINGS INC,Financials,Equity,3967616.64,0.01,3967616.64,635836,6.24,United States,New York Stock Exchange Inc.
WEBR,WEBER INC CLASS A,Consumer Discretionary,Equity,3961411.9,0.01,3961411.9,392219,10.1,United States,New York Stock Exchange Inc.
VATE,INNOVATE CORP,Industrials,Equity,3956487.12,0.01,3956487.12,1105164,3.58,United States,New York Stock Exchange Inc.
EIGR,EIGER BIOPHARMACEUTICALS INC,Health Care,Equity,3921859.2,0.01,3921859.2,768992,5.1,United States,NASDAQ
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,Equity,3917572.74,0.01,3917572.74,232359,16.86,United States,New York Stock Exchange Inc.
BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,Equity,3913614.9,0.01,3913614.9,1011270,3.87,United States,New York Stock Exchange Inc.
IPSC,CENTURY THERAPEUTICS INC,Health Care,Equity,3897668.95,0.01,3897668.95,272755,14.29,United States,NASDAQ
LCUT,LIFETIME BRANDS INC,Consumer Discretionary,Equity,3895926.9,0.01,3895926.9,297399,13.1,United States,NASDAQ
LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,Equity,3888418.7,0.01,3888418.7,2901805,1.34,United States,Nyse Mkt Llc
URGN,UROGEN PHARMA LTD,Health Care,Equity,3836605.05,0.01,3836605.05,442515,8.67,Israel,NASDAQ
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,3834857.25,0.01,3834857.25,153825,24.93,United States,NASDAQ
NUVL,NUVALENT INC CLASS A,Health Care,Equity,3825725.5,0.01,3825725.5,246821,15.5,United States,NASDAQ
CECE,CECO ENVIRONMENTAL CORP,Industrials,Equity,3823740,0.01,3823740,708100,5.4,United States,NASDAQ
VOXX,VOXX INTERNATIONAL CORP CLASS A,Consumer Discretionary,Equity,3815105.43,0.01,3815105.43,374397,10.19,United States,NASDAQ
CVM,CEL SCI CORP,Health Care,Equity,3808307.8,0.01,3808307.8,827893,4.6,United States,Nyse Mkt Llc
GLUE,MONTE ROSA THERAPEUTICS INC,Health Care,Equity,3809247.12,0.01,3809247.12,266754,14.28,United States,NASDAQ
PRTK,PARATEK PHARMACEUTICALS INC,Health Care,Equity,3746421.84,0.01,3746421.84,1076558,3.48,United States,NASDAQ
TNYA,TENAYA THERAPEUTICS INC,Health Care,Equity,3733660.31,0.01,3733660.31,321037,11.63,United States,NASDAQ
VMD,VIEMED HEALTHCARE INC,Health Care,Equity,3725567.98,0.01,3725567.98,840986,4.43,Canada,NASDAQ
VOR,VOR BIOPHARMA INC,Health Care,Equity,3706836.86,0.01,3706836.86,435586,8.51,United States,NASDAQ
VLDR,VELODYNE LIDAR INC,Information Technology,Equity,3678276.32,0.01,3678276.32,1735036,2.12,United States,NASDAQ
LAZY,LAZYDAYS HOLDINGS INC,Consumer Discretionary,Equity,3659294.82,0.01,3659294.82,170517,21.46,United States,NASDAQ
HGEN,HUMANIGEN INC,Health Care,Equity,3656270.7,0.01,3656270.7,1260783,2.9,United States,NASDAQ
DLTH,DULUTH HOLDINGS INC CLASS B,Consumer Discretionary,Equity,3641798.88,0.01,3641798.88,281003,12.96,United States,NASDAQ
OTLK,OUTLOOK THERAPEUTICS INC,Health Care,Equity,3642669.69,0.01,3642669.69,2035011,1.79,United States,NASDAQ
TARS,TARSUS PHARMACEUTICALS INC,Health Care,Equity,3634731.63,0.01,3634731.63,195101,18.63,United States,NASDAQ
MHLD,MAIDEN HOLDINGS LTD,Financials,Equity,3625735.68,0.01,3625735.68,1618632,2.24,United States,NASDAQ
KIRK,KIRKLANDS INC,Consumer Discretionary,Equity,3624268.23,0.01,3624268.23,332807,10.89,United States,NASDAQ
STXS,STEREOTAXIS INC,Health Care,Equity,3621406.95,0.01,3621406.95,1149653,3.15,United States,Nyse Mkt Llc
JOAN,JOANN INC,Consumer Discretionary,Equity,3622049.05,0.01,3622049.05,278405,13.01,United States,NASDAQ
ULH,UNIVERSAL LOGISTICS INC,Industrials,Equity,3588789.6,0.01,3588789.6,176440,20.34,United States,NASDAQ
FRGI,FIESTA RESTAURANT GROUP INC,Consumer Discretionary,Equity,3584896,0.01,3584896,400100,8.96,United States,NASDAQ
NODK,NI HOLDINGS INC,Financials,Equity,3587109.25,0.01,3587109.25,205565,17.45,United States,NASDAQ
LYEL,LYELL IMMUNOPHARMA INC,Health Care,Equity,3570228.15,0.01,3570228.15,545073,6.55,United States,NASDAQ
BASE,COUCHBASE INC,Information Technology,Equity,3564894.62,0.01,3564894.62,225341,15.82,United States,NASDAQ
SGHT,SIGHT SCIENCES INC,Health Care,Equity,3555800.48,0.01,3555800.48,256922,13.84,United States,NASDAQ
DAKT,DAKTRONICS INC,Information Technology,Equity,3555237.75,0.01,3555237.75,852575,4.17,United States,NASDAQ
TCRT,ALAUNOS THERAPEUTICS INC,Health Care,Equity,3558390.41,0.01,3558390.41,4851248,0.73,United States,NASDAQ
ATCX,ATLAS TECHNICAL CONSULTANTS INC CL,Industrials,Equity,3550665.16,0.01,3550665.16,313663,11.32,United States,NASDAQ
NATH,NATHANS FAMOUS INC,Consumer Discretionary,Equity,3532001.4,0.01,3532001.4,62847,56.2,United States,NASDAQ
NCMI,NATIONAL CINEMEDIA INC,Communication,Equity,3513418.59,0.01,3513418.59,1388703,2.53,United States,NASDAQ
ATHX,ATHERSYS INC,Health Care,Equity,3498909,0.01,3498909,4665212,0.75,United States,NASDAQ
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,Equity,3487302.18,0.01,3487302.18,388341,8.98,United States,New York Stock Exchange Inc.
CLPT,CLEARPOINT NEURO INC,Health Care,Equity,3483536,0.01,3483536,435442,8,United States,NASDAQ
IKNA,IKENA ONCOLOGY INC,Health Care,Equity,3469679.59,0.01,3469679.59,567869,6.11,United States,NASDAQ
MESA,MESA AIR GROUP INC,Industrials,Equity,3471360.76,0.01,3471360.76,865676,4.01,United States,NASDAQ
AMTI,APPLIED MOLECULAR TRANSPORT,Health Care,Equity,3458237.16,0.01,3458237.16,574458,6.02,United States,NASDAQ
KMPH,KEMPHARM INC,Health Care,Equity,3460659.62,0.01,3460659.62,661694,5.23,United States,NASDAQ
UDMY,UDEMY INC,Consumer Discretionary,Equity,3460982.37,0.01,3460982.37,313779,11.03,United States,NASDAQ
XOMA,XOMA CORP,Health Care,Equity,3445104.68,0.01,3445104.68,139988,24.61,United States,NASDAQ
SELB,SELECTA BIOSCIENCES INC,Health Care,Equity,3435597,0.01,3435597,2082180,1.65,United States,NASDAQ
QMCO,QUANTUM CORP,Information Technology,Equity,3413520,0.01,3413520,1365408,2.5,United States,NASDAQ
SMSI,SMITH MICRO SOFTWARE INC,Information Technology,Equity,3407098.02,0.01,3407098.02,1041926,3.27,United States,NASDAQ
ODC,OIL DRI CORPORATION OF AMERICA,Consumer Staples,Equity,3393441,0.01,3393441,125683,27,United States,New York Stock Exchange Inc.
CUE,CUE BIOPHARMA INC,Health Care,Equity,3375354.08,0.01,3375354.08,709108,4.76,United States,NASDAQ
BHG,BRIGHT HEALTH GROUP INC,Financials,Equity,3339392.6,0.01,3339392.6,1628972,2.05,United States,New York Stock Exchange Inc.
