"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"RDCM","RADCOM Ltd.","Communication Services","Telecom Services",1588.76,,,-21.60%,15.00%,139.61,40.60%,0.00%,3.40%,0.74%,0.01%,,-6.34%,0.71%,9.00%,21.58%,38.74%,3.93%,1.06,2.49%,-1.23%,0.85%,8.57%,-10.04%,39.03%,47.04,2.00,11.38,-0.61%,34652,
"RDFN","Redfin Corporation","Real Estate","Real Estate Services",4769.35,,,32.50%,36.40%,105.14,2.50%,-12.28%,90.30%,1.50%,12.05%,-3.90%,-11.60%,-10.77%,-2.84%,-11.31%,6.87%,-33.13%,1.73,4.73%,-9.67%,-8.98%,-24.13%,-53.39%,10.17%,40.42,2.70,45.89,-5.17%,1310150,60.75
"RDHL","RedHill Biopharma Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic",213.38,,,-1.90%,635.00%,46.68,,,17.90%,-2.29%,7.85%,-91.40%,-10.98%,-7.16%,-34.30%,-31.83%,-44.57%,-43.81%,1.76,7.49%,-15.50%,-17.41%,-34.55%,-60.59%,9.66%,33.76,1.70,4.54,-7.35%,850349,18.44
"RDI","Reading International, Inc.","Communication Services","Entertainment",158.49,8.33,,-38.20%,-21.30%,21.81,15.20%,-3.39%,47.10%,1.96%,0.49%,-50.10%,1.93%,0.70%,0.10%,-17.89%,53.67%,0.10%,1.70,2.61%,2.31%,2.56%,-14.27%,-34.23%,63.68%,54.60,3.00,5.03,0.50%,28350,6.00
"RDIV","Invesco S&P Ultra Dividend Revenue ETF","Financial","Exchange Traded Fund",,,4.65%,,,,,,,,,,1.56%,1.71%,-0.27%,-3.95%,31.80%,21.51%,,0.94%,1.85%,2.68%,1.75%,-6.08%,35.63%,60.69,,41.07,0.27%,29393,
"RDN","Radian Group Inc.","Financial","Insurance - Specialty",4060.64,7.77,2.51%,11.90%,3.80%,186.74,0.60%,-4.62%,97.56%,-2.57%,3.92%,57.40%,-2.53%,-8.08%,-5.71%,-2.23%,21.05%,10.17%,1.41,2.21%,-5.03%,-3.37%,-2.06%,-11.85%,22.38%,39.93,1.80,22.31,0.86%,1102438,27.83
"RDNT","RadNet, Inc.","Healthcare","Diagnostics & Research",1675.58,47.96,,-30.00%,5.80%,52.81,3.70%,-4.32%,66.90%,-1.59%,3.44%,7.50%,-6.67%,8.48%,-1.70%,21.95%,67.76%,59.53%,1.67,4.10%,-0.53%,4.72%,13.29%,-19.62%,80.78%,50.71,1.70,31.22,-0.89%,321504,43.67
"RDOG","ALPS REIT Dividend Dogs ETF","Financial","Exchange Traded Fund",,,4.08%,,,,,,,,,,1.31%,4.43%,6.67%,14.02%,33.71%,28.21%,,0.51%,2.48%,4.72%,10.29%,-0.99%,38.09%,65.36,,52.48,0.87%,430,
"RDS-A","Royal Dutch Shell plc","Energy","Oil & Gas Integrated",177546.95,38.57,3.29%,-62.00%,-7.40%,3886.65,0.20%,0.00%,7.50%,1.27%,0.10%,2.60%,-1.11%,-7.04%,13.80%,12.44%,45.08%,28.86%,0.82,1.72%,-3.43%,1.19%,9.84%,-10.78%,47.01%,47.04,1.70,45.28,2.51%,5912669,59.08
"RDS-B","Royal Dutch Shell plc","Energy","Oil & Gas Integrated",167565.55,,3.29%,,,3701.47,0.02%,0.00%,8.22%,,,,-0.94%,-8.04%,15.78%,18.01%,54.03%,34.69%,,1.75%,-3.46%,1.49%,13.55%,-10.25%,56.00%,47.03,1.80,45.27,1.78%,1943684,63.83
"RDUS","Radius Health, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",881.11,,,1.70%,,47.29,16.40%,3.33%,,-1.25%,8.91%,-24.10%,-4.56%,23.44%,36.76%,-8.18%,17.01%,4.37%,1.19,6.36%,-6.64%,17.59%,3.21%,-28.75%,55.98%,50.51,2.90,18.64,-1.01%,403138,23.43
"RDVT","Red Violet, Inc.","Technology","Software - Application",455.10,1661.90,,11.00%,53.90%,12.74,22.50%,-4.17%,43.50%,-0.25%,10.22%,1.60%,-0.96%,9.92%,39.38%,74.59%,57.21%,33.67%,0.80,4.45%,4.86%,12.75%,41.97%,-3.06%,97.40%,65.95,,34.90,0.00%,32786,
"RDVY","First Trust ETF VI - First Trust Rising Dividend Achievers ETF","Financial","Exchange Traded Fund",,,1.20%,,,,,,,,,,0.66%,3.89%,6.37%,8.19%,41.52%,29.69%,,0.83%,2.05%,4.84%,9.12%,-0.23%,43.25%,68.21,,51.80,-0.10%,634663,
"RDW","Redwire Corporation","Industrials","Aerospace & Defense",605.85,,,,,20.47,3.40%,0.00%,28.80%,86.93%,,,-14.15%,2.44%,4.06%,4.48%,,0.86%,,10.46%,-12.32%,-5.92%,0.46%,-38.16%,19.59%,43.31,,10.50,-6.67%,828911,15.00
"RDWR","Radware Ltd.","Technology","Software - Infrastructure",1500.62,93.37,,-12.70%,2.90%,45.84,28.50%,0.00%,83.50%,3.44%,2.79%,6.20%,-7.47%,-8.14%,-1.91%,13.27%,27.16%,14.74%,0.88,2.93%,-7.90%,-8.28%,3.85%,-19.96%,29.01%,32.12,2.00,31.84,-2.15%,579250,39.89
"RDY","Dr. Reddy's Laboratories Limited","Healthcare","Drug Manufacturers - Specialty & Generic",10790.31,47.10,0.52%,-2.40%,4.20%,165.74,27.70%,0.00%,11.40%,0.38%,1.02%,11.70%,0.85%,-0.95%,4.27%,-8.88%,1.60%,-8.29%,0.46,1.13%,3.44%,0.98%,-1.28%,-13.40%,13.63%,59.96,1.50,65.38,0.49%,36304,77.85
"RE","Everest Re Group, Ltd.","Financial","Insurance - Reinsurance",10794.09,10.94,2.25%,-11.50%,10.10%,39.16,0.10%,0.00%,,0.44%,1.94%,12.90%,0.66%,-1.06%,0.67%,1.47%,18.59%,17.69%,0.69,2.04%,0.37%,4.00%,7.31%,-4.90%,31.42%,55.39,1.60,275.50,0.49%,100187,318.50
"REAL","The RealReal, Inc.","Consumer Cyclical","Specialty Retail",1463.65,,,,,91.86,5.20%,-10.08%,,-2.46%,16.47%,-53.20%,21.28%,40.42%,34.74%,8.62%,25.21%,-14.84%,,5.64%,22.60%,27.33%,-9.12%,-44.94%,48.90%,69.24,2.20,16.64,0.79%,3387380,21.62
"REAX","The Real Brokerage Inc.","Real Estate","Real Estate Services",747.37,,,,,110.66,21.20%,0.00%,10.43%,,0.41%,-18.80%,44.64%,78.02%,78.02%,111.76%,116.00%,251.37%,,8.37%,51.41%,64.12%,63.93%,9.46%,370.59%,88.05,2.00,3.24,13.68%,797776,3.50
"REDU","RISE Education Cayman Ltd","Consumer Defensive","Education & Training Services",37.43,,,-37.50%,12.60%,56.48,,,13.00%,-0.22%,9.32%,-7.10%,-9.83%,-9.52%,-15.67%,-79.33%,-88.80%,-88.78%,1.46,22.04%,-17.41%,-11.25%,-75.17%,-90.24%,15.76%,43.52,1.50,0.68,-3.82%,640182,4.07
"REE","REE Automotive Ltd.","Consumer Cyclical","Recreational Vehicles",1340.05,,,,,313.34,,,7.10%,6.02%,0.32%,,0.00%,3.97%,-56.08%,-57.68%,,-59.52%,,5.45%,3.75%,-9.53%,-52.67%,-74.85%,11.14%,48.32,1.70,4.19,8.27%,5847693,13.75
"REED","Reed's, Inc.","Consumer Defensive","Beverages - Non-Alcoholic",51.52,,,11.10%,-2.00%,93.64,1.50%,27.26%,34.80%,-18.32%,0.18%,,-18.88%,-15.41%,-17.32%,-39.95%,-32.07%,-6.94%,1.31,5.98%,-13.16%,-12.34%,-38.41%,-67.26%,1.85%,29.93,2.00,0.55,-3.49%,539076,1.55
"REET","iShares Global REIT ETF","Financial","Exchange Traded Fund",,,2.32%,,,,,,,,,,0.27%,3.37%,3.30%,10.07%,28.58%,24.28%,,0.84%,1.30%,3.34%,7.98%,-0.44%,30.96%,63.59,,29.74,0.71%,580719,
"REFR","Research Frontiers Incorporated","Technology","Electronic Components",73.77,,,16.00%,-16.20%,31.65,14.40%,0.00%,10.50%,-0.45%,2.89%,,0.43%,2.16%,12.92%,3.96%,-20.00%,-16.01%,0.71,5.45%,1.90%,-1.56%,-13.17%,-58.30%,34.09%,51.16,,2.36,-0.84%,47235,
"REG","Regency Centers Corporation","Real Estate","REIT - Retail",12933.67,38.56,3.17%,-27.90%,12.30%,170.09,0.40%,-15.31%,,0.13%,2.44%,33.80%,2.14%,6.18%,16.20%,17.92%,64.07%,64.58%,1.11,2.11%,3.83%,6.96%,17.86%,-3.89%,72.52%,63.26,2.30,75.03,0.51%,942264,74.82
"REGI","Renewable Energy Group, Inc.","Energy","Oil & Gas Refining & Marketing",2782.99,14.28,,22.90%,9.00%,50.25,2.20%,-7.57%,96.00%,2.01%,7.75%,7.40%,-12.86%,-1.94%,-0.21%,-21.13%,-13.83%,-26.62%,0.73,5.16%,-11.28%,-2.53%,-18.45%,-55.58%,15.34%,39.88,2.10,51.97,-0.86%,635663,77.12
"REGL","ProShares S&P MidCap 400 Dividend Aristocrats ETF","Financial","Exchange Traded Fund",,,2.28%,,,,,,,,,,1.25%,4.60%,1.74%,0.64%,22.08%,17.13%,,0.86%,2.49%,4.81%,4.18%,-2.67%,23.69%,68.83,,73.65,0.46%,25014,
"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology",69158.13,10.34,,40.80%,15.70%,106.20,1.60%,-24.08%,86.70%,1.09%,1.83%,55.20%,4.01%,17.08%,0.04%,25.48%,14.35%,34.08%,0.17,2.66%,6.79%,6.48%,17.97%,-5.66%,46.88%,64.06,2.00,647.73,2.62%,773773,703.29
"REI","Ring Energy, Inc.","Energy","Oil & Gas E&P",344.89,,,-61.00%,29.50%,99.36,15.20%,16.64%,18.90%,-1.96%,18.88%,-38.30%,-19.23%,-17.75%,49.29%,33.47%,505.77%,377.35%,2.34,6.11%,-17.03%,-4.96%,19.30%,-24.28%,536.36%,35.67,2.70,3.15,0.32%,1776835,4.55
"REIT","ALPS Active REIT ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.66%,4.31%,5.42%,14.14%,,25.30%,,0.87%,1.91%,4.07%,9.14%,-1.29%,30.51%,64.20,,30.71,0.99%,5413,
"REK","ProShares Short Real Estate","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.49%,-3.14%,-4.05%,-13.27%,-25.77%,-25.48%,,0.95%,-0.60%,-2.94%,-10.74%,-28.87%,0.71%,39.20,,8.50,-0.46%,2229,
"REKR","Rekor Systems, Inc.","Industrials","Security & Protection Services",447.61,,,,-0.90%,40.97,2.80%,-37.25%,42.90%,-5.27%,27.72%,,-17.34%,-14.92%,55.41%,-0.19%,154.61%,29.99%,1.79,6.70%,-16.36%,-10.49%,-20.41%,-58.67%,168.29%,33.97,2.00,10.49,-1.04%,1042428,15.33
"RELI","Reliance Global Group, Inc.","Financial","Insurance Brokers",25.47,,,,,10.94,89.30%,0.26%,4.60%,,0.64%,-34.90%,-7.32%,-2.56%,-21.38%,-39.84%,-66.75%,-64.53%,-1.22,7.85%,-6.48%,-10.88%,-38.69%,-94.68%,0.00%,39.26,,2.28,-0.87%,28939,
"RELL","Richardson Electronics, Ltd.","Technology","Electronic Components",160.43,30.57,1.94%,17.50%,4.50%,13.29,2.60%,-8.38%,55.90%,1.06%,0.76%,3.30%,5.83%,1.52%,64.89%,64.89%,180.08%,162.21%,0.52,4.79%,8.30%,17.84%,49.11%,-4.04%,194.05%,65.93,,12.35,2.40%,66103,
"RELX","RELX PLC","Communication Services","Publishing",60665.74,34.03,2.13%,6.20%,3.60%,1927.00,4.50%,0.00%,6.20%,-2.99%,0.04%,25.70%,-0.22%,4.41%,4.58%,20.57%,34.13%,27.66%,0.73,0.80%,0.83%,3.54%,13.55%,-1.75%,39.11%,59.61,1.00,31.48,-0.98%,685322,31.60
"REM","iShares Mortgage Real Estate Capped ETF","Financial","Exchange Traded Fund",,,6.03%,,,,,,,,,,-1.13%,0.51%,3.95%,3.55%,31.13%,18.20%,,1.06%,-0.60%,1.26%,3.98%,-3.99%,33.64%,49.73,,37.66,-0.45%,431223,
"REML","Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN","Financial","Exchange Traded Fund",,,11.70%,,,,,,,,,,-2.84%,0.14%,5.12%,2.28%,58.15%,25.52%,,1.91%,-1.42%,0.59%,3.18%,-11.69%,64.48%,47.13,,7.18,-0.69%,292423,
"REMX","VanEck Vectors Rare Earth/Strategic Metals ETF","Financial","Exchange Traded Fund",,,0.64%,,,,,,,,,,-4.35%,4.08%,16.22%,46.62%,144.16%,79.08%,,2.21%,0.59%,4.94%,25.51%,-4.47%,149.72%,53.77,,117.87,-1.65%,111917,
"RENN","Renren Inc.","Consumer Cyclical","Auto & Truck Dealerships",652.83,,,54.30%,-15.10%,23.64,47.75%,0.00%,21.30%,-0.04%,3.63%,,3.50%,10.90%,189.07%,184.34%,564.59%,482.34%,1.82,2.95%,6.98%,42.43%,125.04%,-2.11%,650.79%,77.79,,27.78,0.69%,39533,
"REPH","Recro Pharma, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",79.68,,,-39.80%,5.10%,51.42,0.80%,-55.45%,72.80%,2.98%,1.55%,-7.40%,-10.53%,-8.11%,-24.44%,-32.27%,-9.57%,-40.35%,1.08,6.01%,-7.21%,-14.06%,-33.76%,-67.86%,6.92%,38.37,1.50,1.70,2.41%,503786,5.50
"REPL","Replimune Group, Inc.","Healthcare","Biotechnology",1561.80,,,,,52.08,5.80%,-13.29%,94.10%,1.10%,4.96%,,-0.87%,9.59%,8.97%,-8.32%,-28.03%,-13.39%,2.36,3.41%,6.21%,5.83%,-1.05%,-39.76%,19.45%,60.08,1.60,33.04,-1.20%,195317,54.67
"REPX","Riley Exploration Permian, Inc.","Energy","Oil & Gas E&P",464.98,,4.58%,39.10%,-13.20%,17.79,6.50%,23.74%,48.50%,-0.72%,0.44%,30.20%,-5.92%,-5.78%,43.46%,-29.81%,134.75%,64.38%,1.22,5.10%,-5.54%,0.70%,-13.76%,-69.12%,151.03%,45.96,2.00,24.46,-2.04%,23130,48.00
"RERE","AiHuiShou International Co. Ltd.","Consumer Cyclical","Internet Retail",1999.21,,,,,220.41,4.71%,0.00%,11.50%,-0.63%,5.38%,,1.91%,0.33%,-21.88%,,,-47.30%,,6.35%,2.49%,-0.94%,-16.64%,-50.95%,15.69%,50.55,1.50,9.07,-1.41%,250478,19.02
"RES","RPC, Inc.","Energy","Oil & Gas Equipment & Services",1103.92,,,-16.00%,-13.90%,215.68,41.80%,-7.43%,28.80%,3.37%,13.26%,-3.40%,-7.43%,-11.70%,38.33%,-9.62%,86.52%,58.10%,1.95,5.08%,-8.45%,0.31%,-1.43%,-32.97%,94.53%,41.97,3.40,4.98,-1.97%,729697,6.09
"RESD","WisdomTree International ESG Fund","Financial","Exchange Traded Fund",,,2.03%,,,,,,,,,,-0.65%,1.80%,-0.14%,1.46%,27.62%,10.78%,,0.10%,0.53%,0.63%,2.75%,-2.69%,16.29%,54.15,,31.55,-0.41%,307,
"RESE","WisdomTree Emerging Markets ESG Fund","Financial","Exchange Traded Fund",,,1.74%,,,,,,,,,,0.90%,0.07%,-0.42%,-5.75%,9.31%,1.11%,,0.44%,0.99%,0.14%,-4.27%,-10.04%,9.75%,55.72,,36.16,-0.08%,532,
"RESN","Resonant Inc.","Technology","Semiconductors",151.17,,,16.40%,,63.09,2.60%,-2.73%,27.70%,-0.45%,7.30%,,0.83%,-1.22%,-8.99%,-15.03%,4.29%,-8.30%,2.03,5.10%,4.54%,-0.47%,-29.93%,-70.83%,16.27%,53.22,1.80,2.43,-0.41%,444424,6.00
"RESP","WisdomTree U.S. ESG Fund","Financial","Exchange Traded Fund",,,1.05%,,,,,,,,,,0.25%,4.49%,3.15%,10.50%,29.58%,23.37%,,0.40%,1.77%,3.63%,8.33%,-0.39%,30.95%,70.25,,50.32,0.03%,2267,
"RETA","Reata Pharmaceuticals, Inc.","Healthcare","Biotechnology",3485.99,,,,-29.10%,36.39,0.10%,-68.71%,86.10%,0.62%,13.82%,,-10.64%,-2.79%,-13.28%,15.41%,-45.50%,-22.59%,1.45,4.60%,-4.66%,-7.39%,-15.43%,-46.76%,25.35%,40.01,1.30,95.69,-6.60%,578140,219.00
"RETL","Direxion Daily Retail Bull 3X Shares","Financial","Exchange Traded Fund",,,0.02%,,,,,,,,,,3.82%,39.28%,30.98%,23.66%,387.51%,198.97%,,5.42%,17.55%,26.78%,29.81%,-10.61%,407.95%,67.94,,54.32,1.17%,288892,
"RETO","ReTo Eco-Solutions, Inc.","Basic Materials","Building Materials",51.65,,,-50.00%,-11.00%,24.63,40.65%,0.00%,3.50%,1.45%,2.85%,,62.83%,130.00%,143.74%,75.24%,217.08%,176.90%,1.67,16.84%,64.10%,96.55%,60.65%,-49.73%,245.86%,81.28,,1.84,4.55%,3298864,
"REV","Revlon, Inc.","Consumer Defensive","Household & Personal Products",720.84,,,-65.10%,-0.10%,54.03,0.10%,0.00%,9.70%,-4.55%,18.56%,3.10%,-5.00%,33.15%,31.07%,32.40%,49.63%,20.03%,2.78,8.21%,19.93%,28.69%,20.82%,-24.95%,63.34%,65.21,,14.26,-9.17%,273968,14.00
"REVG","REV Group, Inc.","Industrials","Farm & Heavy Construction Machinery",1134.38,34.42,1.14%,-28.50%,5.60%,64.12,2.60%,5.27%,97.40%,0.71%,3.29%,2.50%,-0.34%,16.95%,15.27%,-3.19%,100.34%,99.66%,2.42,2.98%,10.61%,7.56%,7.43%,-20.87%,111.64%,65.70,3.00,17.59,-1.18%,152434,17.08
"REVHU","Revolution Healthcare Acquisition Corp.","Financial","Shell Companies",,,,,,,,,,,,,0.40%,0.51%,-0.60%,-1.68%,,-1.49%,,0.37%,0.20%,0.46%,-0.65%,-7.01%,2.55%,54.06,,9.95,0.51%,1726,
"REW","ProShares UltraShort Technology","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.29%,-15.21%,-19.37%,-42.39%,-57.98%,-51.53%,,1.90%,-7.23%,-13.48%,-31.54%,-58.90%,2.02%,30.37,,6.97,-0.29%,3871,
"REX","REX American Resources Corporation","Energy","Oil & Gas Refining & Marketing",554.37,18.63,,-35.30%,-3.10%,6.01,12.20%,-1.64%,83.80%,-0.59%,1.53%,4.60%,-12.07%,-0.44%,11.78%,9.55%,4.43%,17.53%,1.07,3.12%,-3.94%,2.29%,-0.69%,-26.11%,19.83%,44.40,2.00,86.35,-1.40%,20612,100.00
"REXR","Rexford Industrial Realty, Inc.","Real Estate","REIT - Industrial",10656.02,104.42,1.37%,75.30%,28.60%,138.76,0.10%,-45.93%,94.10%,-2.24%,4.00%,30.90%,1.73%,15.07%,13.75%,29.49%,38.38%,42.88%,0.69,1.72%,4.77%,12.41%,22.73%,0.16%,52.88%,81.94,1.70,70.17,1.12%,1196481,73.94
"REYN","Reynolds Consumer Products Inc.","Consumer Cyclical","Packaging & Containers",6288.60,18.72,3.07%,41.50%,1.90%,209.80,74.16%,0.01%,27.30%,0.04%,5.31%,17.70%,2.50%,7.61%,1.63%,-5.31%,1.11%,-0.23%,,2.07%,6.28%,7.22%,2.56%,-6.90%,13.09%,72.44,2.00,29.97,0.67%,301619,32.90
"REZ","iShares Residential and Multisector Real Estate ETF","Financial","Exchange Traded Fund",,,2.52%,,,,,,,,,,1.85%,3.22%,5.14%,18.11%,35.86%,37.10%,,1.19%,1.72%,3.79%,12.42%,0.10%,42.67%,66.12,,93.02,0.78%,35803,
"REZI","Resideo Technologies, Inc.","Industrials","Security & Protection Services",3906.29,16.87,,-24.50%,4.10%,144.28,0.50%,-2.37%,96.70%,1.91%,2.26%,7.10%,3.89%,8.26%,-9.50%,-3.78%,39.82%,28.17%,,4.18%,4.59%,4.17%,-3.83%,-18.05%,75.02%,56.86,2.60,27.25,-1.84%,572072,37.50
"RF","Regions Financial Corporation","Financial","Banks - Regional",23271.61,9.09,2.64%,6.30%,3.40%,955.00,0.47%,-0.54%,77.60%,1.10%,1.69%,,-1.06%,8.07%,21.56%,5.94%,62.68%,50.37%,1.47,2.11%,1.45%,10.08%,15.10%,-2.16%,66.37%,60.96,2.40,24.24,1.21%,5225071,25.84
"RFCI","RiverFront Dynamic Core Income ETF","Financial","Exchange Traded Fund",,,1.79%,,,,,,,,,,-1.11%,-0.71%,-1.92%,-0.53%,-3.26%,-3.74%,,0.14%,-0.59%,-1.05%,-1.20%,-3.84%,0.30%,38.90,,25.19,-0.37%,3652,
"RFDA","RiverFront Dynamic US Dividend Advantage ETF","Financial","Exchange Traded Fund",,,1.42%,,,,,,,,,,0.16%,3.88%,3.35%,10.32%,26.66%,21.41%,,0.37%,1.61%,3.86%,8.26%,-0.25%,27.54%,68.97,,46.46,0.09%,722,
"RFDI","First Trust RiverFront Dynamic Developed International ETF","Financial","Exchange Traded Fund",,,1.43%,,,,,,,,,,-0.22%,3.34%,0.35%,7.06%,24.71%,14.97%,,0.33%,1.22%,2.23%,5.32%,-2.55%,25.14%,59.61,,74.05,-0.13%,2728,
"RFEM","First Trust RiverFront Dynamic Emerging Markets ETF","Financial","Exchange Traded Fund",,,1.79%,,,,,,,,,,0.72%,-0.40%,-3.80%,-5.61%,5.67%,-0.51%,,0.36%,0.16%,-0.29%,-5.11%,-12.17%,6.54%,52.37,,68.72,-0.12%,580,
"RFFC","RiverFront Dynamic US Flex-Cap ETF","Financial","Exchange Traded Fund",,,0.92%,,,,,,,,,,-0.25%,4.61%,4.43%,12.26%,28.98%,21.48%,,0.31%,1.66%,4.17%,8.92%,-0.43%,29.68%,66.37,,47.80,-0.03%,77,
"RFG","Invesco S&P MidCap 400 Pure Growth ETF","Financial","Exchange Traded Fund",,,0.10%,,,,,,,,,,-0.55%,7.32%,9.22%,13.37%,31.08%,20.08%,,0.59%,1.90%,5.49%,8.40%,-1.04%,31.43%,63.52,,243.37,-0.21%,1011,
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","Financial","Closed-End Fund - Equity",455.97,,5.53%,,,26.25,,,22.41%,,,,1.22%,4.20%,6.04%,16.34%,36.54%,30.90%,,1.45%,1.00%,2.51%,10.03%,-3.61%,39.86%,59.07,,17.37,1.28%,65605,
"RFIL","RF Industries, Ltd.","Industrials","Electrical Equipment & Parts",78.17,14.61,,-15.80%,5.60%,9.98,4.30%,16.80%,33.70%,1.16%,0.17%,13.10%,3.38%,3.51%,-1.73%,20.79%,73.42%,62.12%,1.02,2.56%,3.20%,0.47%,7.77%,-17.34%,81.74%,57.66,2.00,7.96,0.89%,21553,10.00
"RFL","Rafael Holdings, Inc.","Healthcare","Biotechnology",138.05,,,,-6.60%,17.44,4.70%,13.02%,37.30%,42.35%,23.31%,,-10.51%,-78.26%,-85.96%,-85.16%,-68.56%,-71.53%,1.92,9.68%,-60.77%,-75.77%,-83.36%,-90.01%,12.54%,13.33,,6.64,-2.78%,291545,
"RFP","Resolute Forest Products Inc.","Basic Materials","Paper & Paper Products",861.84,2.25,,15.30%,-5.10%,79.40,1.50%,-0.42%,88.90%,1.18%,2.47%,19.10%,-4.26%,-20.00%,0.47%,-20.13%,132.58%,78.17%,3.17,4.39%,-11.40%,-10.60%,-7.12%,-33.98%,136.36%,34.28,2.20,10.80,-1.10%,243038,16.25
"RFV","Invesco S&P MidCap 400 Pure Value ETF","Financial","Exchange Traded Fund",,,1.06%,,,,,,,,,,0.49%,4.83%,6.41%,2.35%,52.89%,34.11%,,1.15%,2.65%,5.30%,7.54%,-0.74%,53.66%,63.71,,98.97,-0.07%,2322,
"RGA","Reinsurance Group of America, Incorporated","Financial","Insurance - Reinsurance",7580.46,12.99,2.60%,-3.30%,7.00%,69.00,0.20%,-2.17%,95.30%,-1.42%,1.23%,5.00%,-0.98%,-7.19%,-2.65%,-11.12%,-1.79%,-3.18%,1.19,2.28%,-4.46%,-3.14%,-6.47%,-16.83%,8.43%,41.84,2.90,112.22,-0.04%,445885,125.25
"RGC","Regencell Bioscience Holdings Limited","Healthcare","Drug Manufacturers - Specialty & Generic",308.59,,,,,12.04,79.76%,0.00%,0.10%,138.89%,0.49%,,15.45%,37.50%,264.58%,,,144.10%,,11.02%,39.64%,26.62%,43.91%,-56.56%,327.17%,67.44,,25.63,1.95%,58565,
"RGCO","RGC Resources, Inc.","Utilities","Utilities - Regulated Gas",190.29,18.99,3.27%,12.60%,-1.50%,8.26,5.70%,0.68%,41.30%,1.28%,0.28%,18.60%,2.26%,2.36%,-8.72%,4.29%,-8.91%,-4.96%,-0.45,1.42%,1.81%,-0.02%,-2.85%,-13.14%,6.00%,57.16,1.00,22.60,1.71%,7269,37.00
"RGEN","Repligen Corporation","Healthcare","Medical Instruments & Supplies",14931.41,124.86,,31.90%,34.40%,55.02,0.70%,-20.16%,88.00%,2.77%,3.09%,24.80%,-4.34%,-2.05%,1.74%,52.01%,27.16%,36.43%,0.80,3.91%,-5.26%,-7.58%,14.51%,-20.12%,61.10%,41.84,1.70,261.45,1.14%,218249,318.11
"RGI","Invesco S&P 500 Equal Weight Industrials ETF","Financial","Exchange Traded Fund",,,0.74%,,,,,,,,,,0.26%,4.53%,4.54%,7.03%,32.28%,26.52%,,0.72%,2.24%,4.76%,8.64%,-0.39%,34.23%,67.93,,199.89,0.20%,56066,
"RGLD","Royal Gold, Inc.","Basic Materials","Gold",7015.74,26.50,1.12%,42.60%,11.30%,65.56,0.20%,-1.45%,82.90%,1.04%,2.73%,50.00%,5.19%,8.47%,-5.38%,-15.65%,-9.56%,0.92%,0.64,2.61%,5.46%,5.63%,-3.18%,-17.23%,16.66%,65.32,2.50,107.34,0.59%,522455,136.56
"RGLS","Regulus Therapeutics Inc.","Healthcare","Biotechnology",36.39,,,49.00%,-13.60%,77.18,0.40%,-1.42%,37.70%,-0.58%,5.75%,,-10.37%,-14.06%,-35.80%,-60.30%,-19.85%,-69.13%,2.00,6.07%,-10.31%,-32.04%,-58.21%,-82.03%,3.60%,30.58,2.50,0.42,-0.19%,1127620,1.38
"RGNX","REGENXBIO Inc.","Healthcare","Biotechnology",1348.10,,,-25.20%,82.70%,42.63,1.00%,-18.31%,87.00%,1.17%,8.66%,,-17.44%,-11.77%,0.83%,-10.50%,-8.14%,-30.07%,0.90,5.26%,-13.46%,-16.17%,-14.28%,-36.89%,17.40%,33.48,2.00,31.72,-16.06%,603658,62.00
"RGP","Resources Connection, Inc.","Industrials","Consulting Services",610.09,17.20,3.00%,-0.90%,1.00%,32.89,1.20%,-7.10%,77.70%,0.81%,1.69%,5.50%,1.58%,5.85%,22.71%,28.64%,54.82%,48.29%,1.00,2.51%,4.06%,10.78%,25.26%,-4.12%,62.24%,66.15,2.70,18.64,-0.32%,171373,20.00
"RGR","Sturm, Ruger & Company, Inc.","Industrials","Aerospace & Defense",1307.97,8.82,4.64%,9.70%,0.60%,17.60,0.60%,-34.45%,71.30%,0.90%,4.79%,27.40%,1.88%,-4.58%,-7.68%,-0.76%,15.02%,14.02%,0.44,2.39%,-3.78%,-2.25%,-0.75%,-19.79%,26.39%,43.62,2.50,74.19,1.60%,105590,84.00
"RGS","Regis Corporation","Consumer Cyclical","Personal Services",136.85,,,121.81%,-20.30%,36.85,3.10%,-0.14%,59.90%,-4.42%,23.98%,-20.50%,28.99%,21.92%,-50.00%,-59.91%,-43.31%,-61.26%,2.73,8.56%,22.65%,3.98%,-57.53%,-75.26%,34.73%,61.50,2.50,3.56,0.85%,4202042,5.75
