"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"SECT","Main Sector Rotation ETF","Financial","Exchange Traded Fund",,,0.52%,,,,,,,,,,0.31%,3.64%,6.33%,10.46%,33.19%,27.42%,,0.69%,1.18%,4.59%,9.69%,-0.42%,10.36%,-0.42%,34.28%,66.84,,44.66,0.38%,90227,
"SEDG","SolarEdge Technologies, Inc.","Technology","Solar",17814.81,131.46,,9.00%,24.40%,52.36,1.10%,-20.10%,82.90%,1.05%,3.55%,11.90%,-4.52%,11.03%,24.10%,35.83%,29.56%,9.20%,1.04,4.66%,-1.76%,11.63%,24.99%,-10.58%,37.91%,-10.58%,74.83%,53.83,2.20,348.49,-0.44%,417284,350.55
"SEE","Sealed Air Corporation","Consumer Cyclical","Packaging & Containers",9626.04,21.74,1.23%,32.60%,2.10%,149.90,0.62%,0.00%,92.50%,-1.98%,2.32%,15.10%,-1.46%,10.04%,6.81%,14.43%,41.02%,41.52%,1.31,2.24%,2.68%,8.86%,18.09%,-2.82%,18.88%,-2.82%,55.10%,61.61,2.10,64.80,-1.49%,692911,67.00
"SEED","Origin Agritech Limited","Basic Materials","Agricultural Inputs",53.24,,,-22.90%,-32.60%,5.57,38.70%,0.00%,5.00%,3.77%,4.53%,,-4.25%,14.69%,11.14%,-16.70%,-2.52%,-36.27%,0.91,7.79%,3.28%,8.22%,-23.27%,-17.26%,34.78%,-65.77%,36.53%,53.15,,9.68,4.09%,22124,
"SEEL","Seelos Therapeutics, Inc.","Healthcare","Biotechnology",195.48,,,67.30%,,102.33,0.10%,0.00%,41.10%,-1.64%,6.30%,,-10.48%,-13.36%,-9.62%,-42.51%,118.60%,18.99%,2.75,6.46%,-12.05%,-14.50%,-39.99%,-32.62%,10.59%,-71.52%,131.78%,37.10,1.80,1.88,-3.59%,6132150,9.50
"SEER","Seer, Inc.","Healthcare","Biotechnology",1462.93,,,,,61.13,1.10%,-62.11%,84.60%,6.09%,11.54%,,-16.40%,-31.84%,-36.01%,-23.29%,,-58.05%,,8.33%,-26.42%,-29.84%,-39.08%,-44.21%,4.67%,-72.79%,4.67%,29.14,2.50,23.55,0.43%,563352,53.67
"SEF","ProShares Short Financials","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.64%,1.33%,-4.56%,-8.02%,-29.02%,-26.61%,,0.60%,-0.27%,-2.40%,-9.09%,-8.87%,1.86%,-30.64%,1.86%,44.28,,11.71,-0.30%,1871,
"SEIC","SEI Investments Company","Financial","Asset Management",8988.30,17.42,1.16%,8.90%,4.80%,140.51,1.00%,-2.35%,71.30%,-0.86%,1.79%,28.70%,-1.81%,-0.49%,2.35%,0.32%,12.13%,10.63%,1.09,1.76%,-0.39%,2.82%,3.62%,-2.51%,11.43%,-2.51%,21.99%,51.29,2.30,63.58,-0.63%,347699,72.60
"SELB","Selecta Biosciences, Inc.","Healthcare","Biotechnology",382.49,,,29.40%,22.50%,115.17,7.00%,125.38%,46.90%,1.17%,8.74%,-24.50%,-7.56%,-15.20%,-20.50%,-26.90%,-2.15%,4.95%,0.97,5.93%,-12.83%,-20.10%,-21.16%,-29.79%,6.00%,-44.21%,19.10%,30.07,1.60,3.18,0.00%,553149,8.83
"SELF","Global Self Storage, Inc.","Real Estate","REIT - Industrial",58.24,23.10,4.91%,-48.60%,27.50%,10.60,1.70%,3.77%,22.10%,2.23%,0.11%,22.90%,-3.82%,2.82%,1.34%,-1.12%,32.26%,31.92%,0.56,1.94%,1.32%,1.40%,2.83%,-3.82%,6.22%,-21.86%,33.92%,51.63,2.00,5.29,-0.56%,23966,6.25
"SEM","Select Medical Holdings Corporation","Healthcare","Medical Care Facilities",4213.92,9.49,0.83%,14.20%,8.10%,130.59,8.30%,-4.86%,79.20%,-1.05%,2.09%,13.70%,-7.53%,-6.59%,-9.80%,-24.75%,19.19%,9.15%,1.25,3.14%,-9.24%,-11.40%,-15.91%,-18.58%,0.53%,-30.76%,26.27%,28.00,2.00,30.19,-0.59%,474920,47.40
"SEMR","SEMrush Holdings, Inc.","Technology","Software - Application",2831.42,,,,,135.67,10.50%,-13.73%,63.20%,4.61%,2.21%,0.40%,-13.60%,-12.85%,-17.17%,13.41%,,80.12%,,7.78%,-15.84%,-17.00%,-2.79%,-30.14%,6.26%,-37.78%,90.30%,35.63,2.40,20.21,-1.41%,593751,27.40
"SENEA","Seneca Foods Corporation","Consumer Defensive","Packaged Foods",398.85,3.72,,19.60%,2.80%,8.81,0.60%,12.78%,74.00%,-3.40%,1.28%,11.60%,-4.15%,-12.12%,-3.89%,-0.97%,5.20%,15.16%,0.70,3.32%,-9.36%,-8.70%,-9.06%,-17.09%,3.19%,-26.33%,26.85%,34.25,,45.95,-0.91%,16657,
"SENS","Senseonics Holdings, Inc.","Healthcare","Diagnostics & Research",1441.61,,,29.20%,164.80%,445.38,2.80%,-11.29%,31.20%,6.69%,19.97%,,-9.17%,-4.39%,-15.72%,57.97%,809.85%,275.09%,0.47,5.88%,-10.62%,-7.48%,4.05%,-23.60%,3.81%,-41.19%,835.09%,37.03,2.60,3.27,-3.25%,8426697,3.58
"SENT","AdvisorShares Alpha DNA Equity Sentiment ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.17%,4.16%,1.65%,4.50%,,11.14%,,0.66%,-0.71%,2.05%,4.31%,-3.48%,7.33%,-3.48%,14.25%,49.48,,28.17,0.05%,9145,
"SERA","Sera Prognostics, Inc.","Healthcare","Diagnostics & Research",329.56,,,,,30.51,4.30%,0.00%,29.60%,,0.66%,,-1.96%,1.48%,10.55%,,,-7.56%,,5.24%,2.82%,5.41%,4.36%,-3.59%,44.55%,-29.03%,44.55%,54.18,1.30,11.00,0.55%,4249,18.50
"SESN","Sesen Bio, Inc.","Healthcare","Biotechnology",209.24,,,35.90%,62.60%,196.78,0.10%,0.00%,24.80%,-27.09%,7.08%,,-0.91%,-9.17%,9.00%,-65.51%,-4.39%,-19.26%,0.59,8.61%,-6.76%,8.04%,-55.78%,-25.85%,49.73%,-81.95%,55.71%,47.38,2.30,1.09,3.81%,3042900,2.25
"SEV","SONO GRP NV","Consumer Cyclical","Auto Manufacturers",,,,,,,,,,,,,-52.85%,,,,,-52.85%,,,-32.54%,-32.54%,-32.54%,-62.08%,-7.69%,-62.08%,-7.69%,,,18.01,-11.54%,2987659,
"SEVN","Seven Hills Realty Trust","Real Estate","REIT - Mortgage",153.28,,5.80%,0.00%,,10.26,1.90%,2.18%,15.40%,9.77%,0.08%,,-1.43%,0.10%,-6.84%,-14.46%,24.70%,-1.99%,1.37,2.30%,-2.05%,-1.61%,-10.39%,-8.08%,4.33%,-24.10%,33.03%,42.86,,10.35,-0.05%,166088,
"SF","Stifel Financial Corp.","Financial","Capital Markets",8116.99,12.58,0.78%,39.60%,9.90%,107.38,0.40%,-8.61%,86.90%,0.85%,1.36%,21.60%,1.74%,-1.20%,11.25%,10.62%,58.00%,51.53%,1.44,2.28%,1.77%,5.08%,12.89%,-2.72%,19.28%,-2.72%,65.50%,56.87,2.00,76.46,0.51%,303690,87.50
"SFBC","Sound Financial Bancorp, Inc.","Financial","Banks - Regional",114.10,10.57,1.56%,13.20%,9.20%,2.59,1.10%,-9.43%,43.60%,-1.72%,0.19%,83.80%,1.40%,-4.18%,-2.13%,10.70%,73.23%,37.58%,0.95,1.42%,0.58%,-1.48%,10.45%,-7.85%,4.85%,-10.00%,45.08%,50.18,,43.55,-2.61%,1846,
"SFBS","ServisFirst Bancshares, Inc.","Financial","Banks - Regional",4690.40,22.64,0.94%,21.20%,16.70%,54.21,1.90%,-3.65%,62.70%,1.90%,4.57%,84.70%,1.80%,6.76%,18.69%,23.36%,108.76%,111.67%,1.06,2.11%,2.29%,7.44%,24.30%,-2.19%,20.18%,-2.19%,127.11%,62.66,3.00,85.28,0.24%,83363,80.33
"SFE","Safeguard Scientifics, Inc.","Financial","Asset Management",127.34,5.63,,8.70%,,20.79,1.80%,0.00%,75.20%,-1.78%,3.43%,,-6.84%,-9.06%,-0.39%,9.63%,18.66%,19.59%,0.96,2.34%,-7.69%,-8.95%,0.40%,-15.03%,0.73%,-15.03%,28.89%,28.88,2.00,7.63,0.53%,40353,
"SFET","Safe-T Group Ltd","Technology","Software - Infrastructure",26.90,,,,,26.12,8.62%,0.00%,1.36%,,1.71%,,-8.85%,-11.97%,-12.71%,-27.97%,-3.74%,-27.46%,,6.25%,-9.09%,-7.81%,-23.09%,-20.16%,11.96%,-65.44%,11.96%,38.93,,1.03,1.99%,89844,2.00
"SFIG","WisdomTree U.S. Short-Term Corporate Bond Fund","Financial","Exchange Traded Fund",,,1.66%,,,,,,,,,,-0.52%,-0.75%,-1.48%,-1.78%,-2.07%,-2.33%,,0.16%,-0.66%,-1.01%,-1.50%,-1.74%,0.03%,-2.36%,0.03%,22.90,,50.62,-0.11%,2341,
"SFIX","Stitch Fix, Inc.","Consumer Cyclical","Specialty Retail",3194.46,,,-21.20%,23.50%,107.53,1.90%,-29.22%,88.10%,6.46%,13.48%,-3.00%,-8.19%,-16.92%,-33.33%,-48.41%,-28.71%,-52.67%,1.79,4.92%,-15.26%,-20.66%,-43.04%,-37.76%,2.51%,-75.57%,2.51%,28.42,2.70,27.79,1.46%,1545560,48.88
"SFL","SFL Corporation Ltd.","Industrials","Marine Shipping",1201.53,,7.08%,-25.40%,3.00%,126.78,43.40%,0.00%,31.20%,-1.39%,1.02%,-13.50%,-1.17%,4.18%,5.87%,-1.85%,13.07%,35.03%,0.98,3.23%,2.24%,2.81%,6.38%,-7.52%,11.80%,-7.52%,44.96%,53.14,2.20,8.48,1.31%,670732,10.67
"SFM","Sprouts Farmers Market, Inc.","Consumer Defensive","Grocery Stores",2941.01,11.39,,24.10%,12.50%,114.20,0.60%,-4.55%,,-1.53%,17.12%,6.00%,6.95%,21.72%,9.12%,2.80%,28.92%,33.28%,0.28,2.99%,11.15%,15.77%,8.19%,-2.97%,26.49%,-8.72%,40.04%,74.64,2.90,26.79,-1.03%,2228899,25.88
"SFNC","Simmons First National Corporation","Financial","Banks - Regional",3666.91,11.94,2.38%,12.00%,20.30%,107.82,0.60%,0.00%,70.50%,-0.74%,3.10%,92.00%,-4.57%,-1.94%,6.28%,0.03%,42.16%,40.25%,0.82,2.75%,-3.19%,-0.47%,2.38%,-7.56%,11.82%,-9.42%,55.76%,44.03,3.00,30.28,-0.62%,400499,31.00
"SFST","Southern First Bancshares, Inc.","Financial","Banks - Regional",508.52,11.80,,8.60%,15.60%,7.87,1.80%,-3.42%,81.70%,1.54%,0.89%,93.00%,3.91%,18.72%,28.46%,20.48%,93.07%,82.09%,0.95,3.33%,7.20%,15.51%,25.00%,-1.86%,34.10%,-1.86%,104.87%,72.24,2.30,64.37,-0.56%,4611,63.67
"SFT","Shift Technologies, Inc.","Consumer Cyclical","Internet Retail",419.01,,,,,78.10,24.00%,0.15%,57.50%,-4.35%,21.18%,-30.20%,-14.26%,-29.11%,-32.83%,-32.36%,-33.47%,-41.11%,,6.14%,-24.21%,-28.81%,-38.60%,-39.39%,5.07%,-57.62%,5.07%,21.72,1.80,4.87,2.53%,2472403,12.91
"SFUN","Fang Holdings Limited","Communication Services","Internet Content & Information",42.43,,,17.00%,-24.50%,9.01,84.20%,0.00%,38.00%,-0.36%,0.35%,15.10%,-8.57%,-19.40%,-39.92%,-59.25%,-56.08%,-64.18%,1.14,4.29%,-13.76%,-19.00%,-51.63%,-33.26%,3.90%,-66.48%,3.90%,29.78,4.00,4.80,0.42%,2533,
"SFY","SoFi Select 500 ETF","Financial","Exchange Traded Fund",,,1.08%,,,,,,,,,,-0.11%,2.88%,5.73%,14.43%,30.33%,27.03%,,0.90%,0.65%,4.21%,11.12%,-1.45%,11.02%,-1.45%,31.90%,62.81,,17.53,0.40%,106884,
"SFYF","SoFi Social 50 ETF","Financial","Exchange Traded Fund",,,0.22%,,,,,,,,,,-1.39%,3.12%,5.18%,22.86%,55.71%,47.90%,,1.53%,-0.80%,3.40%,15.01%,-4.71%,11.55%,-4.71%,59.15%,51.82,,41.06,0.44%,8809,
"SFYX","SoFi Next 500 ETF","Financial","Exchange Traded Fund",,,1.08%,,,,,,,,,,-2.07%,-0.63%,3.37%,6.15%,26.93%,20.64%,,1.15%,-1.89%,0.50%,4.87%,-3.84%,5.87%,-3.84%,28.04%,43.82,,14.88,0.17%,14554,
"SG","Sweetgreen, Inc.","Financial","Insurance - Property & Casualty",3807.13,,,,,92.83,,,,,,,,,,,,-17.15%,,,-11.93%,-11.93%,-11.93%,-27.03%,5.15%,-27.03%,5.15%,,,41.01,4.14%,2233534,
"SGA","Saga Communications, Inc.","Communication Services","Broadcasting",143.02,28.39,0.64%,-17.20%,-3.00%,5.92,1.10%,0.00%,80.20%,-4.51%,0.17%,-2.40%,-4.04%,10.73%,5.00%,14.40%,17.23%,4.83%,0.75,3.68%,-0.34%,6.34%,11.18%,-8.40%,14.98%,-11.90%,31.14%,51.00,,25.18,-1.64%,5254,
"SGBX","SG Blocks, Inc.","Industrials","Metal Fabrication",28.43,,,43.60%,29.50%,8.82,11.40%,0.00%,6.50%,17.39%,7.33%,-13.60%,-7.51%,-30.15%,-35.00%,-36.41%,-19.31%,-61.64%,-4.95,8.49%,-17.68%,-26.80%,-42.14%,-51.25%,5.41%,-73.10%,5.41%,33.66,,2.34,-0.43%,122830,9.00
"SGC","Superior Group of Companies, Inc.","Consumer Cyclical","Apparel Manufacturing",391.31,10.79,1.99%,24.20%,20.20%,15.53,3.70%,0.00%,42.60%,1.96%,1.28%,8.10%,-5.04%,-7.84%,5.10%,-5.86%,-1.11%,3.74%,0.92,2.69%,-5.44%,-3.00%,-2.12%,-11.54%,3.92%,-17.80%,14.70%,37.88,,24.11,-0.25%,13825,34.00
"SGDJ","Sprott Junior Gold Miners ETF","Financial","Exchange Traded Fund",,,2.41%,,,,,,,,,,-8.48%,-1.43%,7.01%,-16.64%,-1.75%,-14.02%,,1.67%,-3.60%,2.46%,-3.03%,-10.81%,18.26%,-20.05%,18.26%,43.50,,42.35,-0.08%,15606,
"SGDM","Sprott Gold Miners ETF","Financial","Exchange Traded Fund",,,0.36%,,,,,,,,,,-7.34%,-1.72%,4.27%,-14.20%,-3.00%,-9.28%,,1.90%,-2.71%,2.12%,-2.03%,-8.41%,13.82%,-15.99%,13.82%,43.96,,27.71,-0.47%,17302,
"SGEN","Seagen Inc.","Healthcare","Biotechnology",31771.81,,,41.20%,45.20%,182.30,0.60%,-24.41%,91.50%,1.69%,1.76%,-19.80%,-5.78%,-2.53%,2.52%,14.63%,5.21%,-1.11%,0.76,3.41%,-4.69%,0.22%,10.66%,-10.16%,16.48%,-14.51%,30.03%,42.25,2.10,173.20,-0.36%,822733,192.28
"SGFY","Signify Health, Inc.","Healthcare","Health Information Services",3129.33,,,,,169.06,0.10%,11.11%,,8.02%,4.89%,5.60%,-5.12%,-18.56%,-46.33%,-43.41%,,-55.93%,,6.31%,-11.32%,-20.91%,-45.26%,-41.80%,6.43%,-65.90%,6.43%,35.97,1.70,13.91,1.46%,1049397,27.50
"SGG","iPath Series B Bloomberg Sugar Subindex Total Return ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.75%,1.47%,-2.29%,11.37%,32.24%,28.98%,,0.67%,0.52%,0.64%,7.83%,-3.06%,5.55%,-5.30%,42.07%,51.28,,59.84,-0.44%,1841,
"SGH","SMART Global Holdings, Inc.","Technology","Semiconductors",1472.30,73.23,,23.40%,22.90%,22.59,3.70%,-78.62%,,0.08%,13.17%,3.70%,3.71%,18.34%,32.12%,28.57%,92.47%,60.35%,1.02,3.98%,5.57%,16.60%,24.05%,-0.67%,42.24%,-0.67%,98.81%,65.37,1.70,60.34,3.13%,462851,72.00
"SGHT","Sight Sciences, Inc.","Healthcare","Medical Devices",999.53,,,,,39.85,24.30%,4.67%,61.40%,,4.16%,,-8.03%,-26.32%,-40.85%,,,-39.82%,,8.14%,-14.78%,-16.02%,-30.80%,-34.00%,16.13%,-52.64%,16.13%,36.01,2.00,20.16,9.33%,357036,41.67
"SGLB","Sigma Labs, Inc.","Technology","Information Technology Services",26.35,,,19.60%,-8.10%,10.49,0.10%,,12.00%,1.09%,6.16%,,-10.62%,-21.54%,-24.69%,-34.58%,-4.31%,-27.81%,1.46,5.17%,-12.76%,-20.71%,-31.96%,-34.76%,5.63%,-74.97%,5.63%,29.24,2.00,2.44,3.39%,79810,6.00
"SGMA","SigmaTron International, Inc.","Technology","Electronic Components",39.42,3.32,,-6.20%,1.80%,4.28,2.70%,-33.51%,22.30%,-0.19%,2.07%,4.60%,-14.50%,0.94%,38.80%,80.46%,158.33%,82.69%,0.97,6.16%,-7.40%,-8.21%,32.23%,-31.44%,6.88%,-31.44%,162.27%,41.82,,8.55,0.71%,48241,
"SGML","Sigma Lithium Corporation","Basic Materials","Other Industrial Metals & Mining",1060.21,,,42.50%,,87.37,0.59%,,65.40%,,0.03%,,7.03%,10.92%,35.42%,118.17%,378.43%,314.89%,0.44,6.18%,6.85%,10.12%,61.60%,-5.34%,40.09%,-5.34%,480.36%,60.68,,9.75,-0.81%,214573,
"SGMO","Sangamo Therapeutics, Inc.","Healthcare","Biotechnology",1338.23,,,-9.10%,24.50%,145.40,0.20%,0.00%,53.00%,-1.06%,8.39%,,-6.09%,10.37%,-7.45%,-17.53%,-10.33%,-42.71%,1.54,5.78%,-5.66%,-2.43%,-15.61%,-22.19%,13.25%,-53.99%,13.25%,42.91,2.10,8.94,0.11%,1723650,20.67
"SGMS","Scientific Games Corporation","Consumer Cyclical","Gambling",6425.41,,,18.10%,-0.30%,96.00,0.70%,0.00%,95.30%,5.77%,10.27%,10.40%,-4.63%,-25.63%,-8.05%,-8.92%,64.48%,58.50%,1.89,5.39%,-13.64%,-17.25%,1.25%,-27.10%,1.17%,-27.10%,83.64%,28.25,2.30,65.76,-0.33%,509177,85.25
"SGOC","SGOCO Group, Ltd.","Industrials","Conglomerates",623.71,,,,,100.60,52.90%,0.00%,0.25%,,2.13%,,-1.12%,2.48%,44.19%,266.86%,573.04%,327.59%,,8.41%,-1.27%,0.64%,41.08%,-25.15%,13.76%,-78.62%,573.91%,49.27,,6.20,0.00%,0,
"SGOL","Aberdeen Standard Gold ETF Trust","Financial","Exchange Traded Fund",,,,,,,,,,,,,-4.24%,-0.35%,-0.35%,-5.98%,-1.27%,-6.18%,,0.73%,-1.98%,-0.13%,-0.32%,-4.35%,3.78%,-8.68%,6.46%,41.31,,17.15,-0.23%,803337,
"SGOV","iShares 0-3 Month Treasury Bond ETF","Financial","Exchange Traded Fund",,,0.05%,,,,,,,,,,0.01%,0.01%,0.00%,0.01%,0.01%,0.01%,,0.02%,0.01%,0.01%,0.01%,0.00%,0.02%,0.00%,0.02%,56.87,,100.03,0.00%,124018,
"SGRP","SPAR Group, Inc.","Industrials","Specialty Business Services",30.68,6.44,,30.90%,14.10%,21.30,48.40%,-5.83%,8.10%,14.55%,0.22%,,-5.44%,-9.15%,-17.75%,-7.92%,59.62%,20.87%,1.36,6.36%,-7.35%,-5.65%,-12.94%,-20.11%,6.92%,-63.99%,64.69%,40.55,,1.39,1.46%,61715,
"SGRY","Surgery Partners, Inc.","Healthcare","Medical Care Facilities",3852.99,,,,14.10%,80.73,0.10%,-6.52%,85.99%,0.33%,4.71%,13.10%,-10.54%,11.97%,-1.01%,-21.24%,80.65%,58.36%,3.04,4.89%,-3.21%,3.06%,-6.17%,-14.35%,22.08%,-33.98%,89.83%,46.26,1.70,45.94,-2.36%,275409,60.89
"SGTX","Sigilon Therapeutics, Inc.","Healthcare","Biotechnology",136.21,,,,,31.57,6.50%,-8.55%,60.20%,-0.93%,2.64%,,-13.93%,-26.86%,-26.47%,-66.01%,,-91.38%,,6.86%,-18.31%,-23.70%,-65.58%,-36.89%,3.76%,-92.38%,3.76%,24.46,1.70,4.14,-2.82%,140875,19.40
"SGU","Star Group, L.P.","Energy","Oil & Gas Midstream",420.10,6.07,5.43%,10.40%,-2.60%,40.04,3.50%,0.00%,37.10%,-6.18%,0.07%,14.90%,-4.63%,-5.06%,0.48%,3.45%,6.49%,11.58%,0.47,2.34%,-5.13%,-1.42%,-2.17%,-7.49%,8.47%,-12.72%,15.77%,40.58,,10.50,-1.41%,71247,
"SH","ProShares Short S&P500","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.29%,-2.94%,-5.70%,-12.09%,-25.32%,-22.70%,,0.75%,-0.95%,-4.21%,-10.36%,-9.33%,0.94%,-26.19%,0.94%,32.58,,13.89,-0.29%,5909941,
"SHAG","WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund","Financial","Exchange Traded Fund",,,1.15%,,,,,,,,,,-0.38%,-0.52%,-1.35%,-1.45%,-1.56%,-1.90%,,0.14%,-0.51%,-0.79%,-1.21%,-1.50%,0.02%,-2.13%,0.02%,30.15,,50.47,-0.03%,8661,
"SHAK","Shake Shack Inc.","Consumer Cyclical","Restaurants",3351.05,,,-11.90%,22.40%,39.14,0.20%,-3.48%,90.20%,-2.28%,12.19%,-3.10%,-6.91%,11.24%,-8.07%,-17.74%,-4.19%,-7.17%,1.56,4.82%,-1.31%,-0.32%,-18.56%,-21.96%,15.35%,-43.13%,15.35%,47.14,2.70,78.70,0.92%,269371,90.71
"SHBI","Shore Bancshares, Inc.","Financial","Banks - Regional",408.24,14.46,2.37%,17.70%,9.00%,11.75,11.70%,0.11%,45.00%,1.13%,6.32%,88.20%,1.76%,12.06%,14.93%,19.40%,42.61%,38.70%,1.00,3.09%,3.90%,9.69%,17.09%,-12.68%,19.68%,-12.68%,55.89%,66.28,2.50,20.25,-0.25%,43074,22.00
"SHC","Sotera Health Company","Healthcare","Diagnostics & Research",6209.73,150.07,,,,279.38,0.30%,-7.30%,87.60%,-0.16%,1.03%,19.60%,-5.60%,-14.91%,-12.22%,-8.94%,-18.85%,-20.15%,,4.02%,-10.55%,-13.28%,-12.10%,-19.98%,1.72%,-27.88%,3.30%,30.60,1.70,21.91,0.46%,657454,32.00
"SHCR","Sharecare, Inc.","Healthcare","Health Information Services",2138.17,,,,,43.12,8.97%,0.00%,27.30%,251.24%,,,-11.71%,-14.36%,-14.60%,-37.34%,-37.52%,-40.61%,,7.79%,-12.96%,-16.89%,-29.02%,-31.96%,9.44%,-51.13%,10.50%,38.52,1.00,6.26,5.92%,957700,13.67
"SHE","SPDR SSGA Gender Diversity Index ETF","Financial","Exchange Traded Fund",,,1.03%,,,,,,,,,,-2.60%,-3.07%,-0.48%,4.62%,22.10%,16.08%,,0.89%,-2.44%,-0.90%,2.98%,-3.97%,3.76%,-3.97%,23.00%,39.45,,104.08,0.34%,12803,
"SHEN","Shenandoah Telecommunications Company","Communication Services","Telecom Services",1373.35,101.74,1.27%,-33.90%,-8.40%,49.98,0.40%,-28.64%,57.70%,1.43%,1.60%,3.20%,-3.55%,-11.41%,-7.22%,-15.35%,-6.52%,-1.31%,0.20,3.66%,-3.70%,-9.66%,-12.34%,-17.88%,0.34%,-30.63%,10.09%,32.77,2.70,26.86,-1.76%,115310,34.62
"SHG","Shinhan Financial Group Co., Ltd.","Financial","Banks - Regional",16566.10,4.93,2.85%,6.80%,5.80%,534.08,5.00%,0.00%,2.60%,-10.95%,0.05%,67.30%,0.79%,-8.57%,-4.83%,-15.53%,1.93%,6.52%,0.83,0.99%,-0.62%,-3.10%,-5.63%,-9.09%,2.46%,-19.07%,15.23%,44.97,1.00,31.70,0.99%,73276,
"SHI","Sinopec Shanghai Petrochemical Company Limited","Energy","Oil & Gas Refining & Marketing",5810.99,4.64,6.47%,-27.80%,-1.70%,108.24,67.60%,0.00%,3.00%,-1.66%,0.03%,4.80%,7.88%,-0.17%,12.88%,-5.38%,9.75%,17.10%,0.59,1.81%,5.55%,0.29%,0.68%,-11.07%,12.09%,-13.74%,18.84%,58.08,4.00,24.10,1.13%,35980,27.00
"SHIP","Seanergy Maritime Holdings Corp.","Industrials","Marine Shipping",164.40,18.80,,69.20%,41.40%,166.71,59.60%,0.00%,10.60%,234.37%,2.78%,32.20%,-0.10%,-11.32%,-20.34%,-6.00%,101.28%,74.85%,0.47,4.88%,-9.15%,-23.11%,-18.47%,-41.98%,3.07%,-61.63%,111.19%,30.27,2.00,0.94,2.06%,2420497,1.94
"SHLS","Shoals Technologies Group, Inc.","Technology","Solar",4912.76,670.22,,,,101.89,0.60%,-1.21%,89.60%,1.87%,7.86%,12.10%,-11.89%,14.85%,-4.89%,10.96%,,-2.65%,,6.48%,-6.87%,-0.48%,-3.65%,-18.18%,19.68%,-31.52%,44.03%,45.06,2.10,30.16,0.40%,1213856,38.33
"SHLX","Shell Midstream Partners, L.P.","Energy","Oil & Gas Midstream",4867.78,10.05,9.95%,0.50%,-0.20%,393.30,68.54%,0.00%,19.00%,-0.96%,3.17%,41.50%,-2.74%,-4.21%,2.03%,-18.29%,9.14%,19.64%,1.66,2.52%,-1.95%,0.40%,-9.05%,-5.34%,8.16%,-26.91%,22.94%,47.54,3.00,12.06,2.12%,551145,14.14
"SHM","SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF","Financial","Exchange Traded Fund",,,1.08%,,,,,,,,,,-0.07%,-0.11%,-0.67%,-0.73%,-1.16%,-1.16%,,0.10%,-0.08%,-0.27%,-0.65%,-0.79%,0.06%,-1.34%,0.06%,39.75,,49.21,0.04%,332118,
"SHO","Sunstone Hotel Investors, Inc.","Real Estate","REIT - Hotel & Motel",2674.27,,,-26.60%,-26.50%,217.71,0.80%,-1.38%,,-0.64%,3.65%,-38.80%,0.00%,-1.40%,6.76%,-4.38%,11.31%,6.00%,1.29,2.71%,-3.55%,-2.59%,-2.41%,-13.66%,4.25%,-13.66%,18.44%,41.67,2.90,12.01,-0.25%,1173842,12.85
"SHOO","Steven Madden, Ltd.","Consumer Cyclical","Footwear & Accessories",4086.37,27.74,1.23%,-17.40%,-3.10%,78.13,0.50%,-22.22%,96.70%,0.12%,5.93%,11.30%,-3.27%,7.12%,21.44%,17.73%,40.86%,38.39%,1.30,2.94%,0.38%,9.61%,18.00%,-5.20%,26.93%,-5.20%,56.67%,56.25,2.60,48.88,-0.69%,369794,55.70
"SHOP","Shopify Inc.","Technology","Software - Application",203392.05,60.72,,60.00%,70.20%,125.07,0.29%,0.00%,70.60%,0.07%,1.92%,8.70%,-0.56%,19.43%,7.46%,31.26%,67.69%,43.88%,1.46,4.91%,4.79%,10.80%,19.50%,-7.61%,26.66%,-7.61%,69.13%,57.31,2.10,1628.70,3.54%,953075,1675.68
"SHPW","Shapeways Holdings, Inc.","Industrials","Specialty Industrial Machinery",243.13,,,,,17.40,11.00%,0.00%,55.90%,117.78%,7.06%,,-23.58%,-40.20%,-53.14%,-53.37%,-53.09%,-53.92%,,8.86%,-29.14%,-40.26%,-50.59%,-63.31%,6.82%,-63.31%,6.82%,30.12,,4.70,3.98%,300076,11.00
"SHQA","Shelter Acquisition Corporation I","Financial","Shell Companies",,,,,,,,,9.55%,,0.05%,,-0.10%,0.10%,,,,-2.40%,,0.12%,-0.02%,0.18%,0.18%,-2.40%,1.45%,-2.40%,1.45%,44.06,,9.76,-0.31%,600,
