no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
5259,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,1132.02,17.38,12.96,2.48,6.6,1.36,0.8,12.11,,0.00%,5.5,3.30%,7.13%,17.30%,7.00%,25.20%,-57.90%,3.80%,14.28,10.75,2.40%,-4.51%,45.40%,4.03%,2.78%,3.56,1.40%,12.20%,9.80%,,,0.17,0.17,,79.20%,42.30%,0.89%,9.75%,28.20%,28.84%,30.97%,11.50%,0.63,1.83,1.58%,2.33%,2.21%,9.28%,23.17%,-1.11%,27.28%,-1.11%,40.46%,66.79,0.02%,-0.17%,2.0,84.01,0.46,95.61,-0.15%,38891,,101.2,5/17/2013,95.61,0.00%,69.0,84,1.15,95.61,93.83,87.86,77.7,68.07,96.68,23.0,5.85,58.666666666666664,True
5303,NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,USA,1613.98,,22.33,,1.43,3.14,11.91,,,,-0.88,-88.00%,142.60%,-20.90%,,26.80%,59.00%,140.20%,224.48,191.21,11.50%,-0.10%,75.50%,-1.61%,1.99%,1.36,-15.70%,-36.70%,-37.20%,1.1,1.0,0.73,0.77,9.40%,-15.50%,-16.90%,11.30%,31.26%,80.24%,124.62%,94.99%,108.17%,2.56,0.45,8.47%,7.42%,17.79%,44.47%,62.96%,-4.27%,130.22%,-4.27%,141.50%,71.39,-1.47%,1.21%,1.9,2803.34,0.75,7.39,-0.27%,2089623,2/21/2022 4:30:00 PM,7.06,1/20/2017,7.4,0.14%,72.0,98,1.71,7.39,6.37,5.19,4.55,3.06,7.79,12.0,-4.47,60.666666666666664,True
5331,NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA,11052.14,25.29,19.59,7.18,2.35,2.34,287.07,15.45,3.10%,76.00%,1.12,-121.70%,6.93%,-18.40%,3.52%,0.10%,123.60%,6.30%,393.2,391.12,0.30%,-1.66%,97.70%,0.01%,4.10%,3.16,2.00%,9.20%,2.20%,0.7,0.4,1.92,2.02,73.90%,20.00%,9.50%,-2.14%,0.85%,12.34%,11.50%,24.34%,2.86%,0.3,0.62,2.23%,2.30%,-0.25%,2.67%,10.39%,-5.93%,12.48%,-5.93%,34.53%,51.11,0.46%,0.04%,1.9,5072.29,0.95,28.4,0.50%,4802322,2/23/2022 8:30:00 AM,30.3,12/19/1962,28.4,0.00%,72.0,80,1.09,28.4,28.49,27.72,25.74,21.11,30.19,18.0,6.69,56.666666666666664,True
5358,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,17062.03,18.43,15.2,1.49,6.2,,9.58,24.51,1.73%,32.00%,1.56,29.00%,9.15%,24.10%,12.40%,-6.70%,17.90%,9.90%,582.0,579.53,0.10%,-0.15%,98.25%,3.41%,4.60%,6.1,13.70%,-274.30%,23.60%,0.7,0.7,,,85.20%,41.00%,33.10%,-6.24%,7.77%,14.35%,12.17%,38.39%,11.01%,0.63,0.81,2.49%,3.08%,5.71%,9.31%,10.67%,-6.71%,20.77%,-6.71%,48.58%,59.62,-0.35%,-0.72%,2.1,4367.68,0.86,28.84,-1.06%,3744253,2/3/2022 4:30:00 PM,29.26,6/23/1989,29.04,0.69%,66.0,88,1.22,28.84,27.41,26.47,26.1,19.41,30.92,17.0,1.46,57.0,True
5370,NMIH,"NMI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,2203.5,10.31,8.17,0.44,4.7,1.47,22.65,7.18,,0.00%,2.52,-12.20%,18.12%,45.70%,23.20%,51.00%,55.30%,15.60%,85.72,84.73,1.18%,-0.11%,96.10%,-2.39%,1.58%,1.9,9.70%,15.30%,11.10%,,,0.26,0.26,,66.50%,46.70%,0.81%,2.60%,20.11%,14.61%,15.89%,19.18%,1.55,1.06,3.85%,4.41%,4.04%,11.67%,13.82%,-2.94%,33.81%,-2.94%,34.02%,59.05,-1.74%,1.45%,1.6,703.8,1.73,26.04,-0.31%,1214180,2/15/2022 4:30:00 PM,31.8,11/8/2013,26.0,-0.17%,81.0,73,1.02,26.04,25.09,23.43,22.87,19.43,27.25,13.0,22.12,55.666666666666664,True
5397,NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P,USA,1718.88,,4.02,,7.55,,859.44,5.12,1.33%,,-6.36,-978.70%,60.66%,33.10%,36.30%,15.00%,102.50%,178.00%,65.86,63.67,3.40%,-20.67%,62.70%,6.48%,13.60%,7.36,-31.90%,178.60%,-117.10%,0.5,0.5,,,8.10%,,,4.85%,2.43%,2.13%,57.27%,117.59%,16.62%,2.29,1.48,5.98%,6.89%,2.31%,9.64%,19.73%,-5.77%,37.03%,-13.89%,120.18%,54.95,-1.88%,1.45%,1.7,1177.23,0.9,24.0,-0.46%,1061242,2/25/2022 8:30:00 AM,35.42,1/10/2007,23.91,-0.38%,78.0,99,1.91,24.0,23.49,21.98,20.09,10.9,27.87,21.0,47.58,66.0,True
5403,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,USA,6358.22,,21.9,,1.15,1.33,,13.85,1.16%,,-0.65,53.80%,340.45%,-30.00%,41.00%,-16.20%,57.40%,-3.10%,387.0,361.68,0.55%,-0.40%,96.40%,0.08%,3.94%,3.24,-5.60%,-10.60%,-36.40%,2.7,2.0,0.38,0.39,14.00%,-8.20%,-9.80%,5.53%,5.34%,27.09%,38.69%,25.33%,26.72%,2.03,0.77,4.74%,4.89%,4.16%,14.06%,17.64%,-3.02%,43.20%,-4.72%,49.83%,59.89,1.24%,1.37%,2.4,4399.97,0.72,17.17,2.63%,3177010,2/3/2022 4:30:00 PM,18.25,10/29/1996,17.17,0.00%,56.0,81,1.1,17.17,16.53,15.15,14.6,11.46,18.02,7.0,6.29,48.0,True
5475,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,17665.28,,134.83,,13.2,10.86,192.22,118.72,,,-0.26,-27.80%,36.67%,-6.70%,5.20%,-6.90%,-919.60%,-7.10%,317.36,296.59,0.50%,-54.52%,85.00%,1.62%,12.65%,6.65,-2.90%,-6.40%,3.00%,0.6,0.6,0.31,0.52,59.90%,2.10%,-7.40%,-0.34%,-0.09%,0.36%,0.78%,14.29%,-0.07%,1.11,0.21,0.28%,0.45%,0.11%,0.16%,0.86%,-0.40%,1.39%,-0.49%,38.55%,50.68,0.02%,-0.07%,2.2,5645.25,0.9,55.28,-0.05%,5102960,2/7/2022 4:30:00 PM,57.0,12/11/1995,55.28,0.00%,63.0,71,1.0,55.28,55.22,55.2,54.82,39.9,55.55,18.0,3.11,50.666666666666664,True
5522,NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,8093.33,31.05,22.12,0.77,2.99,2.04,12.67,27.21,,0.00%,1.6,-83.80%,10.62%,-32.00%,40.45%,-6.80%,212.70%,11.00%,161.5,160.83,0.40%,-15.18%,,2.44%,6.84%,7.93,5.20%,8.90%,2.00%,1.4,1.2,0.22,0.33,56.00%,13.30%,12.60%,12.97%,10.58%,16.51%,23.42%,31.93%,10.41%,,1.62,4.52%,3.54%,13.41%,14.02%,17.12%,2.83%,29.02%,2.83%,35.45%,72.94,3.65%,-0.48%,1.7,1387.32,1.77,49.75,3.15%,2456519,2/9/2022 4:30:00 PM,53.67,9/18/2019,49.64,-0.22%,78.0,85,1.16,49.75,44.16,43.83,42.51,36.73,49.92,16.0,7.88,59.666666666666664,True
5549,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7514.26,8.72,7.14,0.53,1.57,2.89,38.77,7.57,1.54%,12.20%,20.8,261.50%,45.40%,48.30%,16.32%,38.10%,-4.40%,3.50%,41.68,38.81,1.40%,-63.95%,97.90%,0.64%,4.62%,4.67,7.00%,36.20%,10.10%,1.8,1.8,2.87,2.89,62.30%,28.60%,19.60%,0.37%,9.85%,7.74%,24.83%,45.65%,20.19%,1.56,6.01,3.19%,3.79%,7.81%,13.99%,18.85%,-2.20%,29.90%,-2.20%,46.47%,66.52,0.47%,-0.96%,1.6,384.34,0.94,181.46,-0.50%,359595,2/22/2022 8:30:00 AM,189.89,11/24/2003,181.46,0.00%,81.0,91,1.28,181.46,169.22,159.77,152.84,123.89,185.55,22.0,4.65,64.66666666666667,True
5571,OBNK,"Origin Bancorp, Inc.",Financial,Banks - Regional,USA,1048.08,9.66,11.91,,4.34,1.47,2.57,9.68,1.17%,11.80%,4.6,-32.10%,7.59%,3.70%,,10.90%,105.10%,0.00%,23.41,21.64,1.60%,0.00%,55.80%,-1.77%,0.87%,3.68,1.10%,12.40%,20.70%,,,0.22,0.22,,89.40%,34.70%,0.93%,1.16%,-4.25%,10.75%,34.98%,3.47%,1.06,1.09,2.06%,2.90%,2.65%,2.93%,3.42%,-2.40%,11.81%,-6.66%,35.44%,56.74,1.00%,-0.52%,1.6,51.33,1.42,44.41,0.48%,72870,1/26/2022 4:30:00 PM,52.6,5/9/2018,44.41,0.00%,81.0,87,1.19,44.41,43.3,43.16,42.94,32.79,47.58,9.0,18.44,59.0,True
5599,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1410.55,10.99,8.92,1.37,3.14,1.39,0.51,,1.69%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,94.40%,-0.32%,1.61%,2.9,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,1.61%,-6.19%,5.04%,21.85%,52.56%,6.66%,1.35,0.91,2.25%,3.74%,2.06%,4.18%,13.63%,-8.41%,18.19%,-8.41%,53.80%,54.56,0.21%,-0.53%,2.0,270.64,0.57,28.33,-0.32%,155049,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.33,0.00%,69.0,93,1.34,28.33,27.73,27.26,24.95,18.47,30.93,10.0,24.71,57.333333333333336,True
5698,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,8205.4,5.3,10.28,0.53,0.96,1.28,61.51,11.69,3.27%,16.20%,5.07,-46.70%,-0.61%,4.80%,10.00%,4.90%,-64.60%,18.10%,301.58,284.53,0.40%,-43.86%,55.40%,-0.49%,1.19%,2.26,6.60%,24.60%,8.90%,,,0.25,0.25,,12.70%,18.40%,1.62%,5.20%,4.46%,9.57%,46.02%,9.48%,0.84,0.61,2.24%,2.57%,4.61%,7.10%,10.15%,0.22%,17.00%,0.22%,49.22%,66.57,0.86%,-0.48%,2.3,1499.53,0.99,26.91,0.37%,1484763,1/27/2022 8:30:00 AM,30.0,11/1/1982,26.75,-0.59%,59.0,88,1.21,26.91,25.82,25.18,25.14,19.18,27.19,22.0,11.48,56.333333333333336,True
5705,ORRF,"Orrstown Financial Services, Inc.",Financial,Banks - Regional,USA,287.77,8.43,10.18,,3.07,1.02,0.9,8.49,3.04%,22.60%,2.96,49.00%,4.74%,19.90%,,20.90%,43.20%,-8.30%,10.98,10.83,3.50%,-6.35%,46.50%,3.66%,0.59%,2.94,1.20%,13.10%,25.50%,,,0.12,0.12,,95.50%,36.30%,1.26%,-0.68%,0.93%,7.44%,36.06%,-0.87%,0.97,0.65,2.72%,2.73%,1.12%,1.46%,3.68%,-3.32%,7.53%,-3.59%,38.32%,52.98,0.12%,-0.24%,2.5,21.64,0.42,24.98,-0.12%,9065,,28.0,8/25/1998,24.98,0.00%,53.0,87,1.2,24.98,24.71,24.64,24.1,18.06,25.91,18.0,12.09,52.666666666666664,True
5743,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,10354.92,,5.0,,1.51,2.82,1294.37,6.65,1.36%,,-2.26,1417.10%,62.84%,5.70%,,6.60%,95.30%,50.30%,261.1,260.25,0.93%,0.00%,75.10%,1.16%,2.37%,1.97,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,1.33%,4.45%,14.60%,78.44%,95.99%,21.84%,3.46,2.07,4.94%,5.59%,3.62%,11.36%,27.55%,-4.73%,39.09%,-4.73%,96.08%,57.06,-0.58%,2.03%,2.1,3131.37,0.96,41.06,1.43%,3014515,2/24/2022 4:30:00 PM,50.26,8/21/2001,41.06,0.00%,66.0,98,1.72,41.06,39.72,37.03,32.27,20.94,43.1,24.0,22.41,62.666666666666664,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,35050.6,,11.13,,1.57,4.07,17.02,5.67,0.10%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.06,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,-1.61%,10.05%,24.53%,69.08%,56.84%,36.77%,2.12,1.95,4.87%,5.29%,2.99%,16.96%,32.25%,-8.12%,52.21%,-8.12%,83.40%,57.6,-1.90%,1.43%,2.5,16959.39,1.08,39.65,-0.50%,18278856,2/24/2022 4:30:00 PM,43.68,7/2/1962,39.73,0.20%,53.0,94,1.38,39.65,38.69,34.1,30.05,21.62,43.16,7.0,10.16,51.333333333333336,True
5761,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,6067.78,10.04,10.27,1.0,5.24,1.53,1.22,15.49,1.96%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.62%,89.80%,-0.53%,2.78%,3.91,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,1.43%,2.59%,4.60%,26.79%,43.53%,13.15%,1.41,1.77,3.32%,3.98%,5.79%,8.56%,14.28%,-1.35%,25.30%,-1.35%,44.71%,62.89,1.21%,-1.08%,1.8,816.64,0.73,51.11,0.12%,592943,1/19/2022 4:30:00 PM,59.4,6/5/2000,51.11,0.00%,75.0,90,1.26,51.11,48.46,47.22,44.76,35.32,51.81,14.0,16.22,59.666666666666664,True
5854,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5852.02,138.88,5.46,5.11,4.57,2.24,58.58,4.73,0.83%,53.90%,0.42,-733.00%,23.92%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.87,1.20%,-5.39%,,1.28%,8.20%,5.45,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,-2.71%,6.40%,1.51%,57.06%,109.51%,19.00%,2.99,3.13,5.56%,5.63%,-0.99%,7.37%,22.99%,-8.46%,31.93%,-8.46%,110.64%,51.59,-2.07%,0.95%,2.0,1441.66,1.07,58.05,-1.14%,1549174,2/28/2022 4:30:00 PM,74.0,3/17/1980,58.05,0.00%,69.0,98,1.82,58.05,58.79,54.3,47.68,27.85,63.42,26.0,27.48,64.33333333333333,True
5894,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1179.35,12.48,10.4,1.25,5.59,2.12,1.07,12.52,2.15%,25.20%,6.41,-9.80%,8.08%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.40%,-1.38%,3.12%,5.0,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,2.16%,-0.66%,11.28%,35.15%,52.98%,11.45%,1.3,2.24,2.47%,2.98%,1.84%,7.15%,18.43%,-2.39%,29.01%,-2.39%,54.58%,57.89,0.44%,0.70%,2.2,91.63,0.75,80.01,1.14%,68709,1/19/2022 4:30:00 PM,89.5,8/19/1999,80.01,-0.00%,63.0,93,1.34,80.01,78.64,74.92,67.63,51.8,81.97,12.0,11.86,56.0,True
5930,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,USA,687.5,12.84,10.49,10.7,4.29,1.3,1.07,11.18,0.53%,8.60%,2.93,-50.70%,8.40%,-1.40%,1.20%,10.80%,3.80%,-0.20%,18.76,16.7,1.40%,-9.91%,77.50%,2.79%,0.65%,2.46,0.70%,8.30%,17.30%,,,0.34,0.34,,80.90%,27.60%,1.54%,2.37%,6.72%,15.54%,44.45%,6.30%,1.17,1.08,1.47%,3.52%,2.76%,4.84%,11.91%,-2.03%,16.00%,-2.03%,45.07%,58.5,0.53%,-0.58%,2.0,44.11,0.57,37.63,-0.05%,25063,1/28/2022 8:30:00 AM,41.94,4/27/1999,37.63,0.00%,69.0,91,1.27,37.63,36.7,35.96,33.65,25.94,38.41,20.0,11.45,60.0,True
6196,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2667.91,,,,2.4,1.52,13.95,325.36,0.58%,,-2.12,-103.90%,58.20%,-16.40%,,-9.90%,26.60%,72.80%,215.11,211.14,0.40%,-0.96%,83.40%,0.31%,4.67%,3.3,-13.60%,-23.00%,,1.6,1.5,0.52,0.52,21.50%,-41.90%,-38.50%,26.34%,35.88%,59.13%,98.28%,125.00%,64.02%,2.82,0.66,8.37%,6.65%,28.91%,43.52%,56.10%,1.65%,88.32%,1.65%,131.39%,81.73,0.87%,1.25%,2.1,2986.67,2.04,13.86,2.14%,6093717,2/10/2022 8:30:00 AM,12.13,11/2/1993,13.86,0.00%,66.0,99,1.98,13.86,10.94,9.78,8.91,5.99,14.01,14.0,-12.48,59.666666666666664,True
6226,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1204.94,,26.3,,1.54,1.52,14.24,42.13,,,-0.77,-167.60%,228.60%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.72,0.10%,-70.41%,75.00%,-0.81%,3.30%,2.84,-7.30%,-9.20%,-11.90%,1.3,1.2,0.0,0.0,24.60%,-13.10%,-10.00%,12.07%,19.16%,38.84%,82.40%,33.62%,53.58%,2.8,0.6,6.38%,6.07%,12.75%,27.89%,35.16%,-2.39%,70.18%,-11.08%,94.68%,72.1,-1.74%,1.20%,2.2,866.08,1.02,12.44,-0.56%,883182,2/22/2022 4:30:00 PM,12.36,3/17/2017,12.44,0.00%,63.0,86,1.17,12.44,11.14,9.81,9.21,6.39,13.99,-0.0,-0.64,49.666666666666664,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,52253.88,43.72,10.48,,3.65,2.34,72.07,15.1,1.03%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.7,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,0.30%,2.96%,23.58%,58.94%,70.09%,22.32%,1.66,7.81,3.65%,3.65%,1.49%,10.94%,29.95%,-4.45%,33.25%,-4.45%,71.71%,57.88,0.67%,0.83%,1.9,2205.93,1.03,222.48,1.51%,2267001,2/16/2022 4:30:00 PM,238.85,12/22/1987,223.4,0.41%,72.0,96,1.47,222.48,219.39,201.41,173.49,131.76,232.84,26.0,7.36,64.66666666666667,True
6277,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,USA,905.32,9.4,8.47,0.94,4.52,1.4,2.61,9.57,0.41%,5.00%,6.21,5.60%,10.95%,18.70%,10.00%,17.10%,82.60%,1.60%,15.63,15.0,0.30%,-0.82%,71.80%,2.16%,2.32%,6.21,1.30%,12.20%,17.70%,,,0.23,0.23,,82.00%,37.90%,1.44%,-5.66%,-0.21%,19.95%,44.30%,4.23%,1.08,1.77,1.92%,3.58%,1.23%,2.38%,11.75%,-6.37%,12.19%,-6.37%,46.49%,53.82,-0.36%,-0.03%,1.7,55.98,0.98,58.37,-0.39%,54609,1/25/2022 4:30:00 PM,69.2,10/6/1993,58.37,0.00%,78.0,91,1.27,58.37,57.56,57.07,52.28,40.16,62.34,20.0,18.55,63.0,True
6374,RBB,RBB Bancorp,Financial,Banks - Regional,USA,525.54,11.64,8.65,,3.69,1.13,1.34,3.02,2.10%,17.20%,2.29,-14.10%,12.66%,14.90%,,26.80%,79.80%,5.70%,19.34,16.04,17.00%,-5.87%,38.50%,0.53%,0.64%,3.84,1.20%,10.30%,13.80%,,,0.41,0.41,,80.30%,31.90%,0.76%,-2.99%,1.29%,4.22%,43.82%,1.72%,0.87,0.74,1.83%,3.12%,-0.52%,1.99%,6.54%,-8.37%,15.57%,-8.37%,45.43%,50.81,0.79%,-0.45%,2.4,26.95,0.31,26.65,0.34%,8360,1/24/2022 4:30:00 PM,32.2,7/26/2017,26.65,0.00%,56.0,90,1.26,26.65,26.77,26.17,25.04,18.38,29.08,14.0,20.83,53.333333333333336,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,24148.12,10.14,11.12,0.4,5.92,1.42,0.88,16.89,2.69%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.26,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,1.57%,1.73%,4.08%,27.41%,28.38%,15.78%,1.36,0.82,2.91%,3.54%,6.07%,8.80%,15.23%,-1.14%,24.64%,-1.14%,40.07%,61.95,1.12%,-1.30%,2.3,9227.03,0.69,25.24,-0.20%,6396127,1/20/2022 8:30:00 AM,26.61,3/17/1980,25.24,0.00%,59.0,83,1.13,25.24,23.88,23.26,21.92,18.02,25.57,21.0,5.43,54.333333333333336,True
6493,RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,USA,5408.76,,49.36,,7.86,,101.67,,,,-4.56,-370.70%,156.60%,-40.70%,15.51%,-13.60%,92.70%,337.20%,55.06,53.29,1.40%,0.00%,96.20%,-0.04%,3.44%,4.61,-7.10%,-430.90%,-11.60%,,,,,14.80%,-22.10%,-36.40%,2.38%,6.97%,1.08%,27.51%,27.41%,2.41%,1.71,3.59,4.48%,4.34%,8.29%,8.30%,14.19%,-1.58%,23.06%,-2.60%,37.21%,61.64,2.16%,0.55%,2.1,398.22,0.96,94.18,2.72%,382584,2/24/2022 4:30:00 PM,93.86,10/24/1991,94.18,0.00%,66.0,82,1.12,94.18,87.35,87.25,82.56,68.64,96.69,13.0,-0.34,53.666666666666664,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23908.1,15.56,12.49,1.82,2.28,2.71,2.91,11.25,1.21%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-7.02%,76.50%,-0.29%,1.61%,2.52,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-2.30%,7.48%,13.27%,25.38%,45.57%,12.34%,1.11,3.3,2.87%,3.32%,5.78%,8.76%,18.94%,-3.90%,21.25%,-3.90%,48.59%,60.44,1.06%,-0.67%,1.9,1183.31,0.74,112.79,0.38%,871669,1/26/2022 4:30:00 PM,133.88,7/1/1983,112.79,0.00%,72.0,91,1.28,112.79,107.16,104.01,94.95,75.91,117.37,15.0,18.7,59.333333333333336,True
6567,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1224.37,,3.42,,2.91,2.62,34.68,20.44,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,66.20%,7.44%,7.24%,3.62,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,-2.57%,-6.30%,5.00%,87.76%,108.37%,9.99%,3.13,2.14,6.26%,7.37%,-4.65%,-0.04%,19.52%,-15.37%,23.48%,-16.14%,150.72%,46.35,-1.07%,2.43%,2.0,416.6,0.68,29.61,1.33%,281318,,48.6,11/15/2016,29.62,0.03%,69.0,98,1.83,29.61,30.99,29.61,24.85,11.81,35.31,19.0,64.13,62.0,True
6628,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA,68.02,,,,0.75,0.12,0.15,1.12,36.14%,,-0.71,-304.10%,,-16.80%,,-10.70%,44.70%,-24.70%,21.12,17.3,17.70%,-49.96%,67.20%,-1.38%,6.54%,2.02,-4.10%,-7.20%,-10.90%,,,0.0,0.0,67.00%,12.00%,-46.60%,3.55%,3.55%,9.75%,37.00%,110.28%,2.74%,1.82,0.11,2.75%,3.91%,2.52%,3.81%,29.21%,-6.69%,11.80%,-6.69%,126.47%,58.11,2.23%,0.32%,2.0,559.42,0.26,3.21,2.56%,144509,,28.0,6/26/2018,3.21,0.00%,69.0,98,1.85,3.21,3.13,3.1,2.49,1.42,3.44,28.0,772.27,65.0,True
6650,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1599.27,,,,695.34,6.54,5.73,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,25.38,34.82%,0.00%,69.90%,3.12%,6.86%,5.75,,,,19.0,19.0,0.0,0.0,,,,11.13%,25.23%,20.64%,87.63%,,11.61%,,2.99,7.37%,8.43%,20.09%,24.48%,59.88%,-0.09%,66.25%,-0.09%,173.93%,68.9,1.42%,0.00%,1.4,303.11,0.5,44.13,1.42%,151698,,49.0,3/12/2021,44.13,0.00%,88.0,96,1.53,44.13,37.25,35.74,27.71,16.11,44.64,16.0,11.04,66.66666666666667,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,175975.64,31.62,18.49,1.46,9.26,3.55,5.13,30.01,0.81%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.00%,87.80%,0.22%,1.08%,2.37,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-5.49%,-3.07%,9.19%,24.07%,44.24%,6.22%,1.0,2.92,3.02%,3.21%,-1.23%,1.77%,14.96%,-7.18%,13.58%,-7.18%,52.34%,48.3,0.87%,-1.20%,2.0,7311.17,0.68,89.33,-0.35%,4936141,1/18/2022 8:30:00 AM,104.69,9/22/1987,89.33,0.00%,69.0,91,1.27,89.33,90.33,87.96,77.8,60.64,96.24,22.0,17.19,60.666666666666664,True
6829,SF,Stifel Financial Corp.,Financial,Capital Markets,USA,8358.23,11.79,9.48,0.83,1.75,2.05,4.07,36.25,0.76%,8.70%,6.66,13.70%,14.72%,39.60%,14.18%,9.90%,58.60%,28.70%,107.38,100.92,3.20%,-0.58%,86.90%,-0.84%,0.95%,1.69,2.20%,16.60%,9.90%,,,0.3,0.35,99.10%,18.50%,13.50%,-2.91%,11.56%,3.64%,17.10%,36.62%,11.53%,1.34,2.73,3.23%,3.77%,5.17%,8.10%,12.30%,-5.69%,21.99%,-5.69%,38.25%,58.06,0.72%,-1.02%,2.0,566.19,0.74,78.54,-0.30%,417938,1/26/2022 8:30:00 AM,97.0,7/19/1983,78.54,0.00%,69.0,87,1.2,78.54,75.18,72.8,69.98,56.81,83.28,9.0,23.5,55.0,True
