no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
7844,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,4933.96,18.07,13.63,1.02,0.54,2.25,22.35,30.4,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-15.00%,99.00%,-1.66%,1.73%,2.9,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,-3.29%,4.93%,0.35%,23.36%,29.64%,0.60%,1.78,0.93,2.94%,3.17%,1.25%,2.44%,9.65%,-6.15%,12.74%,-6.15%,48.16%,51.14,-2.89%,0.48%,993.64,0.82,28.52,-2.43%,817579,2/24/2022 4:30:00 PM,33.15,6/18/2015,28.52,0.00%,59.0,89,1.2,28.52,28.25,27.86,26.03,19.25,30.39,24.0,16.23,57.333333333333336,True
8048,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6236.97,8.19,10.01,,2.15,2.67,9.12,8.05,2.80%,22.70%,4.19,-28.60%,0.12%,1.08%,-2.71%,32.00%,-36.00%,-17.00%,115.77,110.24,0.50%,-90.52%,88.70%,-3.24%,4.33%,4.48,5.00%,33.50%,15.90%,,,1.77,2.37,65.00%,39.30%,17.80%,-0.69%,19.33%,21.70%,32.97%,27.13%,19.04%,-0.43,0.96,2.31%,3.00%,4.68%,13.12%,23.77%,-4.32%,31.49%,-4.32%,47.99%,63.18,-1.94%,0.14%,1066.09,1.26,34.32,-1.80%,1345765,2/8/2022 8:30:00 AM,36.0,4/16/2015,34.32,0.00%,56.0,88,1.18,34.32,33.05,30.48,27.76,23.19,35.87,9.0,4.9,51.0,True
8057,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1069.72,17.74,,1.04,3.41,3.03,14.71,18.01,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.87,1.40%,-3.12%,98.60%,0.63%,6.54%,4.81,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,-6.40%,14.91%,12.71%,23.38%,9.14%,18.24%,0.38,1.01,3.41%,4.97%,1.00%,11.86%,19.51%,-11.40%,40.23%,-18.90%,41.88%,53.81,-0.86%,-0.37%,582.84,0.45,24.12,-1.23%,263284,2/4/2022 8:30:00 AM,30.0,7/29/1986,24.12,0.00%,91.0,74,1.01,24.12,24.07,21.69,20.21,17.0,29.74,16.0,24.38,60.333333333333336,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,35432.86,,11.85,,0.37,2.01,10.13,74.75,4.54%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.23,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-2.46%,9.87%,22.22%,32.38%,10.48%,14.96%,1.94,2.92,2.83%,3.66%,-0.09%,7.45%,15.56%,-7.91%,32.58%,-7.91%,46.73%,53.49,-0.12%,0.71%,3946.34,0.9,86.35,0.59%,3539275,1/27/2022 8:30:00 AM,94.95,11/1/1984,86.35,0.00%,72.0,76,1.03,86.35,86.68,80.67,74.76,58.85,93.77,22.0,9.96,56.666666666666664,True
8142,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,775.1,,11.38,,0.61,1.34,4.67,5.35,1.50%,,-2.95,-248.10%,489.90%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.86,1.00%,0.00%,82.00%,2.89%,3.88%,1.96,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,-0.60%,0.15%,14.22%,40.91%,103.13%,-1.59%,1.94,0.13,0.31%,0.49%,-0.20%,2.26%,25.28%,-2.57%,33.15%,-2.57%,119.93%,54.02,-0.34%,-0.04%,453.61,0.84,26.59,-0.37%,382238,,35.0,7/19/2016,26.59,0.00%,69.0,99,1.89,26.59,26.65,26.12,21.28,12.09,27.29,18.0,31.63,62.0,True
8275,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,217121.78,10.89,11.1,,5.47,1.3,0.44,,1.48%,11.50%,4.96,-89.80%,23.19%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,71.90%,-2.31%,0.92%,1.21,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-7.59%,1.18%,7.17%,11.56%,40.90%,12.44%,1.16,1.75,2.95%,2.87%,-4.21%,0.87%,10.64%,-10.53%,16.65%,-10.53%,50.15%,41.45,-2.97%,0.58%,29921.57,0.73,53.95,-2.41%,21853139,1/14/2022 8:30:00 AM,63.08,12/10/1962,53.78,-0.32%,63.0,94,1.31,53.95,56.34,53.56,48.8,35.93,60.3,23.0,16.92,60.0,True
8284,WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,USA,3739.33,72.15,35.78,1.68,9.92,6.07,12.38,90.1,0.84%,51.90%,0.66,-61.70%,98.06%,20.50%,43.00%,9.50%,63.20%,93.00%,59.0,58.56,0.20%,0.00%,,0.43%,2.40%,3.94,4.20%,9.10%,16.50%,5.6,4.4,0.01,0.02,26.60%,15.40%,10.00%,-5.18%,3.17%,26.26%,34.55%,40.27%,24.70%,2.07,2.21,4.55%,4.62%,-2.54%,8.18%,20.23%,-7.69%,35.97%,-7.69%,74.43%,50.91,-1.49%,0.79%,356.04,1.23,47.55,-0.71%,437857,2/28/2022 8:30:00 AM,48.5,2/8/2018,47.55,0.00%,78.0,93,1.3,47.55,48.76,44.11,39.61,27.26,51.51,9.0,2.0,60.0,True
8314,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,13900.96,9.27,7.63,0.29,1.36,1.87,3.89,10.0,1.12%,9.60%,11.48,-21.10%,-7.33%,-12.00%,31.90%,10.90%,953.00%,61.00%,128.06,33.5,0.40%,-11.96%,28.00%,0.96%,3.51%,2.01,9.90%,22.40%,4.90%,3.4,2.8,0.68,0.71,26.60%,20.60%,14.40%,0.47%,8.08%,8.73%,23.86%,20.77%,9.63%,1.28,3.99,4.60%,3.79%,3.75%,6.60%,12.23%,-4.04%,20.44%,-4.04%,36.41%,57.15,-3.41%,1.50%,584.17,1.32,106.48,-1.96%,773365,2/22/2022 8:30:00 AM,120.82,8/11/2004,106.48,0.00%,56.0,85,1.12,106.48,103.02,100.1,94.9,78.06,111.49,20.0,13.47,53.666666666666664,True
8363,WTI,"W&T Offshore, Inc.",Energy,Oil & Gas E&P,USA,658.9,,4.1,,1.35,,2.56,7.44,,,-0.7,-49.00%,365.22%,15.10%,,-7.30%,-183.20%,84.70%,142.3,92.65,34.20%,0.00%,38.80%,1.77%,10.10%,3.96,-9.30%,40.80%,24.50%,1.0,1.0,,,64.50%,-11.80%,-20.40%,2.09%,9.20%,23.66%,40.71%,33.84%,35.91%,2.68,0.26,5.92%,6.01%,1.64%,12.26%,12.99%,-6.89%,47.71%,-14.59%,66.29%,54.87,3.78%,1.44%,2361.42,1.12,4.39,5.28%,2637250,,6.3,1/28/2005,4.4,0.23%,84.0,91,1.24,4.39,4.32,3.93,3.89,2.64,5.14,-6.0,43.51,56.333333333333336,True
8540,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,1464.25,,,,23.02,6.51,4.27,,,,-4.35,60.00%,31.20%,-14.90%,,-12.90%,4.10%,679.30%,55.91,55.61,0.10%,-26.58%,,3.16%,12.35%,2.83,-42.80%,-81.70%,-44.40%,4.8,4.7,0.7,0.7,94.30%,,,-0.61%,0.69%,100.54%,82.72%,11.44%,60.68%,0.9,0.53,0.64%,0.80%,-0.12%,27.05%,53.32%,-1.73%,109.63%,-1.73%,136.72%,75.98,-0.19%,0.04%,2423.98,2.12,26.11,-0.15%,5145816,,36.43,11/23/2010,26.1,-0.04%,78.0,77,1.04,26.11,26.15,20.81,17.07,11.03,26.57,13.0,39.53,56.0,True
8546,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,10984.2,10.47,11.92,,4.81,1.52,0.84,63.49,2.18%,20.40%,6.66,-27.30%,15.73%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.20%,-4.33%,81.60%,-5.03%,2.12%,2.3,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,-6.19%,11.06%,5.22%,24.93%,22.77%,10.37%,1.29,2.37,2.75%,3.27%,-1.43%,3.73%,15.16%,-7.60%,19.82%,-7.60%,48.13%,48.72,-2.49%,0.85%,1430.52,0.8,69.71,-1.66%,1148829,1/24/2022 4:30:00 PM,74.1,3/17/1980,69.71,0.00%,53.0,86,1.14,69.71,70.88,67.33,60.59,47.06,75.44,15.0,6.3,51.333333333333336,True
