"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"RMBL","RumbleON, Inc.","Consumer Cyclical","Internet Retail",653.95,,,,,3.24,37.80%,0.41%,15.30%,64.94%,3.40%,-0.70%,4.21%,19.00%,31.24%,15.82%,32.89%,50.79%,2.63,4.99%,3.61%,11.95%,10.06%,-32.95%,56.36%,55.01,1.70,43.00,-5.58%,220356,60.67
"RMBS","Rambus Inc.","Technology","Semiconductors",2669.78,894.44,,-17.10%,-3.60%,108.99,0.20%,-1.81%,89.00%,-1.24%,5.03%,2.40%,0.67%,8.78%,2.16%,31.18%,54.36%,38.32%,1.02,2.44%,3.71%,5.51%,12.16%,-3.29%,59.53%,67.16,2.30,24.36,0.87%,819034,28.83
"RMCF","Rocky Mountain Chocolate Factory, Inc.","Consumer Defensive","Confectioners",58.49,17.52,,-17.10%,-10.30%,6.12,1.40%,229.67%,35.50%,6.00%,0.25%,12.90%,9.66%,18.89%,27.99%,51.74%,202.55%,144.28%,1.22,3.83%,8.04%,16.71%,37.71%,-3.62%,191.88%,66.75,,9.59,-2.94%,25437,
"RMD","ResMed Inc.","Healthcare","Medical Instruments & Supplies",38006.92,77.08,0.59%,5.40%,11.70%,145.68,0.70%,-10.34%,67.80%,-0.35%,0.72%,28.30%,-0.48%,2.69%,-6.50%,35.56%,22.18%,23.43%,0.30,2.39%,1.29%,-0.87%,13.38%,-11.57%,48.56%,54.22,2.80,266.48,1.57%,538176,265.83
"RMED","Ra Medical Systems, Inc.","Healthcare","Medical Devices",19.99,,,,,4.09,2.80%,0.00%,8.70%,1.46%,,,-7.33%,-8.85%,12.55%,-8.85%,-49.27%,-62.58%,,4.70%,-12.05%,-13.35%,-38.63%,-73.01%,11.34%,31.99,3.00,2.65,-4.68%,243651,12.00
"RMGCU","RMG Acquisition Corp. III","Financial","Shell Companies",,,,,,,,,32.50%,,,,0.30%,0.60%,0.50%,-0.30%,,-8.26%,,0.38%,0.61%,0.92%,-0.52%,-10.31%,2.88%,62.80,,10.00,0.10%,17392,
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt",144.80,,4.84%,,,6.37,0.26%,-47.61%,16.20%,,,,0.75%,0.44%,-4.18%,0.53%,8.40%,5.82%,,1.07%,1.94%,-0.65%,-0.18%,-6.27%,9.96%,56.42,,22.72,0.00%,5178,
"RMM","Rivernorth Managed Duration Municipal Income Fund Inc.","Financial","Asset Management",388.28,,5.59%,,,19.74,,,14.09%,,,,-0.86%,0.15%,-7.44%,-1.85%,13.24%,10.51%,,0.99%,0.58%,-1.46%,-1.05%,-10.20%,14.05%,49.63,,19.73,0.31%,33333,
"RMNI","Rimini Street, Inc.","Technology","Software - Application",632.54,,,36.40%,22.60%,86.19,5.80%,-49.92%,64.90%,9.23%,4.91%,5.10%,-4.95%,-27.62%,-11.58%,11.99%,77.94%,60.27%,0.55,4.63%,-22.57%,-26.06%,-14.51%,-38.37%,83.89%,28.70,2.20,7.10,0.00%,300510,10.88
"RMO","Romeo Power, Inc.","Consumer Cyclical","Auto Parts",592.51,13.55,,,,131.06,8.80%,-18.95%,27.30%,3.61%,28.47%,,-9.96%,-7.13%,-6.93%,-42.99%,-56.61%,-80.30%,,6.32%,15.68%,10.47%,-35.89%,-86.56%,32.74%,60.91,2.40,5.23,18.06%,26853259,8.43
"RMR","The RMR Group Inc.","Real Estate","Real Estate Services",1176.82,22.14,4.05%,49.30%,25.00%,16.27,1.20%,0.00%,82.50%,0.41%,0.84%,11.10%,3.64%,10.57%,12.20%,14.01%,46.50%,14.75%,1.65,2.86%,5.09%,8.25%,9.95%,-6.32%,44.71%,65.93,2.50,37.40,-0.40%,95296,41.83
"RMT","Royce Micro-Cap Trust, Inc.","Financial","Closed-End Fund - Equity",537.43,4.29,6.84%,,,43.76,0.15%,4.50%,35.20%,,,,-1.37%,4.96%,6.41%,5.59%,39.55%,21.34%,,1.17%,2.03%,4.37%,3.76%,-3.07%,38.83%,61.74,,12.30,0.16%,155495,
"RMTI","Rockwell Medical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",49.00,,,-7.20%,2.40%,93.70,0.80%,0.00%,33.60%,-6.49%,2.60%,-48.70%,-5.69%,-15.28%,-16.75%,-43.18%,-46.06%,-49.65%,0.85,5.07%,-11.29%,-16.82%,-46.05%,-75.70%,-2.79%,30.42,2.00,0.48,-5.37%,10500958,5.00
"RNA","Avidity Biosciences, Inc.","Healthcare","Biotechnology",1217.71,,,,,43.27,10.97%,15.90%,83.30%,10.69%,12.83%,,-3.97%,14.73%,31.82%,16.08%,-15.45%,-3.25%,,5.61%,12.45%,14.74%,16.51%,-25.96%,51.71%,64.52,1.80,26.67,8.02%,510210,53.50
"RNAZ","TransCode Therapeutics, Inc. Common Stock","Healthcare","Biotechnology",35.66,,,,,11.97,35.12%,0.00%,,,6.29%,,-8.87%,-7.45%,7.19%,,,-43.67%,,6.93%,-3.56%,-1.56%,-5.38%,-58.43%,23.83%,45.78,,2.91,-2.35%,176853,
"RNDM","First Trust Developed International Equity Select ETF","Financial","Exchange Traded Fund",,,2.51%,,,,,,,,,,-0.64%,2.68%,-1.89%,1.87%,20.90%,7.28%,,0.36%,0.40%,0.22%,2.36%,-3.44%,12.30%,53.17,,56.42,0.25%,373,
"RNDV","First Trust US Equity Dividend Select ETF","Financial","Exchange Traded Fund",,,1.95%,,,,,,,,,,-0.26%,4.20%,1.44%,1.47%,38.45%,23.25%,,0.69%,1.10%,2.49%,4.98%,-8.17%,28.90%,61.71,,30.34,0.11%,5312,
"RNERU","Mount Rainier Acquisition Corp.","Financial","Shell Companies",,,,,,,,,10.00%,,,,0.00%,0.60%,,,,0.90%,,0.26%,0.93%,1.02%,1.02%,0.08%,1.59%,,,10.21,0.69%,5,
"RNG","RingCentral, Inc.","Technology","Software - Application",23828.99,,,-15.40%,31.90%,91.81,1.30%,-12.50%,96.00%,-0.52%,9.85%,-15.50%,14.87%,12.64%,8.60%,10.82%,-10.76%,-30.04%,0.69,4.31%,3.37%,9.63%,-9.53%,-42.85%,23.65%,54.54,1.80,256.62,-3.21%,1319021,390.12
"RNGR","Ranger Energy Services, Inc.","Energy","Oil & Gas Equipment & Services",197.22,,,-20.50%,54.70%,11.01,2.20%,0.00%,47.00%,33.50%,0.10%,-14.10%,8.79%,8.57%,49.18%,67.54%,276.82%,199.18%,1.87,2.34%,5.74%,12.90%,43.81%,-12.06%,268.76%,68.25,2.40,10.86,-0.28%,8834,11.40
"RNLC","First Trust Large Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.07%,,,,,,,,,,0.44%,7.54%,5.28%,9.50%,38.72%,26.47%,,0.40%,2.52%,4.69%,10.26%,0.18%,33.23%,71.27,,34.74,0.43%,976,
"RNLX","Renalytix Plc","Healthcare","Diagnostics & Research",770.31,,,,,36.03,,,17.20%,3.53%,1.58%,,-3.56%,-11.03%,-19.16%,-24.89%,95.02%,37.13%,,5.86%,-11.80%,-4.02%,-20.85%,-40.44%,99.16%,39.10,2.50,21.27,-3.05%,32875,35.00
"RNMC","First Trust Mid Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.20%,,,,,,,,,,0.08%,4.36%,4.75%,4.87%,56.19%,26.46%,,0.43%,2.16%,4.35%,7.93%,-7.23%,35.96%,68.28,,30.84,0.01%,553,
"RNP","Cohen & Steers REIT and Preferred Income Fund, Inc.","Financial","Closed-End Fund - Debt",1329.92,73.94,5.33%,,,47.58,,,17.98%,,,,1.23%,5.87%,2.53%,10.61%,30.85%,22.43%,,0.92%,0.96%,2.74%,7.29%,-2.39%,32.08%,59.99,,27.75,-0.72%,74047,
"RNR","RenaissanceRe Holdings Ltd.","Financial","Insurance - Reinsurance",7146.81,,0.93%,10.50%,27.90%,46.22,1.10%,6.08%,97.84%,-1.22%,1.92%,-12.90%,-1.82%,5.24%,-4.68%,-0.24%,-12.65%,-6.12%,0.52,2.87%,6.17%,9.12%,2.98%,-13.40%,16.41%,63.49,2.60,160.25,2.94%,517292,182.83
"RNRG","Global X Renewable Energy Producers ETF","Financial","Exchange Traded Fund",,,2.61%,,,,,,,,,,-0.93%,1.48%,5.65%,6.99%,1.42%,-9.34%,,1.16%,-1.73%,0.59%,1.02%,-19.18%,11.18%,47.55,,16.36,-0.55%,32735,
"RNSC","First Trust Small Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.11%,,,,,,,,,,0.14%,6.14%,6.65%,2.93%,58.11%,27.86%,,0.86%,3.05%,5.83%,7.60%,-0.79%,40.11%,67.28,,30.75,0.01%,1054,
"RNST","Renasant Corporation","Financial","Banks - Regional",2226.07,13.18,2.21%,-4.60%,13.60%,56.15,0.10%,0.00%,83.30%,-0.12%,4.30%,89.90%,0.51%,3.30%,10.09%,-9.85%,26.17%,17.96%,1.18,2.44%,2.71%,8.09%,0.90%,-15.39%,29.19%,60.02,3.00,39.74,0.03%,180088,39.64
"RNW","ReNew Energy Global plc","Utilities","Utilities - Renewable",4159.73,,,,,43.12,16.62%,0.00%,63.50%,164.20%,,,-2.72%,13.66%,8.43%,-2.53%,,-11.55%,,5.66%,0.26%,-1.31%,-4.76%,-32.24%,20.76%,48.88,,9.54,-1.14%,256961,14.35
"RNWK","RealNetworks, Inc.","Communication Services","Electronic Gaming & Multimedia",64.06,,,44.10%,-5.90%,47.05,0.20%,0.00%,25.00%,-0.20%,1.55%,-16.00%,-6.16%,-11.04%,-13.84%,-41.70%,5.38%,-12.18%,1.47,5.94%,-7.85%,-13.43%,-48.49%,-79.73%,3.85%,37.32,,1.35,-1.46%,234188,4.00
"RNXT","RenovoRx, Inc.","Healthcare","Biotechnology",70.53,,,,,8.75,12.00%,0.00%,0.20%,,0.69%,,50.94%,34.78%,,,,11.02%,,10.15%,15.67%,5.48%,0.16%,-58.06%,38.46%,55.61,,7.02,-12.90%,509038,15.50
"ROAD","Construction Partners, Inc.","Industrials","Engineering & Construction",2126.70,70.26,,,,51.69,2.00%,-9.30%,95.08%,2.25%,2.18%,4.90%,-3.99%,16.49%,22.56%,29.17%,79.39%,39.02%,1.01,3.31%,7.49%,14.54%,25.79%,-9.91%,69.23%,69.01,1.50,40.53,0.15%,176120,34.50
"ROAM","Hartford Multifactor Emerging Markets ETF","Financial","Exchange Traded Fund",,,2.88%,,,,,,,,,,0.53%,0.30%,2.52%,1.68%,17.07%,8.98%,,0.39%,0.65%,0.90%,1.14%,-3.69%,16.57%,55.20,,25.04,0.18%,15406,
"ROBO","Robo Global Robotics and Automation Index ETF","Financial","Exchange Traded Fund",,,0.18%,,,,,,,,,,-1.27%,7.55%,8.90%,15.13%,33.38%,16.34%,,1.03%,2.98%,5.61%,8.63%,-1.42%,33.89%,65.22,,71.39,0.78%,88187,
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","Financial","Exchange Traded Fund",,,0.18%,,,,,,,,,,-1.26%,4.42%,7.49%,13.76%,32.16%,13.66%,,1.04%,2.36%,3.95%,6.41%,-3.59%,32.36%,61.70,,57.58,1.01%,17004,
"ROCC","Ranger Oil Corporation","Energy","Oil & Gas E&P",1352.37,,,1.30%,0.70%,15.32,0.30%,28.19%,57.90%,-0.46%,7.45%,15.40%,-2.90%,-6.13%,82.73%,51.23%,245.08%,183.55%,3.30,6.27%,-10.56%,0.61%,40.26%,-20.14%,239.35%,42.18,,28.20,-2.02%,369562,43.60
"ROCGU","Roth CH Acquisition IV Co.","Financial","Shell Companies",,,,,,,12.02%,,0.21%,,0.01%,,10.65%,13.04%,,,,12.86%,,0.52%,0.75%,1.73%,1.73%,-9.01%,3.21%,50.96,,10.30,-9.01%,400,
"ROCK","Gibraltar Industries, Inc.","Industrials","Building Products & Equipment",2402.10,32.55,,27.70%,-0.20%,32.80,0.30%,1.00%,,0.33%,1.49%,8.20%,-3.62%,-0.42%,4.03%,-6.64%,18.09%,2.61%,1.00,3.58%,3.31%,5.18%,-6.11%,-27.72%,23.52%,55.08,1.70,74.46,0.87%,121606,89.25
"RODM","Hartford Multifactor Developed Markets (ex-US) ETF","Financial","Exchange Traded Fund",,,3.24%,,,,,,,,,,-0.74%,0.03%,-1.66%,-1.15%,12.52%,8.87%,,0.46%,-0.70%,-0.47%,0.13%,-4.04%,11.45%,45.83,,30.67,-0.49%,164890,
"ROG","Rogers Corporation","Technology","Electronic Components",5051.22,50.66,,1.50%,4.60%,18.74,0.10%,-17.09%,99.70%,0.55%,1.67%,13.80%,-0.01%,43.90%,36.73%,50.39%,94.60%,73.76%,1.70,1.70%,16.07%,30.84%,38.32%,-1.08%,91.22%,88.66,1.40,270.04,0.08%,419799,277.60
"ROIC","Retail Opportunity Investments Corp.","Real Estate","REIT - Retail",2268.39,43.84,2.36%,1.30%,8.10%,120.62,2.56%,0.00%,99.30%,1.79%,4.66%,40.70%,2.99%,0.59%,8.50%,7.56%,43.20%,39.13%,1.48,2.21%,0.91%,2.18%,5.87%,-3.01%,43.55%,53.48,2.30,18.36,-1.45%,822972,19.45
"ROIV","Roivant Sciences Ltd.","Healthcare","Biotechnology",5452.87,,,,,51.34,22.70%,0.00%,4.80%,3.53%,,,6.32%,34.22%,-18.71%,-18.55%,,-20.55%,,8.76%,8.33%,-0.34%,-13.81%,-24.56%,41.38%,54.21,,8.20,1.49%,784373,12.50
"ROK","Rockwell Automation, Inc.","Industrials","Specialty Industrial Machinery",38300.71,28.93,1.28%,15.80%,3.50%,116.00,0.10%,-21.56%,82.10%,-1.45%,2.61%,21.80%,-0.13%,6.64%,6.96%,28.18%,39.74%,33.59%,1.38,1.91%,4.15%,8.39%,19.02%,-1.52%,44.00%,66.75,2.70,340.57,1.64%,470973,333.32
"ROKT","SPDR Kensho Final Frontiers ETF","Financial","Exchange Traded Fund",,,1.71%,,,,,,,,,,-0.19%,1.56%,3.07%,5.16%,18.20%,7.24%,,0.61%,0.57%,1.90%,1.18%,-6.34%,16.35%,54.72,,41.38,-0.58%,1429,
"ROKU","Roku, Inc.","Communication Services","Entertainment",36439.90,132.56,,19.90%,40.90%,133.69,0.10%,-88.21%,71.20%,0.89%,3.31%,10.90%,-0.86%,-15.29%,-23.04%,-15.59%,20.47%,-17.24%,1.67,4.02%,-9.28%,-12.30%,-23.50%,-43.67%,25.32%,33.68,2.00,276.46,0.61%,2921078,403.07
"ROL","Rollins, Inc.","Consumer Cyclical","Personal Services",17478.22,50.75,0.89%,11.40%,7.80%,492.07,0.10%,0.02%,40.90%,0.56%,4.55%,18.50%,0.59%,-3.59%,-5.24%,1.58%,-8.31%,-7.96%,0.56,2.50%,-0.98%,-1.92%,0.52%,-13.65%,14.89%,48.44,2.60,36.04,0.45%,831209,38.67
"ROLL","RBC Bearings Incorporated","Industrials","Tools & Accessories",6723.86,62.15,,5.70%,0.40%,25.02,1.90%,-16.70%,92.40%,3.55%,3.33%,18.30%,-4.85%,3.60%,2.99%,19.32%,42.32%,28.26%,1.34,2.93%,-4.84%,-1.11%,5.81%,-12.56%,36.57%,41.20,2.20,219.06,-4.61%,234090,272.50
"ROM","ProShares Ultra Technology","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.55%,16.25%,19.35%,63.45%,99.81%,75.40%,,2.24%,7.56%,14.52%,35.13%,-0.30%,109.37%,69.93,,127.61,1.55%,49027,
"ROMO","Strategy Shares Newfound/ReSolve Robust Momentum ETF","Financial","Exchange Traded Fund",,,0.87%,,,,,,,,,,-0.35%,3.89%,4.45%,10.28%,26.06%,19.01%,,0.45%,1.59%,3.84%,8.03%,-1.19%,25.24%,68.29,,29.92,0.38%,9157,
"ROOF","IQ U.S. Real Estate Small Cap ETF","Financial","Exchange Traded Fund",,,3.10%,,,,,,,,,,-0.70%,2.51%,7.28%,10.69%,36.24%,27.93%,,0.89%,-0.23%,2.07%,6.25%,-3.76%,32.33%,50.92,,27.14,-1.10%,4986,
"ROOT","Root, Inc.","Financial","Insurance - Property & Casualty",1313.28,,,,,250.20,3.50%,-3.18%,56.80%,1.00%,19.23%,,-0.79%,-0.98%,-9.37%,-47.02%,-76.05%,-67.98%,,7.68%,-1.72%,-7.13%,-47.34%,-80.49%,8.70%,47.31,2.80,5.00,-0.60%,4444652,7.17
"ROP","Roper Technologies, Inc.","Industrials","Specialty Industrial Machinery",50345.26,46.14,0.46%,5.60%,9.10%,105.40,0.10%,0.78%,95.40%,-0.28%,1.14%,27.00%,-0.59%,3.97%,-0.06%,12.20%,22.51%,12.65%,1.06,1.81%,1.77%,4.63%,9.68%,-2.52%,34.79%,61.30,2.40,492.29,1.37%,273835,520.64
"RORO","ATAC US Rotation ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.58%,2.15%,-0.56%,8.59%,,10.42%,,0.95%,-1.20%,1.63%,3.83%,-8.59%,23.24%,48.17,,24.35,-0.21%,27115,
"ROST","Ross Stores, Inc.","Consumer Cyclical","Apparel Retail",41015.92,30.69,0.99%,-37.40%,1.00%,352.87,0.20%,-6.51%,89.30%,1.03%,1.44%,10.90%,-2.67%,6.20%,-4.40%,-7.50%,6.77%,-5.99%,1.02,1.94%,0.50%,2.05%,-4.25%,-14.30%,9.63%,51.68,2.00,115.02,-0.37%,2088474,138.47
"ROUS","Hartford Multifactor US Equity ETF","Financial","Exchange Traded Fund",,,1.65%,,,,,,,,,,0.44%,4.44%,3.49%,9.22%,27.34%,22.52%,,0.55%,1.74%,4.09%,8.30%,-0.04%,28.99%,71.50,,43.12,0.29%,38816,
"ROVR","Rover Group, Inc.","Consumer Cyclical","Personal Services",2278.92,,,,,157.20,2.30%,0.00%,36.50%,111.92%,3.02%,,11.80%,11.44%,46.17%,39.07%,,24.91%,,5.03%,12.22%,7.47%,27.75%,-10.46%,62.23%,63.87,1.70,13.96,1.60%,349501,15.83
"RPAR","RPAR Risk Parity ETF","Financial","Exchange Traded Fund",,,0.94%,,,,,,,,,,-0.59%,2.13%,2.78%,7.19%,12.46%,7.02%,,0.65%,0.38%,1.70%,4.74%,-2.16%,12.52%,54.55,,25.35,-0.47%,429952,
"RPAY","Repay Holdings Corporation","Technology","Software - Infrastructure",1956.84,,,,,88.27,4.60%,-0.84%,86.90%,-3.40%,6.18%,-27.50%,6.22%,-12.75%,-9.02%,-11.59%,-12.90%,-26.68%,0.69,4.16%,-0.66%,-7.21%,-12.22%,-28.22%,14.09%,47.54,1.70,20.40,2.10%,525773,28.00
"RPD","Rapid7, Inc.","Technology","Software - Application",7470.35,,,13.50%,30.10%,55.98,2.00%,-23.32%,,-1.31%,9.50%,-20.10%,-5.44%,10.03%,20.72%,67.36%,91.11%,46.96%,1.36,3.58%,2.50%,8.34%,34.31%,-8.01%,94.94%,58.95,1.90,133.38,0.66%,352043,145.13
"RPG","Invesco S&P 500 Pure Growth ETF","Financial","Exchange Traded Fund",,,0.17%,,,,,,,,,,-0.07%,10.03%,11.92%,33.23%,43.10%,33.56%,,1.13%,4.50%,8.67%,20.43%,0.77%,47.84%,72.31,,220.77,1.45%,37853,
"RPHM","Reneo Pharmaceuticals, Inc.","Healthcare","Biotechnology",189.46,,,,,21.36,0.10%,,75.00%,-0.09%,7.90%,,-3.88%,26.86%,-0.97%,-2.27%,,-41.18%,,9.83%,10.45%,8.07%,-11.42%,-52.56%,33.61%,56.06,1.30,8.15,-0.24%,19519,31.33
"RPID","Rapid Micro Biosystems, Inc.","Healthcare","Medical Devices",840.61,,,,,51.07,1.40%,0.00%,17.40%,202.13%,1.25%,,-25.82%,-2.14%,-7.94%,,,-23.08%,,8.52%,-17.49%,-13.89%,-17.34%,-38.42%,7.42%,35.62,2.00,16.65,1.15%,65326,27.33
"RPM","RPM International Inc.","Basic Materials","Specialty Chemicals",11957.37,26.92,1.61%,8.00%,4.90%,128.08,1.30%,-0.05%,79.40%,0.20%,1.59%,,5.33%,13.13%,10.13%,-0.60%,4.90%,4.04%,0.93,1.76%,6.95%,14.11%,8.62%,-4.09%,24.61%,83.99,2.80,95.24,0.84%,440696,92.67
"RPRX","Royalty Pharma plc","Healthcare","Biotechnology",24274.40,29.02,1.63%,,,428.23,0.20%,-66.98%,59.70%,0.90%,4.44%,69.40%,4.64%,8.62%,6.68%,0.41%,-1.00%,-16.68%,,3.04%,7.49%,10.90%,1.48%,-21.12%,20.45%,64.87,2.30,41.99,0.70%,6405161,51.43
"RPT","RPT Realty","Real Estate","REIT - Retail",1199.00,18.95,2.15%,-18.10%,-5.30%,80.42,1.50%,-0.91%,91.90%,0.14%,1.01%,18.40%,0.43%,1.90%,12.59%,14.72%,114.62%,61.27%,1.61,2.83%,-0.23%,2.84%,9.38%,-8.27%,105.53%,50.53,2.50,13.75,-1.43%,661951,14.81
"RPTX","Repare Therapeutics Inc.","Healthcare","Biotechnology",1075.11,,,,,37.12,0.10%,-97.22%,71.70%,-9.25%,12.48%,,-0.18%,22.57%,-20.75%,-20.91%,-3.70%,-21.17%,,6.59%,9.75%,6.58%,-9.80%,-39.77%,47.13%,60.15,2.00,27.97,3.44%,105625,46.22
"RPV","Invesco S&P 500 Pure Value ETF","Financial","Exchange Traded Fund",,,1.56%,,,,,,,,,,0.49%,3.56%,6.39%,2.25%,43.33%,33.37%,,1.12%,1.03%,4.12%,6.86%,-0.77%,41.26%,59.77,,81.64,-0.40%,194170,
"RQI","Cohen & Steers Quality Income Realty Fund, Inc.","Financial","Closed-End Fund - Equity",2295.56,,5.61%,,,134.24,,,15.10%,,,,1.00%,7.75%,5.43%,14.08%,45.90%,37.90%,,1.32%,0.66%,4.88%,11.07%,-1.63%,44.43%,58.90,,16.87,-1.35%,294279,
"RRBI","Red River Bancshares, Inc.","Financial","Banks - Regional",383.65,12.24,0.53%,14.60%,9.00%,7.30,10.60%,-0.56%,17.60%,,1.23%,88.70%,-0.21%,2.50%,3.27%,-2.59%,6.51%,6.94%,,1.87%,-0.00%,3.00%,-0.26%,-19.09%,14.21%,52.19,1.00,52.65,-0.64%,3310,64.50
"RRC","Range Resources Corporation","Energy","Oil & Gas E&P",6124.03,,,7.20%,8.60%,243.31,2.30%,-5.50%,93.50%,-2.05%,11.10%,22.20%,-5.09%,-1.41%,71.13%,66.69%,222.01%,245.07%,2.25,5.24%,-4.95%,2.61%,51.41%,-14.09%,267.53%,47.25,2.80,22.75,-1.60%,4177492,25.94
"RRD","R. R. Donnelley & Sons Company","Industrials","Specialty Business Services",668.85,13.44,,-5.70%,-7.10%,73.40,1.90%,249.23%,73.80%,5.14%,2.64%,4.00%,0.33%,40.15%,68.44%,77.56%,570.07%,306.19%,2.65,3.28%,20.15%,50.87%,75.20%,-1.81%,620.31%,83.21,2.00,9.22,0.44%,3123276,9.25
"RRGB","Red Robin Gourmet Burgers, Inc.","Consumer Cyclical","Restaurants",325.69,,,-50.60%,-7.10%,15.71,3.00%,2.87%,96.18%,-2.25%,14.37%,-6.00%,-7.82%,-3.14%,-18.51%,-40.08%,17.89%,4.16%,2.74,5.54%,-6.38%,-11.69%,-33.78%,-53.17%,14.29%,37.98,2.80,19.36,-3.34%,439701,26.60
"RRR","Red Rock Resorts, Inc.","Consumer Cyclical","Resorts & Casinos",5913.22,60.25,,-21.10%,-2.60%,69.04,0.20%,0.00%,95.40%,-0.17%,4.20%,20.20%,2.70%,-10.29%,26.83%,26.54%,145.01%,104.99%,2.42,3.27%,-2.63%,0.34%,25.46%,-11.56%,156.29%,48.65,2.40,51.95,1.21%,1213552,59.67
"RRX","Regal Rexnord Corporation","Industrials","Specialty Industrial Machinery",11385.37,26.21,0.78%,7.90%,-3.70%,40.70,0.20%,0.00%,57.00%,-1.91%,2.97%,11.50%,2.55%,17.44%,17.39%,25.71%,55.47%,44.63%,1.24,2.22%,8.29%,16.23%,24.14%,0.70%,57.09%,76.13,,170.87,0.87%,419616,192.00
"RS","Reliance Steel & Aluminum Co.","Basic Materials","Steel",10316.25,9.51,1.67%,6.30%,-1.20%,63.27,0.30%,-7.68%,86.50%,0.03%,1.12%,12.80%,0.07%,11.84%,8.19%,-1.64%,39.64%,37.84%,0.98,2.17%,6.64%,11.01%,9.04%,-8.63%,44.91%,68.69,2.50,165.57,0.31%,305853,178.86
"RSG","Republic Services, Inc.","Industrials","Waste Management",42360.73,35.66,1.36%,7.20%,2.20%,318.60,0.16%,-0.77%,94.20%,-0.56%,0.57%,17.80%,1.64%,5.90%,11.41%,23.84%,33.84%,40.46%,0.77,1.85%,3.03%,7.03%,21.72%,-6.55%,53.94%,66.71,2.10,136.42,0.86%,787249,141.23
"RSI","Rush Street Interactive, Inc.","Consumer Cyclical","Gambling",4518.68,12.18,,,,59.19,0.50%,-54.77%,66.80%,-1.16%,7.35%,-22.00%,2.93%,4.84%,61.03%,61.28%,84.01%,-5.91%,,5.24%,3.40%,8.32%,35.02%,-20.94%,121.65%,58.36,1.70,20.99,3.04%,1467506,23.70
"RSKD","Riskified Ltd.","Technology","Software - Application",2819.08,,,,,159.45,14.79%,0.00%,62.70%,67.12%,1.23%,,-14.63%,-5.20%,-33.68%,,,-32.00%,,7.36%,-34.12%,-42.12%,-47.49%,-68.13%,-26.03%,23.85,2.00,12.90,-27.04%,7133308,31.83
"RSLS","ReShape Lifesciences Inc.","Healthcare","Medical Devices",36.73,,,30.40%,-17.00%,16.62,14.40%,-18.60%,8.30%,8.49%,4.52%,,-19.05%,-29.17%,-30.06%,-74.42%,-13.86%,-50.89%,-1.16,5.86%,-19.51%,-22.12%,-66.13%,-93.22%,3.30%,28.56,2.00,2.19,-0.90%,361926,9.12
"RSP","Invesco S&P 500 Equal Weight ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.25%,4.00%,5.01%,8.82%,34.89%,26.96%,,0.73%,1.69%,4.16%,8.71%,-0.07%,35.32%,68.63,,162.14,0.13%,1668342,
"RSSS","Research Solutions, Inc.","Technology","Information Technology Services",71.86,,,32.20%,5.70%,26.28,19.60%,-8.25%,35.50%,-6.87%,0.15%,-2.60%,-3.76%,-6.23%,6.67%,12.62%,17.97%,9.87%,0.37,4.54%,-1.70%,-2.34%,2.91%,-21.17%,37.43%,46.75,2.00,2.57,0.39%,421367,5.17
"RSVR","Reservoir Media, Inc.","Communication Services","Entertainment",599.70,,,,,11.06,46.00%,0.00%,40.80%,171.89%,,,-5.45%,4.12%,26.32%,-6.02%,,-6.59%,,5.08%,-4.08%,-1.12%,-7.21%,-23.49%,24.79%,42.74,2.00,8.86,-5.34%,176422,13.00
"RSVRW","Reservoir Media, Inc.","Communication Services","Entertainment",,,,,,,,,,,,,-0.93%,6.00%,130.49%,49.30%,,17.78%,,8.03%,4.71%,10.32%,30.75%,-27.58%,192.93%,58.38,,2.10,-0.94%,9425,
"RSX","VanEck Vectors Russia ETF","Financial","Exchange Traded Fund",,,2.74%,,,,,,,,,,-3.15%,-3.98%,6.53%,13.30%,39.66%,29.77%,,0.97%,-3.91%,-1.11%,9.49%,-7.08%,37.36%,40.66,,31.03,-0.99%,3906544,
"RSXJ","VanEck Vectors Russia Small-Cap ETF","Financial","Exchange Traded Fund",,,4.22%,,,,,,,,,,-1.09%,-2.48%,9.38%,6.61%,14.78%,9.94%,,1.33%,-3.09%,-1.16%,3.95%,-7.57%,16.47%,43.54,,39.05,-1.39%,488,
