"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"PMX","PIMCO Municipal Income Fund III","Financial","Closed-End Fund - Debt",408.14,20.97,4.47%,2.44%,,33.16,,,9.09%,,,,-1.05%,3.88%,-4.72%,-0.65%,3.20%,3.53%,,1.38%,0.95%,0.58%,-1.37%,-4.11%,5.74%,-7.14%,7.77%,54.74,,12.35,0.32%,27867,
"PNBK","Patriot National Bancorp, Inc.","Financial","Banks - Regional",57.75,31.00,,-30.40%,9.80%,3.95,0.40%,0.00%,35.30%,6.16%,0.35%,76.90%,-9.59%,49.93%,57.03%,63.04%,137.24%,43.44%,0.77,5.76%,9.68%,27.31%,42.59%,-16.11%,51.46%,-16.11%,86.80%,61.00,3.00,14.01,-1.74%,18776,
"PNC","The PNC Financial Services Group, Inc.","Financial","Banks - Regional",83908.21,15.02,2.54%,-3.00%,3.90%,426.00,0.26%,-0.77%,85.10%,0.32%,1.48%,99.30%,-3.50%,-6.65%,3.09%,0.81%,42.68%,32.21%,1.33,1.83%,-4.67%,-4.10%,2.97%,-10.18%,6.25%,-10.18%,40.31%,36.95,2.30,195.45,-0.79%,1616535,213.22
"PNF","PIMCO New York Municipal Income Fund","Financial","Closed-End Fund - Debt",93.95,31.83,4.17%,,,7.83,,,10.29%,,,,-1.15%,-1.72%,-7.83%,-4.61%,2.76%,2.74%,,1.93%,-2.71%,-3.85%,-4.16%,-6.78%,2.43%,-10.24%,5.57%,38.13,,12.03,0.29%,14399,
"PNFP","Pinnacle Financial Partners, Inc.","Financial","Banks - Regional",7369.47,14.78,0.75%,9.90%,32.00%,75.49,1.00%,-27.36%,83.80%,0.50%,1.67%,87.60%,-6.74%,-1.20%,-1.56%,4.54%,76.16%,48.15%,1.28,2.56%,-6.61%,-4.31%,2.39%,-10.64%,5.71%,-10.64%,71.87%,37.12,2.00,94.08,-1.39%,279516,116.60
"PNI","PIMCO New York Municipal Income Fund II","Financial","Closed-End Fund - Debt",126.44,28.46,4.25%,,,11.19,,,14.92%,,,,0.00%,0.36%,-4.40%,-5.32%,6.10%,3.96%,,1.63%,-1.24%,-2.35%,-2.75%,-7.47%,0.89%,-7.47%,7.63%,43.31,,11.28,-0.18%,15241,
"PNM","PNM Resources, Inc.","Utilities","Utilities - Regulated Electric",4242.03,21.87,2.66%,61.60%,1.10%,86.07,1.23%,0.00%,86.40%,1.30%,4.06%,16.90%,-1.03%,-1.03%,-0.53%,0.78%,0.26%,1.46%,0.50,0.70%,-1.93%,-2.52%,-1.73%,-3.81%,2.31%,-3.81%,2.71%,33.12,3.20,48.20,-2.11%,1598172,50.27
"PNNT","PennantPark Investment Corporation","Financial","Asset Management",457.92,3.40,7.03%,-9.08%,,67.05,2.56%,0.00%,35.06%,,,,-4.87%,0.74%,5.24%,0.89%,52.12%,48.16%,,2.16%,-3.13%,-0.09%,4.32%,-7.39%,8.23%,-8.60%,55.99%,41.47,2.40,6.77,-0.88%,240235,7.78
"PNOV","Innovator S&P 500 Power Buffer ETF - November","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.14%,-0.70%,-0.38%,0.81%,5.47%,4.84%,,0.45%,-1.77%,-1.43%,-0.01%,-2.30%,-0.50%,-2.30%,5.24%,32.24,,30.15,-0.66%,114812,
"PNQI","Invesco NASDAQ Internet ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.95%,-7.94%,-11.47%,-5.20%,0.87%,-0.99%,,1.40%,-9.93%,-10.59%,-10.85%,-14.64%,-3.26%,-17.76%,0.17%,22.88,,217.70,-3.65%,21838,
"PNR","Pentair plc","Industrials","Specialty Industrial Machinery",11937.78,24.35,1.09%,-0.60%,-8.20%,165.70,0.39%,0.00%,96.10%,1.74%,1.61%,17.10%,-5.31%,-0.38%,-4.50%,4.26%,42.20%,38.80%,1.10,2.19%,-4.75%,-2.96%,4.01%,-9.81%,4.17%,-10.15%,44.39%,38.95,2.70,72.24,-1.97%,973218,79.38
"PNRG","PrimeEnergy Resources Corporation","Energy","Oil & Gas E&P",126.83,,,26.80%,-5.90%,2.01,74.15%,-0.07%,4.10%,3.78%,0.26%,-9.60%,-7.21%,-8.39%,23.85%,54.28%,31.57%,46.17%,1.01,3.04%,-12.32%,-6.99%,13.94%,-16.40%,17.99%,-38.83%,74.63%,32.07,,59.95,-4.99%,2356,
"PNT","POINT Biopharma Global Inc.","Healthcare","Biotechnology",735.58,,,,,90.12,10.00%,0.00%,36.80%,62.82%,3.39%,,-7.67%,1.13%,-19.30%,-21.27%,-42.57%,-42.03%,,6.96%,-1.90%,4.77%,-11.61%,-15.68%,31.17%,-51.83%,31.17%,51.79,2.30,8.71,7.93%,129658,12.50
"PNTG","The Pennant Group, Inc.","Healthcare","Medical Care Facilities",602.78,70.84,,,,28.44,5.10%,-4.78%,92.50%,0.93%,2.10%,2.50%,-10.00%,-20.49%,-33.50%,-41.26%,-59.89%,-64.98%,,9.13%,-13.34%,-20.14%,-43.56%,-39.88%,6.10%,-71.00%,6.10%,33.41,2.00,20.17,-0.79%,2398622,33.00
"PNTM","Pontem Corporation","Financial","Shell Companies",846.13,,,,,86.25,,,75.50%,0.78%,0.04%,,0.00%,0.31%,1.45%,0.93%,,-0.31%,,0.42%,0.04%,0.38%,0.73%,-0.81%,1.24%,-2.49%,3.92%,51.71,,9.80,0.00%,221499,
"PNW","Pinnacle West Capital Corporation","Utilities","Utilities - Regulated Electric",7217.95,14.14,5.10%,2.50%,0.50%,112.92,0.10%,-2.91%,89.50%,-2.24%,3.38%,21.00%,-4.18%,0.87%,-15.41%,-24.04%,-20.53%,-18.64%,0.26,2.26%,-2.22%,-5.50%,-17.91%,-13.91%,2.04%,-27.65%,2.04%,39.37,2.90,64.06,-1.52%,1484840,68.15
"POAI","Predictive Oncology Inc.","Healthcare","Medical Instruments & Supplies",66.95,,,62.80%,13.90%,65.41,0.30%,0.00%,6.70%,7.85%,1.70%,,-3.74%,-18.25%,-3.74%,-25.90%,46.68%,40.63%,1.44,5.67%,-7.88%,-12.96%,-13.51%,-29.07%,7.22%,-54.78%,60.00%,37.96,2.00,1.04,0.97%,2005664,4.61
"POCT","Innovator S&P 500 Power Buffer ETF - October","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.25%,-0.97%,1.97%,2.82%,8.61%,7.22%,,0.40%,-1.51%,-0.43%,2.21%,-2.08%,1.85%,-2.08%,8.54%,36.80,,29.74,-0.30%,12066,
"PODD","Insulet Corporation","Healthcare","Medical Devices",20009.08,,,15.90%,27.90%,68.87,0.30%,-16.04%,,0.34%,3.60%,2.60%,-3.48%,-6.96%,-3.15%,9.15%,11.92%,12.83%,0.68,3.78%,-7.34%,-5.26%,0.98%,-12.73%,4.42%,-12.73%,29.86%,35.08,2.30,283.46,-1.73%,342860,317.12
"POLA","Polar Power, Inc.","Industrials","Electrical Equipment & Parts",71.70,,,,5.70%,12.79,44.97%,-0.04%,9.50%,-16.90%,18.49%,-37.50%,-2.38%,13.19%,-13.01%,-43.52%,17.35%,20.42%,0.23,10.19%,-14.29%,-8.27%,-42.01%,-33.77%,7.96%,-83.71%,31.41%,41.79,2.00,5.02,-12.70%,395572,25.00
"POLY","Plantronics, Inc.","Technology","Communication Equipment",1123.90,12.26,,-22.10%,15.10%,42.54,2.00%,0.32%,97.49%,3.89%,10.88%,,-9.57%,-4.63%,-14.30%,-24.68%,-6.59%,-5.59%,1.87,6.21%,-14.71%,-10.31%,-27.57%,-25.12%,7.98%,-51.86%,7.98%,36.08,2.30,24.50,-4.00%,369923,33.83
"POOL","Pool Corporation","Consumer Cyclical","Leisure",22247.92,37.51,0.58%,25.40%,10.70%,40.10,0.80%,-31.52%,95.20%,0.59%,3.81%,15.30%,-0.91%,7.56%,12.10%,25.77%,60.10%,48.76%,0.86,2.22%,0.36%,10.62%,24.68%,-5.16%,29.72%,-5.16%,80.78%,58.25,2.30,552.22,-0.34%,313492,566.71
"POR","Portland General Electric Company","Utilities","Utilities - Regulated Electric",4316.06,18.97,3.53%,-3.20%,2.50%,89.41,0.10%,-2.89%,95.20%,0.21%,1.41%,15.30%,-3.74%,-1.30%,-5.22%,1.16%,17.62%,13.79%,0.44,1.87%,-1.56%,0.15%,1.02%,-3.85%,4.30%,-6.61%,22.07%,46.42,2.50,49.00,0.68%,370712,52.40
"POSH","Poshmark, Inc.","Consumer Cyclical","Internet Retail",1492.21,,,,,76.48,1.10%,-59.00%,55.90%,52.72%,8.46%,-9.90%,-0.99%,-21.99%,-34.96%,-62.92%,,-81.30%,,7.19%,-18.68%,-26.46%,-53.82%,-38.22%,5.04%,-83.91%,5.04%,29.58,2.10,16.89,-11.01%,1324250,25.80
"POST","Post Holdings, Inc.","Consumer Defensive","Packaged Foods",6392.02,38.46,,14.90%,4.20%,63.70,0.80%,-0.40%,91.60%,-2.14%,3.62%,9.10%,-6.95%,-4.81%,-13.68%,-16.90%,2.27%,-4.37%,0.73,2.23%,-8.91%,-10.21%,-12.20%,-15.73%,-1.54%,-19.53%,4.41%,26.15,1.90,94.88,-1.78%,450627,122.70
"POTX","Global X Cannabis ETF","Financial","Exchange Traded Fund",,,3.85%,,,,,,,,,,-4.22%,-13.45%,-30.56%,-53.16%,-39.87%,-26.57%,,5.50%,-18.82%,-21.28%,-44.86%,-32.81%,-1.87%,-76.81%,-1.87%,29.64,,6.84,-5.91%,254460,
"POW","Powered Brands","Financial","Shell Companies",335.96,,,,,34.50,0.20%,0.00%,75.30%,5.13%,0.04%,,-0.04%,-0.24%,1.00%,0.27%,,-0.34%,,0.30%,0.16%,0.22%,0.44%,-0.61%,1.03%,-2.59%,11.76%,53.00,,9.79,0.24%,305235,
"POWI","Power Integrations, Inc.","Technology","Semiconductors",6083.82,40.70,0.52%,12.20%,7.20%,60.32,0.80%,-9.14%,98.40%,-2.62%,2.67%,23.30%,-5.04%,-3.08%,-7.93%,23.63%,40.12%,22.20%,0.97,3.30%,-4.10%,-2.74%,9.29%,-9.99%,3.03%,-10.18%,39.29%,41.51,2.20,99.40,-0.63%,428546,115.83
"POWL","Powell Industries, Inc.","Industrials","Electrical Equipment & Parts",293.77,814.00,4.26%,12.40%,-4.80%,11.72,1.20%,0.00%,89.50%,23.07%,2.87%,0.20%,-10.09%,-5.57%,-3.48%,-29.69%,-5.46%,-17.19%,1.19,3.19%,-11.95%,-8.81%,-20.65%,-17.19%,-0.45%,-35.89%,3.60%,29.29,3.00,23.90,-2.13%,58567,27.00
"POWRU","Powered Brands","Financial","Shell Companies",,,,,,,,,23.83%,,0.00%,,0.40%,0.81%,0.91%,-0.30%,,-5.03%,,0.32%,0.19%,0.48%,-0.87%,-0.15%,1.89%,-8.98%,2.41%,53.73,,9.98,-0.15%,74,
"POWW","AMMO, Inc.","Industrials","Aerospace & Defense",792.24,40.52,,24.50%,,111.36,17.00%,-0.09%,30.30%,8.15%,14.95%,-3.70%,2.48%,2.65%,-15.65%,-10.14%,150.00%,87.88%,-0.57,5.57%,-8.01%,-4.63%,-12.47%,-19.87%,4.31%,-41.66%,178.16%,38.64,2.00,6.05,-2.42%,3993335,11.50
"PPA","Invesco Aerospace & Defense ETF","Financial","Exchange Traded Fund",,,0.63%,,,,,,,,,,-5.99%,-6.32%,-6.85%,-10.74%,5.61%,1.17%,,1.00%,-8.00%,-8.15%,-8.35%,-11.30%,-1.72%,-13.01%,4.55%,20.68,,67.46,-1.75%,20986,
"PPBI","Pacific Premier Bancorp, Inc.","Financial","Banks - Regional",3704.50,11.43,3.41%,-8.80%,39.70%,93.55,0.60%,-0.75%,94.80%,1.19%,1.78%,,-8.07%,-7.72%,-3.03%,-16.03%,34.46%,23.68%,1.25,3.37%,-10.52%,-9.80%,-9.23%,-15.48%,2.88%,-19.43%,31.88%,28.19,2.00,38.24,-1.32%,321600,49.50
"PPBT","Purple Biotech Ltd.","Healthcare","Biotechnology",69.93,,,,,17.62,1.86%,0.00%,22.64%,,6.17%,,-1.98%,-7.46%,-19.96%,-35.97%,-9.15%,4.20%,,4.27%,-10.90%,-14.20%,-18.11%,-22.76%,-1.30%,-47.59%,5.56%,34.07,,3.80,-4.28%,77757,
"PPC","Pilgrim's Pride Corporation","Consumer Defensive","Packaged Foods",6873.42,,,-31.20%,8.10%,243.68,80.54%,0.00%,18.40%,6.14%,6.18%,,-1.89%,-0.28%,0.86%,18.03%,48.65%,43.19%,1.12,1.61%,-2.69%,-3.50%,9.75%,-6.67%,0.25%,-6.67%,49.68%,35.58,2.20,27.72,-1.28%,791077,28.20
"PPD","PPD, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",16578.73,47.01,,,,351.35,0.10%,0.00%,79.30%,-0.91%,7.10%,11.00%,-0.32%,-0.15%,1.71%,1.82%,34.57%,37.64%,,0.31%,-0.18%,0.25%,5.85%,-0.49%,1.01%,-0.49%,49.59%,49.62,3.00,47.18,0.17%,1648564,47.30
"PPG","PPG Industries, Inc.","Basic Materials","Specialty Chemicals",36943.76,25.89,1.53%,-1.50%,-0.60%,237.90,0.26%,0.00%,81.20%,-0.95%,1.58%,11.20%,-4.41%,-3.99%,-3.37%,-14.51%,5.04%,6.90%,1.15,1.72%,-4.66%,-1.85%,-4.61%,-8.08%,8.23%,-16.12%,16.18%,36.55,2.20,153.48,-0.45%,1070748,177.30
"PPGH","Poema Global Holdings Corp.","Financial","Shell Companies",430.34,,,,,43.12,,,86.20%,24.58%,0.13%,,-0.60%,0.60%,2.67%,2.36%,,0.30%,,0.51%,0.14%,0.74%,2.03%,-1.09%,1.63%,-1.19%,4.07%,56.14,,9.98,0.00%,282325,
"PPGHU","Poema Global Holdings Corp.","Financial","Shell Companies",,,,,,,,,25.76%,,0.00%,,-1.81%,2.12%,8.49%,7.95%,,5.44%,,0.77%,2.22%,4.73%,7.30%,-2.48%,8.12%,-2.48%,12.20%,65.69,,11.02,1.45%,1089,
"PPH","VanEck Vectors Pharmaceutical ETF","Financial","Exchange Traded Fund",,,1.61%,,,,,,,,,,-3.68%,-4.95%,-6.06%,-0.15%,9.82%,7.46%,,0.84%,-5.09%,-3.65%,-1.64%,-7.22%,-0.06%,-7.88%,10.02%,25.07,,71.36,-0.10%,36810,
"PPHP","PHP Ventures Acquisition Corp.","Financial","Shell Companies",,,,,,,,,7.83%,,,,0.45%,1.22%,,,,1.22%,,0.29%,-0.02%,0.11%,0.11%,-6.87%,0.95%,-6.87%,0.95%,,,9.90,-0.40%,40583,
"PPIH","Perma-Pipe International Holdings, Inc.","Industrials","Pollution & Treatment Controls",71.41,,,-44.00%,-7.10%,8.15,5.20%,-3.14%,20.10%,-23.16%,0.03%,-2.20%,3.80%,2.22%,24.50%,29.48%,51.21%,43.51%,0.33,2.78%,-0.79%,1.35%,18.06%,-5.56%,16.76%,-5.56%,51.79%,49.86,,8.50,-2.75%,3426,
"PPL","PPL Corporation","Utilities","Utilities - Regulated Electric",20796.80,130.05,5.96%,-4.40%,-0.20%,767.73,0.10%,0.00%,66.80%,-0.97%,1.58%,29.20%,-2.39%,-3.37%,-5.18%,-3.87%,-2.08%,-1.31%,0.78,1.39%,-2.61%,-2.55%,-2.83%,-5.20%,0.50%,-9.20%,6.65%,37.76,2.50,27.89,0.22%,6138628,31.32
"PPLT","Aberdeen Standard Physical Platinum Shares ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-8.04%,-8.04%,-8.09%,-21.84%,-4.01%,-13.53%,,1.87%,-9.86%,-8.76%,-15.77%,-15.32%,0.05%,-29.29%,2.49%,30.04,,86.60,-0.57%,129598,
"PPSI","Pioneer Power Solutions, Inc.","Industrials","Electrical Equipment & Parts",97.97,337.00,,14.70%,-28.80%,8.73,0.40%,18.32%,6.20%,3.98%,43.32%,,56.99%,192.20%,152.75%,141.67%,175.00%,167.90%,-0.19,23.24%,5.18%,51.42%,58.87%,-43.17%,126.60%,-43.17%,134.60%,53.14,,7.07,-30.07%,7702118,
"PPT","Putnam Premier Income Trust","Financial","Closed-End Fund - Debt",444.62,,7.13%,,,102.21,,,32.50%,,,,-0.46%,-0.46%,-4.40%,-6.85%,-5.64%,-6.45%,,0.91%,-1.64%,-2.88%,-6.18%,-6.45%,0.23%,-11.04%,0.23%,37.78,,4.35,0.00%,363381,
"PPTA","Perpetua Resources Corp.","Basic Materials","Other Precious Metals & Mining",417.69,,,-55.40%,,57.08,8.87%,0.00%,57.52%,,1.75%,,-5.78%,6.09%,-0.39%,-36.24%,-43.26%,-46.84%,1.13,6.42%,-4.90%,-2.26%,-23.27%,-17.65%,11.64%,-57.84%,11.64%,44.90,,4.89,-3.17%,72830,
"PPTY","PPTY - U.S. Diversified Real Estate ETF","Financial","Exchange Traded Fund",,,2.93%,,,,,,,,,,-2.89%,-1.13%,1.13%,5.23%,29.22%,27.00%,,1.03%,-4.38%,-2.02%,4.23%,-5.92%,3.39%,-5.92%,29.61%,35.69,,36.28,-1.57%,2367,
"PRA","ProAssurance Corporation","Financial","Insurance - Property & Casualty",1270.52,9.84,0.87%,-28.80%,2.50%,53.98,0.50%,0.00%,85.20%,-0.93%,1.79%,10.50%,-4.96%,0.39%,-9.80%,-3.73%,44.56%,29.29%,0.36,3.28%,-6.54%,-3.06%,-5.77%,-12.27%,4.56%,-21.27%,46.41%,40.15,2.70,22.95,-0.22%,169287,28.33
"PRAA","PRA Group, Inc.","Financial","Credit Services",1867.82,10.91,,-1.30%,2.50%,45.30,1.20%,-16.73%,,-1.01%,8.21%,34.30%,0.05%,-0.98%,1.10%,6.71%,1.99%,7.06%,1.31,2.90%,-2.72%,-0.13%,8.24%,-10.77%,6.34%,-10.77%,31.03%,46.74,2.20,42.95,1.15%,334090,56.67
"PRAX","Praxis Precision Medicines, Inc.","Healthcare","Biotechnology",772.00,,,,,44.72,0.20%,-90.83%,96.10%,3.88%,3.49%,,-2.89%,-17.74%,-13.89%,-10.23%,-58.73%,-68.90%,,7.96%,-12.86%,-14.04%,-27.71%,-27.21%,6.00%,-71.86%,34.93%,35.28,1.50,17.15,0.23%,335185,36.50
"PRCH","Porch Group, Inc.","Technology","Software - Application",2120.62,,,,,100.79,1.20%,-15.53%,83.10%,21.62%,14.28%,-45.90%,-11.30%,0.05%,5.20%,17.54%,96.64%,47.44%,,5.40%,-16.73%,-2.94%,5.71%,-29.60%,29.00%,-29.60%,84.38%,34.78,1.70,19.36,-7.98%,1277391,32.12
"PRCT","PROCEPT BioRobotics Corporation","Healthcare","Medical Devices",1431.15,,,,,43.47,3.20%,0.00%,62.60%,,0.55%,,-18.45%,-23.64%,,,,-22.20%,,6.21%,-16.98%,-17.18%,-16.92%,-29.10%,4.67%,-29.10%,4.67%,28.35,,33.84,3.71%,211649,49.00
"PRDO","Perdoceo Education Corporation","Consumer Defensive","Education & Training Services",696.40,6.27,,17.60%,-4.10%,70.09,0.70%,-7.95%,89.80%,-1.52%,5.57%,21.40%,-6.28%,-7.25%,-10.29%,-21.01%,-13.14%,-22.01%,1.11,3.40%,-5.73%,-7.40%,-15.22%,-13.58%,2.18%,-29.82%,2.18%,34.93,1.30,9.86,0.10%,769583,19.00
"PREF","Principal Spectrum Preferred Securities Active ETF","Financial","Exchange Traded Fund",,,4.26%,,,,,,,,,,-0.93%,-1.85%,-3.12%,-1.75%,-1.60%,-2.37%,,0.29%,-1.41%,-2.06%,-2.29%,-3.64%,-0.10%,-4.19%,-0.10%,15.54,,20.12,-0.35%,73818,
"PRF","Invesco FTSE RAFI US 1000 ETF","Financial","Exchange Traded Fund",,,1.58%,,,,,,,,,,-4.07%,-2.70%,-1.22%,-0.39%,26.14%,21.90%,,0.76%,-4.73%,-2.66%,0.88%,-6.12%,2.64%,-6.12%,24.77%,31.17,,161.22,-0.71%,63735,
"PRFT","Perficient, Inc.","Technology","Information Technology Services",4517.88,83.30,,6.70%,5.30%,33.05,1.50%,-12.30%,,-3.27%,3.40%,12.60%,-1.25%,10.87%,14.94%,89.37%,200.97%,187.58%,1.49,4.35%,-8.32%,-0.63%,40.57%,-15.62%,13.65%,-15.62%,197.24%,41.75,1.60,129.33,-5.62%,492560,149.83
"PRFX","PainReform Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic",16.49,,,,,10.07,22.17%,0.00%,33.10%,-7.91%,0.91%,,-22.17%,-23.83%,-39.32%,-44.41%,-62.94%,-59.96%,,13.05%,-23.91%,-31.47%,-47.07%,-47.87%,0.58%,-77.93%,0.58%,31.98,2.00,1.73,-3.35%,200625,6.00
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","Financial","Exchange Traded Fund",,,0.83%,,,,,,,,,,-5.94%,-3.26%,-1.24%,-2.39%,31.18%,22.02%,,1.18%,-7.73%,-5.07%,-1.56%,-10.41%,1.91%,-10.41%,28.78%,25.76,,181.15,-1.64%,25672,
"PRG","PROG Holdings, Inc.","Industrials","Rental & Leasing Services",2996.42,12.20,0.40%,9.80%,-4.80%,66.09,0.40%,4.94%,98.60%,-1.22%,3.13%,,-4.79%,11.55%,-4.65%,-13.53%,-15.40%,-16.24%,1.93,2.90%,-3.99%,0.38%,-3.75%,-11.14%,12.99%,-25.40%,12.99%,44.00,1.70,45.13,0.02%,1133841,67.00
"PRGO","Perrigo Company plc","Healthcare","Drug Manufacturers - Specialty & Generic",4968.33,,2.62%,-43.60%,14.00%,133.80,0.10%,0.00%,91.50%,4.78%,3.24%,,-6.47%,-18.69%,-10.35%,-22.32%,-23.87%,-17.91%,0.98,2.80%,-15.66%,-18.81%,-18.46%,-29.57%,-1.83%,-29.57%,-1.83%,20.22,2.80,35.85,-2.34%,2662481,54.75
"PRGS","Progress Software Corporation","Technology","Software - Application",2129.38,26.66,1.44%,64.60%,3.20%,43.76,1.30%,-6.76%,,1.22%,5.27%,22.30%,-6.00%,-5.76%,4.06%,8.29%,20.82%,7.21%,1.15,2.34%,-6.18%,-3.82%,4.24%,-10.34%,8.74%,-10.34%,21.45%,35.47,1.50,48.41,-0.08%,348598,60.17
"PRI","Primerica, Inc.","Financial","Insurance - Life",5996.36,13.35,1.28%,20.90%,9.50%,39.56,0.60%,-8.79%,92.50%,-0.14%,1.29%,23.40%,-5.62%,-12.54%,-3.79%,-9.77%,12.96%,9.87%,1.39,2.45%,-11.54%,-11.14%,-7.30%,-20.28%,0.57%,-20.28%,11.07%,26.69,2.00,143.10,-2.75%,141660,187.25
"PRIM","Primoris Services Corporation","Industrials","Engineering & Construction",1221.44,9.95,1.07%,24.80%,12.60%,53.77,0.50%,3.81%,94.20%,1.39%,2.63%,5.00%,-11.00%,-16.81%,-12.76%,-29.59%,-7.55%,-18.80%,1.23,3.74%,-16.16%,-16.59%,-27.13%,-26.41%,-2.63%,-48.23%,-2.63%,23.66,2.00,21.62,-3.57%,524208,33.29
"PRK","Park National Corporation","Financial","Banks - Regional",2124.37,13.16,3.17%,8.20%,6.20%,16.29,0.60%,0.00%,51.70%,-1.00%,3.90%,,-8.50%,1.31%,11.12%,3.09%,29.06%,24.27%,0.79,2.47%,-5.73%,-0.05%,4.23%,-10.60%,14.12%,-10.60%,31.93%,40.73,3.00,129.93,-0.12%,27617,128.17
"PRLB","Proto Labs, Inc.","Industrials","Metal Fabrication",1415.89,44.39,,1.40%,10.50%,27.71,0.59%,6.39%,98.30%,-1.41%,16.21%,8.10%,-5.51%,-16.20%,-32.42%,-46.04%,-63.72%,-67.33%,1.47,4.85%,-14.51%,-24.17%,-46.26%,-38.65%,0.62%,-83.03%,0.62%,29.81,2.80,48.63,-2.97%,962768,57.50
"PRLD","Prelude Therapeutics Incorporated","Healthcare","Biotechnology",673.77,,,,,46.33,0.40%,-45.76%,88.00%,3.27%,11.60%,,5.07%,-18.71%,-59.96%,-55.06%,-72.24%,-80.03%,,7.04%,-13.37%,-32.30%,-59.97%,-62.79%,5.53%,-85.58%,5.53%,30.33,2.20,13.75,-3.78%,387164,42.25
"PRM","Perimeter Solutions, SA","Basic Materials","Specialty Chemicals",1846.36,,,,,157.14,,,,,,,-9.13%,,,,,-2.08%,,,-9.83%,-9.83%,-9.83%,-24.04%,4.55%,-24.04%,4.55%,,,11.50,-2.13%,1207742,
"PRMW","Primo Water Corporation","Consumer Defensive","Beverages - Non-Alcoholic",2688.95,,1.44%,-5.05%,10.50%,160.48,1.50%,-28.49%,74.30%,9.52%,2.16%,,-9.33%,4.53%,-6.42%,-4.10%,10.58%,5.99%,1.32,2.92%,-12.84%,-5.72%,-4.43%,-20.43%,1.97%,-20.43%,12.75%,30.51,1.70,16.01,-3.67%,1168597,20.32
"PRN","Invesco DWA Industrials Momentum ETF","Financial","Exchange Traded Fund",2965.14,,0.10%,,,20.41,,,,,,,-4.86%,4.89%,11.03%,13.58%,33.10%,24.11%,1.50,1.72%,-5.49%,2.67%,9.33%,-8.47%,15.03%,-8.47%,32.71%,41.67,,112.82,-2.21%,22102,
"PRNT","The 3D Printing ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-4.41%,-8.27%,-12.93%,-12.06%,17.50%,8.90%,,2.09%,-9.44%,-8.75%,-11.87%,-15.90%,-0.33%,-33.33%,15.74%,28.27,,33.58,-2.01%,96857,
"PRO","PROS Holdings, Inc.","Technology","Software - Application",1644.57,,,4.40%,8.50%,44.39,0.10%,-9.04%,,-2.42%,10.96%,-26.70%,-4.02%,21.07%,-16.00%,-20.28%,-15.32%,-28.46%,1.63,6.22%,-2.74%,-2.04%,-18.28%,-14.44%,47.40%,-34.37%,47.40%,45.09,2.20,34.02,-6.33%,289205,45.62
"PROC","Procaps Group, S.A.","Healthcare","Drug Manufacturers - Specialty & Generic",1162.25,,,,,19.84,16.00%,0.00%,5.90%,-42.31%,3.22%,,4.06%,-1.35%,1.10%,1.38%,2.60%,-1.35%,,5.45%,0.37%,0.27%,-1.60%,-17.36%,23.90%,-17.36%,23.90%,50.39,,9.90,-3.51%,13343,
"PROF","Profound Medical Corp.","Healthcare","Medical Devices",222.80,,,,,20.35,2.04%,0.00%,52.59%,,2.82%,,-8.44%,-18.95%,-26.31%,-38.66%,-45.09%,-46.74%,,5.84%,-11.65%,-21.31%,-37.51%,-34.74%,0.09%,-63.44%,0.09%,30.02,,10.59,-3.29%,72762,
"PROG","Progenity, Inc.","Healthcare","Biotechnology",450.69,,,,,95.85,10.70%,121.57%,34.20%,1.39%,,,-29.66%,-13.06%,251.80%,42.92%,-21.95%,-41.05%,,17.85%,-27.11%,-1.66%,-6.71%,-56.13%,215.36%,-65.39%,314.00%,41.47,2.20,2.72,-13.10%,38358192,3.00
"PROV","Provident Financial Holdings, Inc.","Financial","Banks - Regional",123.32,14.39,3.37%,2.80%,-2.20%,7.53,19.79%,0.00%,56.40%,-8.36%,0.88%,91.50%,-1.25%,-1.95%,-1.83%,-4.48%,14.15%,5.79%,0.58,1.36%,-0.19%,-0.26%,-0.59%,-3.23%,2.63%,-9.09%,19.15%,49.26,3.00,16.80,1.08%,3762,17.83
"PRPB","CC Neuberger Principal Holdings II","Financial","Shell Companies",1073.07,,,,,108.50,,,89.40%,3.59%,0.06%,,0.10%,0.20%,1.02%,0.41%,-1.10%,-4.90%,,0.27%,0.01%,0.28%,-0.48%,-0.60%,0.92%,-13.02%,1.85%,55.33,,9.89,0.00%,251121,
