"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"THQ","Tekla Healthcare Opportunities Fund","Financial","Closed-End Fund - Equity",1016.56,,5.49%,,,41.34,,,19.00%,,,,,-0.04%,4.95%,-0.73%,7.24%,23.51%,20.66%,,1.12%,0.53%,3.89%,6.42%,-1.48%,10.17%,-5.13%,29.42%,59.23,,24.59,-0.49%,43006,
"THR","Thermon Group Holdings, Inc.","Industrials","Specialty Industrial Machinery",618.82,110.42,,-45.20%,-0.40%,33.33,1.80%,0.34%,98.80%,-0.45%,1.05%,40.10%,5.90%,-2.45%,6.32%,11.50%,-5.86%,34.78%,17.27%,1.49,3.06%,1.66%,5.70%,2.10%,-9.93%,17.61%,-18.93%,43.88%,53.52,1.30,18.33,-2.55%,131976,22.00
"THRM","Gentherm Incorporated","Consumer Cyclical","Auto Parts",2757.01,26.57,,-7.10%,1.30%,33.18,0.50%,-4.95%,,2.01%,1.89%,30.30%,12.40%,0.45%,-1.98%,1.40%,20.80%,58.16%,30.83%,1.34,4.00%,2.32%,2.45%,10.98%,-4.75%,18.02%,-4.75%,67.61%,53.36,2.80,85.33,0.36%,165243,89.20
"THRX","Theseus Pharmaceuticals, Inc.","Healthcare","Biotechnology",738.75,,,,,38.80,4.90%,0.00%,,,1.13%,,,11.41%,20.89%,,,,2.48%,,5.81%,12.81%,14.32%,14.32%,-22.41%,38.88%,-22.41%,38.88%,59.51,,19.04,2.64%,330074,25.00
"THRY","Thryv Holdings, Inc.","Communication Services","Internet Content & Information",1304.61,7.59,,15.40%,-5.10%,34.35,0.20%,-99.17%,85.20%,-6.60%,3.40%,63.60%,14.60%,5.47%,26.73%,21.54%,55.02%,287.16%,181.33%,,5.30%,17.42%,24.47%,33.62%,-1.63%,38.92%,-1.63%,328.18%,74.80,1.60,37.98,2.65%,2066457,47.00
"THS","TreeHouse Foods, Inc.","Consumer Defensive","Packaged Foods",2019.77,30.27,,-33.80%,6.30%,55.80,1.08%,0.00%,,7.83%,4.92%,18.10%,2.60%,9.56%,-2.84%,4.92%,-25.57%,-0.91%,-10.73%,0.55,3.70%,2.20%,-1.33%,-15.70%,-7.19%,11.89%,-31.66%,11.89%,51.28,2.70,37.93,-1.94%,607053,39.12
"THTX","Theratechnologies Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",329.21,,,,,94.60,1.19%,0.00%,25.48%,,0.18%,,,2.65%,-0.57%,3.26%,-7.45%,48.72%,39.20%,,2.94%,-0.06%,-2.94%,-0.96%,-21.97%,6.42%,-21.97%,70.59%,48.10,,3.48,0.00%,42992,
"THW","Tekla World Healthcare Fund","Financial","Closed-End Fund - Equity",618.62,,8.41%,,,37.18,,,17.32%,,,,,-0.89%,-1.65%,-1.19%,5.05%,6.80%,5.12%,,0.75%,-1.45%,-0.74%,2.08%,-4.04%,3.10%,-7.14%,16.45%,41.45,,16.64,-0.89%,64494,
"THY","Toews Agility Shares Dynamic Tactical Income ETF","Financial","Exchange Traded Fund",,,2.27%,,,,,,,,,,,-0.30%,-0.77%,-1.22%,-1.86%,-1.06%,-3.07%,,0.19%,-0.59%,-1.03%,-2.00%,-8.40%,0.78%,-8.40%,0.78%,22.21,,24.64,-0.06%,8658,
"TIG","Trean Insurance Group, Inc.","Financial","Insurance - Specialty",461.94,5.11,,,,51.15,0.20%,-98.92%,94.90%,2.99%,1.68%,,52.00%,10.74%,-11.48%,-7.46%,-43.16%,-34.89%,-29.92%,,5.94%,-6.04%,-8.77%,-34.07%,-15.55%,20.79%,-53.09%,20.79%,42.60,2.20,9.18,0.99%,154383,14.67
"TIGO","Millicom International Cellular S.A.","Communication Services","Telecom Services",3337.88,,,7.10%,-8.70%,101.35,36.00%,0.00%,19.90%,-0.24%,0.07%,72.20%,12.60%,-1.88%,-6.88%,-6.76%,-23.01%,-4.27%,-11.04%,0.79,1.27%,-3.87%,-4.47%,-11.62%,-9.33%,-0.17%,-25.29%,-0.17%,39.81,2.70,34.50,-2.18%,50035,46.44
"TIGR","UP Fintech Holding Limited","Financial","Capital Markets",965.22,85.45,,,,144.36,7.41%,0.00%,20.40%,1.12%,28.43%,82.20%,15.80%,-7.58%,-20.53%,-50.41%,-62.16%,16.67%,-17.13%,,8.87%,-11.67%,-31.46%,-62.90%,-58.35%,1.86%,-82.91%,28.52%,34.64,2.00,6.58,-4.08%,4238847,21.68
"TIL","Instil Bio, Inc.","Healthcare","Biotechnology",3090.83,,,,,128.74,6.91%,0.00%,55.00%,0.08%,3.75%,,,0.27%,23.81%,33.51%,21.18%,,-15.62%,,6.88%,7.88%,12.74%,16.32%,-5.79%,39.35%,-24.35%,54.72%,59.63,1.80,22.31,3.82%,471886,30.00
"TILE","Interface, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances",943.40,17.88,0.25%,-25.60%,1.90%,59.06,0.70%,0.00%,94.40%,-1.83%,2.03%,35.90%,8.10%,-2.19%,6.13%,21.13%,5.43%,96.94%,53.43%,1.86,3.80%,2.79%,5.76%,13.30%,-10.65%,17.16%,-10.65%,99.88%,54.25,2.70,16.11,-3.59%,195585,19.33
"TILT","FlexShares Morningstar US Market Factors Tilt Index Fund","Financial","Exchange Traded Fund",,,1.18%,,,,,,,,,,,0.38%,3.18%,6.49%,10.17%,34.86%,26.61%,,0.51%,1.06%,4.10%,8.67%,-0.83%,9.58%,-0.83%,35.71%,63.94,,183.25,0.04%,7483,
"TIMB","TIM S.A.","Communication Services","Telecom Services",5621.03,10.12,3.14%,-2.40%,0.10%,484.08,68.00%,0.00%,5.10%,-0.04%,0.39%,43.10%,16.60%,-5.45%,2.97%,2.53%,5.07%,-7.70%,-16.44%,0.89,3.03%,4.07%,3.36%,0.87%,-6.99%,16.72%,-20.32%,16.72%,53.40,,11.45,-1.04%,337460,
"TINV","Tiga Acquisition Corp.","Financial","Shell Companies",349.02,2535.00,,,,34.50,,,54.20%,5.63%,0.05%,,,-0.17%,0.30%,1.10%,1.40%,,-4.97%,,0.20%,-0.05%,0.12%,-0.17%,-0.59%,1.00%,-10.74%,4.43%,48.62,,10.14,-0.29%,3718,
"TIOA","Tio Tech A","Financial","Shell Companies",337.41,,,,,34.50,,,35.14%,,,,,0.41%,0.51%,-0.81%,,,1.35%,,0.35%,0.43%,0.80%,0.62%,-1.31%,1.98%,-1.71%,1.98%,56.24,,9.78,-0.41%,1308,
"TIOAU","Tio Tech A","Financial","Shell Companies",,,,,,,,,48.53%,,,,,1.82%,2.54%,1.00%,,,0.90%,,0.30%,1.49%,1.73%,1.16%,0.10%,2.96%,-6.57%,2.96%,61.29,,10.09,0.70%,1089,
"TIP","iShares TIPS Bond ETF","Financial","Exchange Traded Fund",,,1.87%,,,,,,,,,,,0.11%,1.86%,1.43%,2.57%,4.13%,2.30%,,0.42%,0.80%,1.38%,2.20%,-0.59%,2.50%,-0.59%,5.73%,63.11,,130.59,0.06%,3099704,
"TIPT","Tiptree Inc.","Financial","Insurance - Specialty",522.10,11.30,1.07%,-47.20%,15.60%,33.56,35.70%,0.02%,37.30%,2.82%,2.50%,64.70%,8.20%,-2.66%,-4.64%,47.68%,37.15%,177.59%,198.61%,1.15,3.71%,-3.95%,15.32%,47.98%,-13.35%,61.88%,-13.35%,211.00%,53.57,,14.99,1.35%,113976,
"TIPX","SPDR Bloomberg Barclays 1-10 Year TIPS ETF","Financial","Exchange Traded Fund",,,2.24%,,,,,,,,,,,0.33%,1.37%,1.23%,1.23%,4.16%,2.46%,,0.31%,0.67%,1.09%,1.45%,-0.18%,1.83%,-0.33%,4.23%,67.68,,21.42,-0.05%,859916,
"TIPZ","PIMCO Broad U.S. TIPS Index ETF","Financial","Exchange Traded Fund",,,2.11%,,,,,,,,,,,0.02%,1.91%,1.42%,3.04%,4.40%,2.64%,,0.40%,0.78%,1.39%,2.43%,-0.78%,2.62%,-0.78%,5.87%,61.91,,67.18,0.05%,36291,
"TIRX","Tian Ruixiang Holdings Ltd","Financial","Insurance Brokers",29.76,,,,,11.62,28.05%,0.00%,7.75%,,4.87%,,,-14.38%,-27.48%,-38.39%,-74.78%,,-89.96%,,5.92%,-16.64%,-25.01%,-87.17%,-42.60%,-5.88%,-97.54%,-5.88%,28.75,,2.56,-7.25%,145850,
"TISI","Team, Inc.","Industrials","Specialty Business Services",100.01,,,-27.64%,8.30%,30.94,1.50%,0.00%,68.00%,-11.16%,2.86%,26.80%,-3.60%,-41.64%,-43.12%,-61.89%,-81.97%,-84.80%,-85.60%,1.87,10.42%,-36.07%,-46.24%,-77.56%,-62.71%,12.95%,-88.66%,12.95%,30.43,2.20,1.57,0.64%,644578,11.50
"TITN","Titan Machinery Inc.","Industrials","Industrial Distribution",761.54,23.87,,20.00%,0.60%,22.26,2.50%,-44.81%,82.10%,1.75%,2.74%,18.50%,3.50%,7.08%,20.23%,25.50%,37.84%,86.58%,75.70%,1.65,3.33%,12.99%,22.03%,24.05%,-0.78%,39.18%,-2.53%,94.51%,71.81,1.20,34.35,2.60%,143419,37.33
"TIXT","TELUS International (Cda) Inc.","Technology","Software - Infrastructure",11598.13,111.11,,,,266.00,12.55%,0.00%,83.49%,,1.02%,82.20%,8.00%,-1.64%,-8.26%,12.77%,15.80%,,14.77%,,2.66%,-6.01%,-3.66%,9.99%,-12.58%,5.01%,-12.58%,29.61%,38.21,,34.89,-0.31%,109824,
"TJX","The TJX Companies, Inc.","Consumer Cyclical","Apparel Retail",87164.44,35.62,1.42%,-46.30%,0.80%,1205.05,0.10%,-8.60%,90.70%,-0.25%,0.75%,28.90%,8.00%,7.15%,14.47%,-1.27%,9.04%,17.37%,7.04%,0.96,2.14%,7.82%,8.40%,7.28%,-4.99%,16.55%,-4.99%,21.03%,69.58,1.90,73.10,-0.61%,9454972,84.18
"TK","Teekay Corporation","Energy","Oil & Gas Integrated",358.32,,,-22.30%,-5.80%,102.31,41.70%,0.00%,32.50%,-0.40%,2.01%,38.10%,5.50%,-4.95%,-7.98%,26.28%,-3.35%,68.78%,60.93%,1.09,3.36%,-4.35%,-3.22%,2.00%,-13.72%,12.34%,-17.03%,71.29%,42.38,3.00,3.46,-1.14%,695284,
"TKAT","Takung Art Co., Ltd.","Consumer Cyclical","Internet Retail",62.60,,,-16.10%,-16.60%,11.58,44.76%,-0.15%,0.80%,-8.41%,10.75%,56.40%,,-3.58%,-27.52%,-2.29%,-70.58%,356.25%,245.27%,3.09,8.28%,-16.64%,-28.57%,-62.05%,-50.39%,6.46%,-93.10%,467.78%,31.69,,5.11,4.29%,927777,5.00
"TKC","Turkcell Iletisim Hizmetleri A.S.","Communication Services","Telecom Services",3595.56,7.45,8.56%,20.20%,17.90%,876.63,67.40%,0.00%,3.60%,-1.28%,0.09%,29.40%,27.20%,-7.67%,-3.76%,-13.71%,-11.85%,-21.65%,-24.12%,0.60,2.07%,-3.61%,-5.74%,-13.82%,-14.44%,3.02%,-32.95%,3.02%,39.38,1.00,4.09,-3.31%,872389,5.60
"TKR","The Timken Company","Industrials","Tools & Accessories",5498.89,15.87,1.57%,11.00%,4.10%,76.07,0.60%,-9.92%,81.60%,-2.67%,1.26%,27.50%,13.10%,-2.15%,2.07%,0.89%,-14.94%,3.42%,-4.50%,1.69,2.41%,1.23%,4.80%,-5.27%,-5.90%,14.26%,-20.03%,14.26%,53.47,1.80,73.88,-0.20%,715038,85.89
"TLH","iShares Trust - iShares 10-20 Year Treasury Bond ETF","Financial","Exchange Traded Fund",,,1.30%,,,,,,,,,,,-0.40%,1.54%,-3.37%,3.79%,-9.32%,-7.44%,,0.74%,-0.08%,-0.53%,0.52%,-3.70%,2.11%,-10.33%,6.72%,48.94,,147.38,0.35%,32965,
"TLIS","Talis Biomedical Corporation","Healthcare","Medical Devices",111.11,,,,,25.65,0.20%,-13.32%,77.00%,0.22%,6.86%,,,-15.58%,-19.89%,-40.45%,-58.18%,,-83.63%,,8.05%,-15.71%,-24.89%,-56.29%,-43.48%,3.17%,-86.58%,3.17%,36.90,3.00,4.55,2.94%,239815,7.00
"TLK","Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk","Communication Services","Telecom Services",25082.55,19.48,3.44%,3.96%,,990.62,,,4.48%,,0.18%,,,-0.74%,-5.59%,8.02%,12.12%,15.10%,8.88%,,1.23%,-2.57%,-1.04%,7.40%,-7.35%,8.53%,-7.35%,23.87%,43.33,1.00,25.32,0.36%,153840,
"TLMD","SOC Telemed, Inc.","Healthcare","Medical Care Facilities",193.54,,,,,89.70,2.60%,0.00%,71.10%,-0.08%,2.46%,33.40%,,20.19%,28.00%,6.22%,-66.23%,-70.74%,-67.35%,,9.28%,9.89%,10.81%,-49.79%,-20.50%,37.63%,-73.00%,37.63%,53.90,1.80,2.56,-9.86%,507061,6.25
"TLRY","Tilray, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",4628.90,,,,109.70%,449.40,2.00%,-19.24%,12.70%,4.23%,10.07%,,,-8.09%,-5.95%,-15.04%,-28.43%,52.88%,31.96%,2.49,7.23%,-4.55%,-4.02%,-36.36%,-21.86%,9.27%,-83.73%,63.66%,44.60,2.80,10.90,-11.67%,42500302,13.06
"TLS","Telos Corporation","Technology","Information Technology Services",1234.22,,,,8.30%,66.62,1.30%,-68.59%,56.40%,9.39%,5.40%,33.70%,-11.50%,-21.42%,-30.73%,-35.61%,-38.21%,,-42.94%,,5.06%,-23.53%,-31.79%,-40.14%,-45.29%,27.16%,-55.02%,27.16%,23.84,1.70,18.82,1.67%,989240,42.14
"TLSA","Tiziana Life Sciences PLC","Healthcare","Biotechnology",27.86,,,-44.80%,,150.22,,,28.30%,-1.99%,1.49%,,,4.35%,-13.25%,-5.88%,-37.39%,-48.57%,-28.71%,,6.28%,-5.36%,-6.81%,-36.26%,-28.36%,9.92%,-72.78%,9.92%,44.56,2.00,1.44,3.60%,214310,7.75
"TLT","iShares Trust - iShares 20+ Year Treasury Bond ETF","Financial","Exchange Traded Fund",,,1.51%,,,,,,,,,,,-0.79%,2.86%,-2.48%,6.64%,-7.82%,-6.92%,,1.03%,0.07%,0.18%,2.19%,-3.28%,3.79%,-9.12%,10.23%,50.60,,146.81,0.38%,11054380,
"TLTD","FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund","Financial","Exchange Traded Fund",,,2.02%,,,,,,,,,,,-0.40%,-0.62%,1.27%,-0.53%,18.59%,11.57%,,0.41%,-0.71%,0.02%,1.20%,-2.67%,4.30%,-3.42%,19.11%,46.77,,73.63,-0.12%,6718,
"TLTE","FlexShares Morningstar Emerging Markets Factor Tilt Index Fund","Financial","Exchange Traded Fund",,,1.73%,,,,,,,,,,,-1.55%,-3.17%,2.09%,-3.36%,12.60%,4.35%,,0.49%,-1.33%,-1.22%,-3.04%,-4.15%,1.95%,-8.79%,12.81%,42.27,,60.69,-0.88%,3787,
"TLYS","Tilly's, Inc.","Consumer Cyclical","Apparel Retail",521.27,12.23,,-16.50%,-0.70%,30.50,1.00%,-55.38%,92.60%,1.88%,3.02%,33.40%,8.60%,6.21%,22.24%,9.30%,40.20%,125.76%,120.78%,2.06,3.16%,12.24%,15.98%,26.31%,0.36%,28.26%,0.00%,133.96%,70.26,2.00,16.93,3.17%,392849,22.00
"TM","Toyota Motor Corporation","Consumer Cyclical","Auto Manufacturers",291170.88,9.43,2.42%,1.60%,-0.90%,1392.16,8.50%,0.00%,1.30%,1.52%,0.06%,19.90%,10.90%,3.14%,3.88%,12.14%,14.58%,30.19%,19.46%,0.53,1.05%,3.24%,3.49%,9.44%,-1.88%,11.69%,-1.88%,37.34%,59.60,1.00,184.65,-0.84%,271688,220.47
"TMAT","Main Thematic Innovation ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-2.15%,-0.21%,3.95%,4.21%,,-5.87%,,1.08%,-1.83%,1.30%,-1.09%,-3.97%,9.30%,-18.73%,10.56%,46.84,,23.25,-1.32%,11669,
"TMBR","Timber Pharmaceuticals, Inc.","Healthcare","Biotechnology",19.34,14.36,,67.50%,48.00%,35.44,9.60%,-36.18%,7.90%,-0.21%,16.43%,,,8.25%,-24.54%,-39.38%,-57.71%,-42.56%,-26.57%,0.07,6.65%,-13.54%,-28.17%,-57.33%,-42.57%,11.35%,-85.05%,11.35%,36.13,3.00,0.55,7.17%,10891974,
"TMC","TMC the metals company Inc.","Basic Materials","Other Industrial Metals & Mining",776.58,,,,,37.50,9.60%,0.00%,11.00%,6.96%,,,,16.93%,-0.81%,-63.22%,-63.25%,-63.25%,-65.99%,,9.86%,12.44%,-27.48%,-58.76%,-76.22%,28.87%,-76.22%,28.87%,47.87,,3.66,0.55%,4355004,11.50
"TMCI","Treace Medical Concepts, Inc.","Healthcare","Medical Devices",1003.97,,,,,52.77,11.60%,-4.35%,26.80%,5.29%,1.37%,80.50%,-8.50%,-10.32%,-21.47%,-21.66%,-33.26%,,-24.79%,,7.19%,-14.18%,-23.12%,-31.37%,-38.10%,0.10%,-48.35%,0.10%,31.84,1.70,19.20,-4.19%,195288,33.00
"TMDI","Titan Medical Inc.","Healthcare","Medical Devices",90.91,,,,,109.53,0.25%,0.00%,3.44%,,,,,-33.60%,-45.39%,-45.75%,-53.37%,9.21%,-51.46%,,8.67%,-44.54%,-45.62%,-52.74%,-53.37%,1.68%,-76.05%,16.90%,17.76,,0.83,-1.19%,1184405,
"TMDX","TransMedics Group, Inc.","Healthcare","Medical Devices",642.16,,,,,27.70,0.30%,-40.47%,71.00%,1.49%,3.43%,67.30%,,-14.72%,-14.50%,-14.56%,-3.73%,61.52%,15.58%,,5.86%,-17.54%,-21.13%,-24.10%,-33.02%,-2.21%,-53.54%,66.91%,30.93,2.00,23.00,-3.64%,390792,45.60
"TME","Tencent Music Entertainment Group","Communication Services","Internet Content & Information",12674.60,22.22,,,,1652.84,9.76%,0.00%,56.60%,-2.66%,4.64%,31.00%,10.50%,-12.84%,-11.21%,1.88%,-49.77%,-52.85%,-60.50%,,5.78%,-7.32%,-3.35%,-48.59%,-16.48%,11.44%,-76.43%,11.44%,42.59,2.20,7.60,-5.71%,17638163,10.58
"TMF","Direxion Daily 20+ Year Treasury Bull 3X Shares","Financial","Exchange Traded Fund",,,2.73%,,,,,,,,,,,-2.76%,8.26%,-8.21%,19.34%,-23.94%,-21.68%,,3.09%,-0.27%,-0.20%,4.97%,-10.27%,10.95%,-27.04%,31.63%,49.74,,27.52,0.81%,869018,
"TMFC","Motley Fool 100 Index ETF","Financial","Exchange Traded Fund",,,0.25%,,,,,,,,,,,2.96%,5.63%,8.15%,20.78%,34.64%,25.88%,,0.98%,2.65%,6.07%,13.38%,0.13%,13.71%,0.13%,35.87%,69.68,,44.46,1.05%,50562,
"TMHC","Taylor Morrison Home Corporation","Consumer Cyclical","Residential Construction",4066.23,8.93,,1.70%,15.50%,124.38,0.30%,-51.08%,99.80%,0.94%,3.51%,19.70%,9.80%,4.30%,18.37%,21.20%,18.17%,33.73%,30.60%,1.78,2.88%,8.32%,18.14%,17.75%,-1.15%,31.01%,-1.15%,47.97%,73.55,2.30,33.50,0.24%,557255,39.88
"TMKR","Tastemaker Acquisition Corp.","Financial","Shell Companies",339.48,,,,,34.50,,,65.10%,-0.78%,0.58%,,,0.10%,0.10%,0.51%,0.92%,,-1.11%,,0.23%,0.06%,0.27%,0.64%,-0.40%,1.13%,-6.29%,3.47%,53.31,,9.84,-0.10%,720,
"TMKRU","Tastemaker Acquisition Corp.","Financial","Shell Companies",,,,,,,,,23.80%,,0.00%,,,-0.20%,0.69%,0.10%,0.51%,,-0.20%,,0.38%,0.13%,0.56%,0.18%,-0.59%,1.80%,-7.64%,3.36%,52.65,,10.16,-0.39%,200,
"TMO","Thermo Fisher Scientific Inc.","Healthcare","Diagnostics & Research",249766.05,29.58,0.16%,26.50%,13.70%,394.00,0.10%,-26.97%,89.90%,0.58%,0.62%,51.10%,27.00%,0.97%,5.29%,14.89%,37.91%,40.39%,36.90%,0.74,2.01%,1.86%,6.39%,23.15%,-2.14%,16.11%,-2.14%,47.08%,62.56,1.80,637.63,0.05%,968749,675.60
"TMP","Tompkins Financial Corporation","Financial","Banks - Regional",1238.36,13.26,2.57%,6.10%,6.10%,14.49,1.50%,-2.31%,56.10%,-2.69%,2.26%,,94.50%,-0.69%,1.18%,4.86%,2.25%,27.47%,18.84%,0.65,2.24%,0.70%,3.55%,4.65%,-2.33%,13.03%,-9.59%,32.06%,53.79,3.00,83.90,0.19%,25021,82.00
"TMPMU","Turmeric Acquisition Corp.","Financial","Shell Companies",,,,,,,4.08%,,37.92%,,0.00%,,,0.00%,0.91%,-0.50%,-3.61%,,-2.63%,,0.93%,-0.11%,-0.17%,-2.51%,-4.76%,1.01%,-12.66%,1.52%,48.82,,10.00,-0.20%,4501,
"TMQ","Trilogy Metals Inc.","Basic Materials","Other Industrial Metals & Mining",332.52,,,63.90%,,144.45,21.93%,-1.08%,47.73%,,0.16%,,,-4.66%,-15.21%,-1.60%,-32.35%,10.84%,-8.00%,1.11,4.03%,-8.43%,-6.32%,-17.63%,-22.03%,8.24%,-39.87%,14.29%,38.93,2.00,1.84,-2.13%,163497,
"TMST","TimkenSteel Corporation","Basic Materials","Steel",715.79,8.36,,-6.30%,-5.60%,46.20,0.70%,-1.62%,75.70%,-0.01%,13.75%,15.50%,7.20%,-0.71%,18.37%,11.51%,9.30%,250.00%,229.76%,1.97,4.88%,6.86%,12.02%,21.12%,-3.75%,27.91%,-11.24%,261.50%,60.30,2.30,15.40,1.85%,675809,18.15
"TMUS","T-Mobile US, Inc.","Communication Services","Telecom Services",146398.13,43.73,,23.60%,16.40%,1248.19,0.20%,-4.46%,41.80%,-0.16%,1.98%,56.90%,9.50%,-1.26%,-4.07%,-17.51%,-14.02%,-8.50%,-13.25%,0.51,1.95%,-0.99%,-4.24%,-11.65%,-12.54%,2.00%,-22.12%,2.00%,40.70,1.90,116.98,-0.18%,4779182,171.46
"TMV","Direxion Daily 20+ Year Treasury Bear 3X Shares","Financial","Exchange Traded Fund",,,,,,,,,,,,,,2.25%,-9.58%,3.11%,-24.55%,8.24%,6.78%,,3.07%,-1.03%,-2.52%,-13.31%,-12.29%,10.14%,-33.12%,13.12%,47.65,,57.67,-1.06%,313163,
"TMX","Terminix Global Holdings, Inc.","Consumer Cyclical","Personal Services",4795.16,42.86,,-33.80%,-5.40%,124.30,0.10%,5.73%,,-1.99%,0.90%,41.80%,10.00%,-2.46%,-3.91%,-5.80%,-19.12%,-18.85%,-22.37%,0.71,2.54%,-2.67%,-4.66%,-14.87%,-14.23%,2.94%,-28.00%,2.94%,40.09,1.70,39.60,-2.49%,614848,53.00
"TNA","Direxion Daily Small Cap Bull 3X Shares","Financial","Exchange Traded Fund",,,0.01%,,,,,,,,,,,-5.50%,9.27%,27.16%,16.71%,110.56%,52.68%,,4.17%,-0.25%,9.27%,10.17%,-11.42%,31.00%,-11.42%,113.94%,51.96,,101.26,-1.28%,10111408,
"TNC","Tennant Company","Industrials","Specialty Industrial Machinery",1531.12,26.15,1.11%,0.80%,4.30%,18.55,0.30%,-15.88%,93.00%,-1.32%,1.03%,41.00%,7.10%,-1.94%,6.71%,14.43%,-0.92%,24.10%,17.63%,1.04,1.93%,1.54%,6.45%,5.17%,-2.80%,17.68%,-5.56%,27.14%,59.08,1.70,82.54,-0.15%,40242,89.00
"TNDM","Tandem Diabetes Care, Inc.","Healthcare","Medical Devices",8547.55,399.36,,53.20%,46.90%,63.17,0.10%,-89.15%,99.10%,4.67%,7.00%,53.40%,4.30%,2.20%,7.54%,21.55%,59.76%,43.78%,43.16%,0.33,3.10%,1.79%,6.78%,32.23%,-4.66%,18.08%,-4.66%,79.79%,55.26,2.20,136.98,-3.87%,502180,148.21
"TNET","TriNet Group, Inc.","Industrials","Staffing & Employment Services",6945.62,24.31,,55.70%,8.70%,66.00,0.80%,-36.32%,95.70%,2.27%,1.05%,19.90%,9.00%,-2.07%,9.24%,15.93%,36.89%,43.42%,31.30%,1.28,2.35%,2.61%,6.91%,24.73%,-3.26%,16.25%,-3.26%,52.43%,60.43,2.00,105.83,-1.12%,201713,106.25
"TNGX","Tango Therapeutics, Inc.","Healthcare","Biotechnology",1013.46,,,,,21.38,9.80%,0.00%,56.30%,293.27%,17.91%,,,-8.48%,-6.09%,6.84%,11.04%,13.81%,3.76%,,5.93%,-8.48%,-13.85%,0.15%,-37.00%,1.19%,-37.00%,33.37%,36.11,,11.87,-12.72%,377061,19.20
"TNK","Teekay Tankers Ltd.","Energy","Oil & Gas Midstream",402.43,,,-23.90%,10.60%,33.90,31.90%,0.00%,30.30%,-3.57%,2.53%,9.60%,-42.20%,-14.13%,-16.06%,12.39%,-23.81%,10.73%,8.72%,-0.04,4.62%,-13.24%,-11.20%,-10.91%,-21.51%,5.93%,-25.61%,17.81%,33.24,2.10,11.97,-3.23%,358563,19.27
"TNL","Travel + Leisure Co.","Consumer Cyclical","Travel Services",4785.08,23.13,2.17%,-21.40%,-15.00%,86.60,2.10%,-5.28%,90.40%,-2.59%,2.74%,49.10%,17.50%,-0.31%,5.29%,11.03%,-13.87%,28.35%,23.43%,1.84,3.12%,-0.16%,-0.05%,-4.86%,-8.77%,6.67%,-18.88%,34.82%,49.12,1.70,55.37,0.45%,342137,72.12
"TNP","Tsakos Energy Navigation Limited","Energy","Oil & Gas Midstream",155.47,,2.50%,-15.90%,1.90%,18.66,33.30%,0.00%,22.00%,-1.23%,1.62%,32.00%,-2.90%,-3.84%,-14.33%,12.03%,-13.87%,1.26%,-0.25%,0.12,3.88%,-9.29%,-12.16%,-9.68%,-34.83%,3.82%,-34.83%,18.67%,30.43,2.00,8.01,-1.35%,159448,13.33
"TNXP","Tonix Pharmaceuticals Holding Corp.","Healthcare","Biotechnology",221.42,,,,,438.19,0.07%,6.25%,18.00%,2.45%,1.75%,,,-6.46%,-13.59%,-23.67%,-55.28%,-12.49%,-25.14%,1.16,5.31%,-9.48%,-12.67%,-47.50%,-26.71%,-2.83%,-76.17%,-2.83%,38.50,2.00,0.51,-4.26%,15290086,3.75
"TNYA","Tenaya Therapeutics, Inc.","Healthcare","Biotechnology",970.55,,,,,45.63,1.20%,0.00%,63.80%,,3.05%,,,-28.09%,2.85%,-6.18%,,,38.57%,,9.67%,-14.86%,-6.77%,-4.94%,-33.53%,18.17%,-33.53%,38.57%,41.63,2.00,21.27,-0.19%,108792,35.67
"TOK","iShares MSCI Kokusai ETF","Financial","Exchange Traded Fund",,,1.49%,,,,,,,,,,,0.75%,3.00%,4.87%,10.29%,28.59%,22.53%,,0.33%,1.04%,3.77%,8.59%,-0.41%,8.93%,-0.41%,29.42%,65.59,,102.39,0.15%,2748,
"TOKE","Cambria Cannabis ETF","Financial","Exchange Traded Fund",,,3.56%,,,,,,,,,,,-4.59%,-5.20%,-8.91%,-21.99%,1.12%,-7.69%,,2.72%,-3.61%,-4.36%,-22.36%,-12.22%,1.50%,-53.09%,1.50%,42.00,,13.50,-4.26%,23394,
