no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
5565,OAS,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,USA,2570.84,3.11,5.22,1.04,1.82,2.95,5.73,5.22,1.48%,2.60%,43.29,885.80%,59.96%,,3.00%,6.50%,,48.30%,19.81,18.59,0.50%,1.19%,95.20%,-0.92%,5.49%,3.84,33.50%,98.90%,-229.30%,1.1,1.1,1.15,0.0,63.80%,,61.80%,0.45%,-2.99%,2.46%,58.44%,162.37%,6.95%,,7.26,5.46%,5.87%,-1.35%,3.17%,27.61%,-8.58%,19.84%,-8.58%,180.52%,49.21,2.00%,-3.00%,2.1,265.92,0.92,134.74,-1.06%,245516,,166.0,11/20/2020,136.73,1.48%,66.0,99,2.32,134.74,136.55,130.95,106.68,50.0,147.39,13.0,23.2,59.333333333333336,True
5571,OBNK,"Origin Bancorp, Inc.",Financial,Banks - Regional,USA,1043.12,9.61,11.85,,4.32,1.47,2.56,9.63,1.18%,11.80%,4.6,-32.10%,7.59%,3.70%,,10.90%,105.10%,0.00%,23.41,21.64,1.60%,0.00%,55.80%,-1.77%,0.87%,3.72,1.10%,12.40%,20.70%,,,0.22,0.22,,89.40%,34.70%,-1.60%,-1.14%,-4.70%,8.68%,30.69%,2.98%,1.06,1.11,2.18%,2.88%,2.20%,2.51%,2.93%,-2.86%,11.28%,-7.10%,34.80%,55.3,1.47%,0.81%,1.6,50.79,1.49,44.2,2.29%,75893,1/26/2022 4:30:00 PM,52.6,5/9/2018,44.2,0.00%,81.0,86,1.16,44.2,43.26,43.15,42.94,32.79,47.58,9.0,19.0,58.666666666666664,True
5599,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1415.03,11.02,8.95,1.38,3.15,1.39,0.51,,1.69%,11.60%,2.58,43.70%,14.28%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.86,0.90%,1.36%,94.40%,-0.32%,1.61%,2.89,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,-0.63%,-6.94%,5.22%,20.73%,51.49%,7.00%,1.35,0.95,2.62%,3.81%,2.05%,4.82%,14.10%,-8.12%,18.56%,-8.12%,54.29%,55.41,1.57%,0.94%,2.0,271.95,0.64,28.42,2.53%,174699,1/19/2022 8:30:00 AM,35.33,3/26/1987,28.4,-0.07%,69.0,94,1.34,28.42,27.76,27.19,24.93,18.42,30.93,10.0,24.31,57.666666666666664,True
5705,ORRF,"Orrstown Financial Services, Inc.",Financial,Banks - Regional,USA,288.12,8.44,10.2,,3.07,1.02,0.9,8.5,3.04%,22.60%,2.96,49.00%,4.74%,19.90%,,20.90%,43.20%,-8.30%,10.98,10.83,3.50%,-6.35%,46.50%,3.66%,0.59%,2.94,1.20%,13.10%,25.50%,,,0.12,0.12,,95.50%,36.30%,-0.32%,-2.50%,1.13%,6.06%,33.10%,-0.75%,0.97,0.65,2.59%,2.72%,1.21%,1.69%,3.83%,-3.20%,7.66%,-3.47%,38.48%,53.37,0.77%,1.10%,2.5,21.64,0.56,25.01,1.87%,12138,,28.0,8/25/1998,25.01,0.00%,53.0,88,1.19,25.01,24.7,24.62,24.09,18.06,25.91,18.0,11.96,53.0,True
5707,OSBC,"Old Second Bancorp, Inc.",Financial,Banks - Regional,USA,410.91,11.57,9.48,1.65,4.09,1.3,0.78,7.57,1.38%,7.80%,1.26,-28.90%,24.76%,15.20%,7.00%,8.90%,-15.60%,-0.80%,28.71,25.93,4.40%,3.91%,76.20%,3.43%,0.66%,1.17,1.20%,11.80%,20.50%,,,0.47,0.47,,99.60%,37.00%,1.18%,2.76%,6.14%,21.08%,30.31%,15.41%,1.19,0.4,2.39%,3.05%,5.52%,10.19%,12.35%,0.55%,21.59%,0.55%,36.56%,67.01,0.83%,1.12%,1.8,146.06,1.08,14.53,1.96%,157916,,17.0,11/16/1993,14.53,0.00%,75.0,84,1.13,14.53,13.8,13.23,12.94,10.64,14.45,25.0,17.0,61.333333333333336,True
5743,OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,USA,10208.65,,4.93,,1.49,2.78,1276.08,6.56,1.38%,,-2.26,1417.10%,62.84%,5.70%,,6.60%,95.30%,50.30%,261.1,260.25,0.93%,0.00%,75.10%,1.16%,2.37%,1.97,-4.10%,-14.80%,-53.20%,0.4,0.4,1.27,1.27,51.80%,-7.60%,-8.50%,3.90%,-2.06%,12.73%,70.44%,76.54%,20.12%,3.46,2.06,4.99%,5.69%,2.31%,10.25%,26.05%,-6.08%,37.13%,-6.08%,93.31%,54.97,0.32%,-3.17%,2.1,3133.09,0.73,40.48,-2.86%,2280620,2/24/2022 4:30:00 PM,50.26,8/21/2001,41.4,2.27%,66.0,97,1.57,40.48,39.63,36.87,32.19,20.94,43.1,24.0,24.16,62.333333333333336,True
5751,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,35227.4,,11.18,,1.57,4.09,17.11,5.69,0.10%,,-0.79,155.00%,63.94%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.01,0.21%,0.00%,71.00%,0.57%,3.75%,2.09,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,1.27%,12.22%,24.61%,65.49%,49.08%,37.46%,2.12,1.95,4.63%,5.33%,4.03%,18.29%,33.22%,-7.66%,52.98%,-7.66%,84.32%,58.51,0.71%,-4.03%,2.5,16747.79,1.41,39.85,-3.35%,23595681,2/24/2022 4:30:00 PM,43.68,7/2/1962,39.8,-0.13%,53.0,94,1.32,39.85,38.5,33.9,29.98,21.62,43.16,6.0,9.61,51.0,True
5761,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,6060.66,10.03,10.26,1.0,5.23,1.53,1.21,15.47,1.96%,19.80%,5.09,-372.30%,11.02%,-42.10%,10.00%,4.50%,926.80%,217.40%,117.18,115.14,1.00%,-1.62%,89.80%,-0.53%,2.78%,3.89,1.80%,15.70%,19.30%,,,0.22,0.0,,,50.90%,0.79%,-0.29%,4.40%,26.39%,40.05%,13.02%,1.41,1.81,3.23%,4.03%,5.80%,8.78%,14.24%,-1.47%,25.15%,-1.47%,44.54%,62.67,3.53%,0.88%,1.8,822.69,0.65,51.05,4.44%,534668,1/19/2022 4:30:00 PM,59.4,6/5/2000,51.05,0.00%,75.0,89,1.22,51.05,48.31,47.08,44.72,35.32,51.81,14.0,16.36,59.333333333333336,True
5854,PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,USA,5919.56,140.48,5.52,5.16,4.63,2.27,59.25,4.79,0.82%,53.90%,0.42,-733.00%,23.92%,-33.40%,27.20%,17.60%,570.40%,95.20%,98.18,95.87,1.20%,-5.39%,,1.28%,8.20%,5.52,0.80%,1.70%,-15.10%,0.5,0.5,0.49,0.49,77.50%,9.30%,3.30%,2.95%,3.97%,3.34%,51.84%,103.29%,20.38%,2.99,3.1,5.38%,5.77%,0.51%,9.06%,24.70%,-7.41%,33.45%,-7.41%,113.07%,53.72,2.68%,-1.95%,2.0,1424.55,1.09,58.72,0.67%,1556853,2/28/2022 4:30:00 PM,74.0,3/17/1980,58.72,0.00%,69.0,98,1.77,58.72,58.63,54.15,47.58,27.85,63.42,25.0,26.02,64.0,True
5894,PFBC,Preferred Bank,Financial,Banks - Regional,USA,1166.08,12.34,10.29,1.23,5.53,2.1,1.06,12.38,2.17%,25.20%,6.41,-9.80%,8.08%,16.90%,10.00%,17.70%,53.20%,1.50%,14.88,14.68,1.70%,0.00%,77.40%,-1.38%,3.12%,5.0,1.50%,14.70%,20.10%,,,0.26,0.26,,84.80%,38.20%,-2.31%,-2.41%,11.82%,33.52%,49.80%,10.20%,1.3,2.16,2.38%,2.87%,0.60%,6.31%,17.20%,-3.49%,27.56%,-3.49%,52.84%,55.05,1.48%,1.19%,2.2,91.63,0.68,79.11,2.69%,62525,1/19/2022 4:30:00 PM,89.5,8/19/1999,79.11,0.00%,63.0,94,1.32,79.11,78.57,74.67,67.56,51.76,81.97,12.0,13.13,56.333333333333336,True
5930,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,USA,687.87,12.85,10.49,10.7,4.3,1.3,1.07,11.18,0.53%,8.60%,2.93,-50.70%,8.40%,-1.40%,1.20%,10.80%,3.80%,-0.20%,18.76,16.7,1.40%,-11.47%,77.50%,2.79%,0.65%,2.43,0.70%,8.30%,17.30%,,,0.34,0.34,,80.90%,27.60%,-1.57%,0.99%,6.93%,14.86%,42.83%,6.36%,1.17,1.13,1.93%,3.55%,2.94%,5.14%,12.06%,-1.98%,16.06%,-1.98%,45.14%,58.71,0.43%,0.81%,2.0,44.61,0.54,37.65,1.24%,23946,1/28/2022 8:30:00 AM,41.94,4/27/1999,37.65,0.00%,69.0,90,1.25,37.65,36.62,35.89,33.63,25.94,38.41,20.0,11.39,59.666666666666664,True
6189,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,37208.9,,11.22,,0.39,2.15,12.84,,4.16%,,-1.16,-232.00%,3.02%,-26.00%,13.00%,-8.30%,149.80%,89.90%,440.19,436.94,0.30%,-10.68%,70.30%,-0.54%,2.64%,3.21,-3.10%,-9.30%,-12.70%,1.2,0.8,0.74,0.82,7.70%,-3.90%,-1.80%,-0.45%,-0.18%,12.05%,26.37%,9.65%,22.03%,1.51,3.01,2.76%,3.70%,1.24%,10.34%,12.58%,-5.48%,28.95%,-6.28%,39.93%,55.99,-0.09%,-2.23%,1.9,3589.14,0.95,88.42,-2.32%,3393965,1/28/2022 8:30:00 AM,99.71,4/12/2012,88.24,-0.20%,72.0,71,0.98,88.42,87.32,80.51,78.56,63.19,94.34,20.0,12.77,54.333333333333336,True
6196,PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,USA,2612.09,,,,2.35,1.49,13.65,318.55,0.59%,,-2.12,-103.90%,58.20%,-16.40%,,-9.90%,26.60%,72.80%,215.11,211.14,0.40%,-0.96%,83.40%,0.31%,4.67%,3.37,-13.60%,-23.00%,,1.6,1.5,0.52,0.52,21.50%,-41.90%,-38.50%,27.66%,31.62%,60.02%,90.59%,115.40%,60.59%,2.82,0.67,8.61%,6.76%,28.22%,42.31%,53.37%,3.75%,90.32%,3.75%,126.54%,80.59,7.02%,-2.91%,2.1,2926.01,2.04,13.57,3.91%,5979417,2/10/2022 8:30:00 AM,12.13,11/2/1993,13.32,-1.84%,66.0,99,1.88,13.57,10.75,9.66,8.88,5.99,13.08,14.0,-10.61,59.666666666666664,True
6226,PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,USA,1211.72,,26.45,,1.55,1.53,14.32,42.37,,,-0.77,-167.60%,228.60%,-13.20%,-10.90%,6.70%,83.00%,87.10%,103.26,74.72,0.10%,-70.41%,75.00%,-0.81%,3.30%,2.85,-7.30%,-9.20%,-11.90%,1.3,1.2,0.0,0.0,24.60%,-13.10%,-10.00%,14.56%,17.69%,38.54%,83.43%,28.05%,54.44%,2.8,0.59,5.99%,5.98%,14.46%,29.76%,36.06%,-1.84%,71.14%,-10.58%,95.77%,73.52,4.08%,-3.53%,2.2,863.06,0.94,12.51,0.40%,810888,2/22/2022 4:30:00 PM,12.36,3/17/2017,12.51,0.00%,63.0,83,1.11,12.51,11.03,9.73,9.2,6.39,13.99,-0.0,-1.2,48.666666666666664,True
6248,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,51478.8,43.07,10.33,,3.6,2.31,71.01,14.87,1.05%,59.00%,5.09,-126.30%,64.94%,7.50%,,19.50%,889.30%,167.20%,244.0,242.59,0.40%,0.16%,86.50%,-0.01%,2.46%,2.73,4.30%,7.00%,1.50%,0.6,0.6,0.29,0.3,49.30%,28.50%,9.30%,-0.75%,1.61%,22.02%,53.71%,63.64%,20.51%,1.66,7.8,3.52%,3.66%,0.05%,9.75%,28.26%,-5.87%,31.27%,-5.87%,69.16%,54.87,0.95%,-3.09%,1.9,2188.41,1.36,219.18,-2.17%,2985195,2/16/2022 4:30:00 PM,238.85,12/22/1987,219.18,0.00%,72.0,95,1.42,219.18,219.22,200.55,173.17,131.76,232.84,27.0,8.97,64.66666666666667,True
6277,QCRH,"QCR Holdings, Inc.",Financial,Banks - Regional,USA,908.89,9.44,8.5,0.94,4.54,1.41,2.62,9.61,0.41%,5.00%,6.21,5.60%,10.95%,18.70%,10.00%,17.10%,82.60%,1.60%,15.63,15.0,0.30%,-0.82%,71.80%,2.16%,2.32%,6.15,1.30%,12.20%,17.70%,,,0.23,0.23,,82.00%,37.90%,0.36%,-5.12%,2.75%,19.35%,42.54%,4.64%,1.08,1.83,1.99%,3.62%,1.34%,2.91%,12.30%,-6.00%,12.63%,-6.00%,47.07%,55.05,1.47%,1.03%,1.7,56.55,0.88,58.6,2.52%,49816,1/25/2022 4:30:00 PM,69.2,10/6/1993,58.6,0.00%,78.0,90,1.25,58.6,57.66,57.02,52.23,39.85,62.34,20.0,18.09,62.666666666666664,True
6374,RBB,RBB Bancorp,Financial,Banks - Regional,USA,523.76,11.6,8.62,,3.68,1.13,1.33,3.01,2.11%,17.20%,2.29,-14.10%,12.66%,14.90%,,26.80%,79.80%,5.70%,19.34,16.04,17.00%,-5.87%,38.50%,0.53%,0.64%,3.82,1.20%,10.30%,13.80%,,,0.41,0.41,,80.30%,31.90%,-1.45%,-3.42%,-1.48%,5.44%,41.65%,1.37%,0.87,0.77,1.95%,3.09%,-1.03%,1.82%,6.27%,-8.68%,15.18%,-8.68%,44.94%,49.76,1.14%,1.12%,2.4,27.04,0.43,26.56,2.27%,11524,1/24/2022 4:30:00 PM,32.2,7/26/2017,26.56,0.00%,56.0,90,1.25,26.56,26.79,26.13,25.01,18.33,29.08,14.0,21.23,53.333333333333336,True
6465,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,24195.96,10.16,11.15,0.4,5.93,1.43,0.88,16.92,2.69%,24.30%,2.49,-31.50%,9.67%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.47%,-0.54%,77.20%,0.55%,2.20%,2.27,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,0.80%,-0.47%,4.33%,26.83%,26.32%,16.01%,1.36,0.84,2.72%,3.58%,6.38%,9.33%,15.55%,-0.94%,24.89%,-0.94%,40.34%,62.55,1.65%,1.47%,2.3,9184.0,0.87,25.29,3.14%,7950554,1/20/2022 8:30:00 AM,26.61,3/17/1980,25.29,0.00%,59.0,82,1.1,25.29,23.8,23.2,21.9,18.02,25.53,21.0,5.22,54.0,True
6509,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23816.95,15.5,12.45,1.81,2.28,2.7,2.9,11.2,1.21%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.58,0.40%,-7.02%,76.50%,-0.29%,1.61%,2.53,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,-2.11%,3.61%,13.11%,23.84%,44.17%,11.91%,1.11,3.4,2.80%,3.39%,5.74%,8.69%,18.64%,-4.27%,20.79%,-4.27%,48.02%,59.75,1.54%,1.08%,1.9,1180.15,0.96,112.36,2.63%,1130482,1/26/2022 4:30:00 PM,133.88,7/1/1983,112.36,0.00%,72.0,91,1.26,112.36,106.63,103.71,94.83,75.91,117.37,15.0,19.15,59.333333333333336,True
6628,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA,66.32,,,,0.73,0.12,0.14,1.09,37.06%,,-0.71,-304.10%,,-16.80%,,-10.70%,44.70%,-24.70%,21.12,17.3,17.70%,-49.96%,67.20%,-1.38%,6.54%,2.0,-4.10%,-7.20%,-10.90%,,,0.0,0.0,67.00%,12.00%,-46.60%,-0.32%,0.03%,5.96%,34.01%,102.36%,0.18%,1.82,0.1,2.30%,3.85%,0.02%,1.36%,26.35%,-9.01%,9.01%,-9.01%,120.83%,51.69,0.32%,0.65%,2.0,564.52,0.23,3.13,0.97%,129496,,28.0,6/26/2018,3.13,0.00%,69.0,98,1.76,3.13,3.13,3.09,2.49,1.42,3.44,28.0,794.57,65.0,True
6650,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1576.8,,,,685.57,6.45,5.65,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,25.38,34.82%,0.00%,69.90%,3.12%,6.86%,5.73,,,,19.0,19.0,0.0,0.0,,,,14.20%,23.29%,26.78%,95.20%,,10.04%,,3.01,7.32%,8.51%,19.75%,23.85%,58.22%,-1.49%,66.20%,-1.49%,170.08%,67.82,4.87%,0.46%,1.4,304.26,0.56,43.51,5.35%,171839,,49.0,3/12/2021,41.34,-4.99%,88.0,96,1.51,43.51,36.75,35.45,27.6,16.11,44.17,16.0,12.62,66.66666666666667,True
6757,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,176586.32,31.73,18.56,1.46,9.3,3.56,5.14,30.11,0.80%,30.30%,2.83,-20.60%,26.54%,15.60%,21.70%,13.20%,55.90%,85.00%,1888.0,1600.54,7.19%,-2.06%,87.80%,0.22%,1.08%,2.38,0.70%,8.90%,0.60%,,,0.41,8.8,97.50%,31.80%,22.00%,-5.60%,-6.17%,9.42%,23.64%,46.23%,6.59%,1.0,3.0,3.08%,3.41%,-1.03%,2.38%,15.50%,-6.86%,15.43%,-6.86%,52.86%,49.07,0.55%,1.61%,2.0,7267.56,0.83,89.64,2.17%,6049485,1/18/2022 8:30:00 AM,104.69,9/22/1987,89.99,0.39%,69.0,92,1.29,89.64,90.44,87.78,77.71,58.64,96.24,21.0,16.79,60.666666666666664,True
6829,SF,Stifel Financial Corp.,Financial,Capital Markets,USA,8383.77,11.83,9.51,0.83,1.75,2.06,4.08,36.36,0.76%,8.70%,6.66,13.70%,14.72%,39.60%,14.18%,9.90%,58.60%,28.70%,107.38,100.92,3.20%,-0.58%,86.90%,-0.84%,0.95%,1.7,2.20%,16.60%,9.90%,,,0.3,0.35,99.10%,18.50%,13.50%,-3.25%,6.85%,3.52%,16.59%,36.23%,11.87%,1.34,2.83,3.60%,3.90%,6.09%,8.69%,12.71%,-5.40%,22.37%,-5.40%,38.67%,58.79,0.54%,1.59%,2.0,564.12,0.9,78.78,2.14%,508624,1/26/2022 8:30:00 AM,97.0,7/19/1983,78.78,0.00%,69.0,87,1.18,78.78,74.68,72.66,69.94,56.81,83.28,9.0,23.13,55.0,True
6999,SM,SM Energy Company,Energy,Oil & Gas E&P,USA,3959.06,,6.93,,1.9,2.57,132.85,4.03,0.06%,,-4.83,-304.60%,258.11%,-0.30%,10.00%,-5.70%,180.40%,170.50%,121.46,119.07,1.10%,-6.15%,88.90%,5.69%,4.58%,2.11,-11.00%,-31.80%,-14.10%,0.3,0.3,1.27,1.27,78.10%,-20.30%,-26.50%,3.44%,-5.62%,-0.49%,108.69%,145.95%,17.30%,5.59,2.43,6.08%,7.71%,0.86%,6.79%,33.56%,-9.55%,37.06%,-9.59%,216.23%,51.46,2.01%,-4.61%,2.4,2586.66,0.9,34.58,-2.70%,2338268,2/24/2022 4:30:00 PM,45.04,12/16/1992,34.65,0.20%,56.0,99,2.18,34.58,34.28,32.51,25.98,10.94,38.25,28.0,30.25,61.0,True
7002,SMBC,"Southern Missouri Bancorp, Inc.",Financial,Banks - Regional,USA,474.71,9.62,10.13,,4.26,1.58,2.43,9.59,1.49%,12.90%,5.58,74.30%,0.49%,21.40%,,14.20%,-44.80%,-48.70%,8.85,7.71,4.30%,-0.50%,52.50%,4.93%,0.49%,1.37,1.80%,17.30%,27.20%,,,0.05,0.05,,90.80%,44.60%,-2.24%,-3.50%,-3.83%,18.83%,52.08%,2.93%,0.91,1.44,2.09%,2.76%,-0.85%,0.31%,10.51%,-8.21%,13.22%,-13.29%,54.62%,47.66,0.28%,0.47%,2.5,27.74,0.53,53.7,0.75%,14607,,63.5,4/12/1994,53.72,0.03%,53.0,94,1.33,53.7,54.14,53.53,48.65,34.73,61.93,20.0,18.25,55.666666666666664,True
7073,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7804.27,10.9,10.97,1.36,4.72,1.66,2.9,6.97,2.47%,33.60%,4.9,-34.20%,12.40%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.22,0.70%,-16.76%,79.60%,0.23%,1.76%,2.62,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,0.62%,-0.47%,8.21%,24.38%,27.87%,11.57%,1.48,1.6,2.69%,3.41%,5.15%,8.02%,15.33%,-1.18%,23.49%,-1.18%,39.02%,62.94,1.39%,1.25%,1.9,966.53,0.73,53.41,2.65%,702380,1/20/2022 8:30:00 AM,60.53,11/1/1982,53.38,-0.06%,72.0,83,1.11,53.41,50.83,49.6,46.34,38.42,54.05,21.0,13.33,58.666666666666664,True
7121,SPFI,"South Plains Financial, Inc.",Financial,Banks - Regional,USA,514.04,9.21,11.42,,3.81,1.31,1.57,6.62,1.23%,5.90%,3.17,44.20%,7.13%,,,,-10.20%,-0.30%,17.93,11.41,9.80%,0.00%,22.80%,-1.16%,0.66%,2.77,1.70%,16.00%,21.00%,,,0.31,0.31,,90.90%,45.50%,-1.39%,-0.88%,10.61%,26.53%,49.69%,4.96%,,0.76,3.25%,2.61%,0.90%,3.87%,16.65%,-2.34%,15.19%,-2.34%,53.23%,55.07,1.74%,1.16%,2.0,27.32,0.65,29.19,2.93%,17876,1/27/2022 4:30:00 PM,33.25,5/9/2019,29.19,0.00%,69.0,92,1.29,29.19,28.92,28.18,25.05,19.05,29.89,13.0,13.91,58.0,True
7230,SSB,SouthState Corporation,Financial,Banks - Regional,USA,6334.67,13.51,13.6,1.13,5.84,1.32,0.9,11.38,2.16%,31.20%,6.7,-59.10%,15.95%,-11.80%,12.00%,21.90%,29.90%,-8.10%,70.07,69.27,1.00%,-1.07%,84.10%,-0.03%,3.24%,6.35,1.10%,9.00%,16.40%,,,0.07,0.07,,,39.40%,2.00%,-2.77%,7.64%,28.38%,12.51%,13.04%,0.89,2.74,2.65%,3.49%,5.94%,8.34%,13.90%,-2.98%,21.49%,-2.98%,44.66%,64.89,3.14%,0.72%,2.5,353.43,0.99,90.56,3.89%,349345,1/24/2022 4:30:00 PM,90.56,1/28/1997,90.56,0.00%,53.0,72,0.99,90.56,85.62,83.84,79.54,62.6,93.34,19.0,0.0,48.0,True
7285,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,903.15,15.75,11.9,1.43,0.59,2.79,7.67,7.92,,0.00%,1.98,2.00%,22.09%,22.40%,11.00%,18.00%,34.70%,20.80%,28.71,27.66,3.10%,-4.27%,87.00%,0.39%,1.68%,2.59,5.80%,19.80%,11.30%,1.3,1.1,0.93,1.0,13.50%,7.20%,3.80%,5.47%,12.01%,10.90%,41.55%,48.97%,18.78%,1.29,1.27,4.34%,4.67%,14.54%,16.25%,28.63%,3.27%,30.28%,3.27%,62.71%,71.09,5.58%,1.44%,2.5,179.13,1.46,31.24,7.10%,260784,,32.0,7/12/1991,31.33,0.29%,53.0,94,1.32,31.24,27.46,26.98,24.34,19.2,30.25,23.0,2.43,56.666666666666664,True
7295,STT,State Street Corporation,Financial,Asset Management,USA,37537.74,13.96,9.62,0.98,19.09,1.38,0.25,,2.27%,32.60%,7.19,17.60%,23.17%,7.20%,14.29%,0.80%,35.40%,-6.50%,347.72,346.19,0.20%,-7.74%,92.00%,-0.39%,0.87%,1.27,0.70%,9.40%,4.20%,,,0.51,0.0,,98.50%,,-1.50%,-3.32%,0.40%,13.81%,33.48%,7.87%,1.53,3.11,2.66%,3.71%,3.65%,4.62%,10.81%,-4.34%,15.09%,-4.34%,40.56%,57.41,0.30%,1.36%,2.2,2367.39,0.46,100.32,1.66%,1097266,1/19/2022 8:30:00 AM,116.43,3/17/1980,100.32,0.00%,63.0,87,1.17,100.32,96.75,96.1,90.61,71.37,104.87,14.0,16.06,54.666666666666664,True
7402,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1794.31,16.16,13.65,1.35,8.17,2.72,5.62,9.21,,0.00%,1.88,54.30%,18.89%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.7,1.90%,-23.96%,,2.19%,1.92%,2.39,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,-2.13%,-5.54%,-3.87%,24.80%,44.48%,19.87%,1.34,1.36,3.89%,4.76%,2.75%,10.19%,15.57%,-7.19%,33.07%,-9.05%,55.19%,56.03,2.50%,1.51%,1.5,424.46,0.64,30.34,4.05%,272037,1/27/2022 4:30:00 PM,37.33,2/3/2004,30.34,0.00%,84.0,93,1.3,30.34,29.49,27.6,26.29,19.55,33.36,15.0,23.04,64.0,True
7490,TGH,Textainer Group Holdings Limited,Industrials,Rental & Leasing Services,Bermuda,2068.49,8.18,5.87,0.68,2.56,1.31,6.48,,2.53%,4.50%,4.83,297.10%,12.28%,50.90%,12.00%,11.50%,67.60%,25.90%,49.09,44.08,76.40%,0.00%,65.50%,13.17%,3.55%,3.79,4.00%,19.50%,6.30%,0.9,0.9,3.35,3.61,87.60%,53.30%,33.90%,-3.33%,-2.28%,5.56%,19.65%,76.00%,10.50%,1.2,1.71,4.42%,4.46%,3.42%,7.40%,15.39%,-5.80%,21.83%,-5.80%,88.17%,55.83,2.15%,1.26%,2.0,413.32,2.3,39.46,3.43%,948862,2/10/2022 4:30:00 PM,53.5,10/10/2007,39.4,-0.15%,69.0,98,1.63,39.46,38.16,36.87,34.26,20.97,41.89,25.0,35.58,64.0,True
7512,THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,USA,3082.69,28.09,25.96,1.12,2.84,4.56,15.8,21.82,,0.00%,3.21,23.10%,28.24%,-7.10%,25.00%,1.30%,-36.30%,-6.20%,33.18,32.98,0.50%,-6.14%,,1.65%,2.14%,2.88,11.20%,17.20%,8.60%,2.7,1.9,0.06,0.06,30.30%,12.40%,9.90%,1.03%,-8.51%,6.34%,8.65%,28.11%,3.79%,1.27,3.4,3.18%,3.99%,0.27%,3.34%,11.59%,-8.89%,21.28%,-8.89%,39.94%,52.93,2.71%,1.34%,2.1,245.3,0.74,90.19,4.09%,180524,2/17/2022 8:30:00 AM,91.8,6/10/1993,90.19,0.00%,66.0,83,1.12,90.19,89.63,87.36,80.9,64.45,99.0,19.0,1.79,56.0,True
