"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"PSO","Pearson plc","Communication Services","Publishing",6439.41,17.32,3.14%,24.10%,-5.30%,753.20,1.90%,0.00%,1.50%,-6.81%,0.07%,49.80%,8.90%,1.78%,0.82%,-17.96%,-28.71%,5.79%,-6.43%,0.31,1.53%,1.63%,-7.19%,-19.76%,-18.57%,7.48%,-30.24%,7.48%,45.84,2.00,8.64,0.58%,489177,9.70
"PSP","Invesco Global Listed Private Equity ETF","Financial","Exchange Traded Fund",,,6.08%,,,,,,,,,,,0.00%,6.34%,3.23%,8.21%,34.06%,23.22%,,0.75%,0.88%,4.43%,6.83%,-0.93%,12.85%,-0.93%,35.18%,61.07,,16.60,-0.06%,67243,
"PSPC","Post Holdings Partnering Corporation","Financial","Shell Companies",,,,,,,,,6.55%,,,,,-0.38%,-0.10%,0.83%,,,-1.22%,,0.37%,-0.15%,-0.17%,0.13%,-1.12%,1.14%,-4.80%,2.86%,46.17,,9.72,-0.10%,400,
"PSQ","ProShares Short QQQ","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.64%,-6.42%,-9.67%,-20.10%,-29.53%,-24.15%,,1.10%,-2.45%,-5.81%,-13.48%,-12.12%,0.89%,-30.58%,0.89%,31.53,,10.94,0.09%,3507445,
"PSR","Invesco Active U.S. Real Estate Fund","Financial","Exchange Traded Fund",,,2.53%,,,,,,,,,,,0.26%,4.10%,4.14%,13.82%,26.92%,28.75%,,0.76%,1.44%,3.91%,9.99%,-0.22%,9.83%,-0.36%,36.24%,64.46,,112.60,0.69%,18936,
"PST","ProShares UltraShort 7-10 Year Treasury","Financial","Exchange Traded Fund",,,,,,,,,,,,,,2.93%,0.24%,4.84%,-2.71%,6.27%,6.79%,,0.76%,0.03%,0.95%,0.00%,-1.74%,4.53%,-5.54%,6.51%,51.96,,16.38,-0.79%,331632,
"PSTG","Pure Storage, Inc.","Technology","Computer Hardware",8073.31,,,16.50%,30.80%,283.93,3.50%,-0.73%,82.80%,0.12%,7.73%,68.00%,-12.20%,-2.53%,8.44%,46.36%,57.50%,53.55%,24.41%,1.37,2.76%,1.17%,4.32%,23.28%,-5.25%,12.51%,-6.16%,65.04%,55.78,1.90,27.71,-1.49%,3563840,31.29
"PSTH","Pershing Square Tontine Holdings, Ltd.","Financial","Shell Companies",3956.06,,,,,200.00,,,47.00%,5.98%,0.70%,,,-0.15%,0.51%,-1.05%,-21.45%,-17.11%,-28.54%,,0.37%,0.08%,0.34%,-13.49%,-0.75%,0.81%,-41.91%,1.38%,51.59,,19.81,0.00%,453035,
"PSTI","Pluristem Therapeutics Inc.","Healthcare","Biotechnology",92.74,,,9.50%,,32.00,9.90%,-18.88%,13.80%,-0.67%,1.51%,,,-10.00%,12.96%,-7.00%,-27.91%,-69.03%,-60.54%,2.27,7.11%,-3.24%,-1.71%,-31.75%,-14.73%,11.48%,-77.05%,11.48%,46.78,2.00,2.72,-2.51%,183769,8.70
"PSTL","Postal Realty Trust, Inc.","Real Estate","REIT - Office",247.27,983.33,5.03%,,,13.08,1.70%,0.00%,76.30%,0.96%,1.15%,79.00%,12.10%,-12.25%,-4.63%,-8.00%,-13.02%,11.81%,4.86%,,2.71%,-7.16%,-4.95%,-3.34%,-12.82%,2.49%,-14.95%,18.62%,38.40,1.50,18.09,2.20%,1557788,21.64
"PSTV","Plus Therapeutics, Inc.","Healthcare","Biotechnology",25.38,,,,-51.80%,13.26,0.50%,61.32%,10.30%,-1.92%,0.49%,,,-7.30%,-3.51%,-22.54%,-23.96%,-26.99%,-18.32%,0.36,5.68%,-5.92%,-8.68%,-27.12%,-17.41%,4.40%,-69.37%,4.40%,37.06,2.00,1.66,0.61%,220718,6.50
"PSTX","Poseida Therapeutics, Inc.","Healthcare","Biotechnology",441.47,,,,,62.30,1.20%,-33.01%,50.00%,0.18%,1.92%,,,6.36%,15.41%,-23.92%,-20.20%,-34.34%,-34.46%,,4.72%,6.47%,0.40%,-18.14%,-17.80%,14.68%,-49.14%,14.68%,55.93,1.20,7.11,-1.11%,410018,26.33
"PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing",33908.70,,4.68%,-26.00%,-8.30%,440.19,0.20%,0.00%,71.90%,0.97%,2.04%,7.70%,-2.90%,-2.75%,-4.80%,12.97%,-10.19%,22.95%,10.08%,1.64,2.91%,-5.41%,-0.76%,-5.77%,-11.63%,18.18%,-20.84%,25.45%,41.45,2.20,74.68,-3.00%,2293804,92.80
"PSXP","Phillips 66 Partners LP","Energy","Oil & Gas Midstream",8839.30,17.38,9.12%,10.40%,11.00%,228.34,74.43%,0.00%,17.40%,-1.57%,5.89%,,15.30%,-1.74%,-2.39%,8.48%,8.14%,53.87%,45.36%,1.10,3.07%,-3.92%,-0.93%,5.09%,-10.98%,10.85%,-11.79%,53.66%,42.57,2.60,37.20,-3.10%,572818,39.88
"PT","Pintec Technology Holdings Limited","Financial","Credit Services",35.56,,,,,42.78,1.07%,0.00%,0.30%,,5.68%,42.10%,-71.80%,-2.37%,-16.69%,1.15%,-20.58%,0.18%,-13.28%,,7.62%,-8.19%,-12.51%,-21.82%,-36.62%,0.80%,-72.02%,10.04%,39.86,,0.84,-1.55%,107342,
"PTBD","Pacer Trendpilot US Bond ETF","Financial","Exchange Traded Fund",,,2.75%,,,,,,,,,,,-0.88%,-0.26%,-2.74%,-1.28%,-0.50%,-2.11%,,0.53%,-0.11%,-0.61%,-1.65%,-2.53%,0.75%,-7.15%,0.75%,45.87,,27.00,0.19%,104418,
"PTC","PTC Inc.","Technology","Software - Application",14172.42,30.56,,22.40%,3.00%,116.93,0.70%,-2.65%,88.60%,-0.14%,2.62%,79.50%,17.80%,0.34%,-1.74%,-2.99%,-3.41%,24.63%,2.66%,1.25,3.40%,-4.48%,-3.12%,-10.26%,-12.03%,4.35%,-22.18%,23.26%,43.08,1.90,119.64,-2.57%,539595,160.92
"PTCT","PTC Therapeutics, Inc.","Healthcare","Biotechnology",2866.25,,,-5.50%,59.60%,70.59,0.10%,-17.05%,,0.15%,7.84%,94.30%,-78.40%,-0.54%,7.92%,6.64%,6.27%,-34.10%,-33.92%,0.89,4.25%,3.78%,3.05%,-9.57%,-9.31%,15.09%,-43.36%,15.09%,56.13,2.50,40.11,-0.55%,347168,52.40
"PTE","PolarityTE, Inc.","Healthcare","Biotechnology",44.58,,,25.10%,45.70%,81.28,4.70%,4.80%,17.00%,-1.05%,1.12%,54.80%,,-17.63%,-3.18%,-32.37%,-43.64%,-33.81%,-18.84%,0.92,7.56%,-10.11%,-15.80%,-44.17%,-32.97%,3.56%,-73.39%,3.56%,36.60,2.30,0.53,-4.06%,617251,2.25
"PTEN","Patterson-UTI Energy, Inc.","Energy","Oil & Gas Drilling",1951.65,,0.92%,-16.40%,-9.90%,188.97,4.11%,0.00%,84.40%,0.29%,5.33%,21.50%,-39.70%,-9.74%,-7.64%,24.61%,5.19%,116.40%,65.59%,2.97,5.34%,-8.56%,-5.95%,0.88%,-17.77%,13.95%,-26.09%,114.14%,40.41,2.80,8.33,-4.36%,2915521,10.81
"PTEU","Pacer Trendpilot European Index ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-1.33%,2.35%,0.37%,3.71%,22.29%,15.20%,,0.78%,0.01%,1.49%,3.63%,-2.10%,6.63%,-2.13%,25.15%,52.91,,25.50,-0.07%,4243,
"PTF","Invesco DWA Technology Momentum ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.16%,12.80%,24.23%,43.17%,53.74%,30.63%,,1.71%,4.86%,11.53%,20.03%,-1.78%,25.47%,-1.78%,52.01%,64.69,,181.70,-1.13%,21697,
"PTGX","Protagonist Therapeutics, Inc.","Healthcare","Biotechnology",1711.79,,,-13.60%,,47.99,1.20%,-2.57%,,3.74%,9.42%,,,3.38%,21.88%,-21.32%,16.65%,67.17%,82.09%,2.18,5.19%,8.79%,22.29%,5.69%,-24.88%,184.53%,-27.94%,184.53%,62.29,1.60,36.42,-0.79%,339798,56.86
"PTH","Invesco DWA Healthcare Momentum ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.22%,5.54%,0.74%,12.22%,9.56%,2.43%,,1.35%,0.86%,0.37%,0.70%,-6.80%,6.55%,-15.50%,19.00%,54.42,,163.90,-0.04%,3450,
"PTICU","PropTech Investment Corporation II","Financial","Shell Companies",,,,,,,,,25.35%,,0.00%,,,-0.30%,0.45%,0.00%,-8.68%,,-5.93%,,0.22%,0.10%,0.25%,-2.50%,-0.99%,1.42%,-10.23%,1.42%,50.62,,10.00,0.00%,0,
"PTIN","Pacer Trendpilot International ETF","Financial","Exchange Traded Fund",,,0.70%,,,,,,,,,,,-0.74%,2.14%,2.41%,4.56%,19.39%,12.73%,,0.54%,0.19%,1.72%,3.49%,-1.25%,6.98%,-1.25%,20.13%,54.79,,29.80,0.01%,13933,
"PTIX","Protagenic Therapeutics, Inc.","Healthcare","Biotechnology",32.11,,,53.40%,,14.49,23.57%,0.00%,12.10%,0.25%,0.90%,,,-8.92%,-0.51%,4.30%,-6.73%,-87.45%,84.76%,,6.83%,-6.16%,-4.79%,-25.68%,-20.85%,5.08%,-73.43%,20.00%,42.33,,1.86,-4.12%,163911,4.00
"PTLC","Pacer Trendpilot US Large Cap ETF","Financial","Exchange Traded Fund",,,0.95%,,,,,,,,,,,0.37%,4.75%,6.95%,14.53%,29.14%,25.98%,,0.63%,1.35%,4.29%,10.30%,-0.58%,9.62%,-0.58%,31.71%,67.94,,41.13,-0.22%,72540,
"PTLO","Portillo's Inc.","Consumer Cyclical","Restaurants",,,,,,,,,,,,,,17.70%,,,,,82.37%,,,25.58%,25.58%,25.58%,0.97%,110.81%,0.97%,110.81%,,,54.22,2.17%,1675998,
"PTMC","Pacer Trendpilot US Mid Cap ETF","Financial","Exchange Traded Fund",,,0.49%,,,,,,,,,,,0.08%,3.17%,5.08%,5.08%,17.20%,13.72%,,0.54%,0.82%,2.73%,4.34%,-0.81%,6.06%,-0.81%,18.52%,63.14,,36.92,-0.35%,62455,
"PTMN","Portman Ridge Finance Corporation","Financial","Closed-End Fund - Debt",,,,,,,,,,,,,,-3.12%,1.80%,4.89%,7.16%,65.73%,30.16%,,1.68%,-0.07%,1.40%,6.04%,-4.58%,5.04%,-4.58%,71.79%,50.12,,24.78,-0.32%,84410,29.00
"PTN","Palatin Technologies, Inc.","Healthcare","Biotechnology",89.48,,,15.50%,,237.02,9.10%,0.00%,9.90%,-0.10%,2.15%,,,-6.21%,-7.78%,-21.43%,-32.22%,-7.03%,-43.03%,0.99,4.42%,-8.59%,-13.03%,-35.01%,-27.43%,-1.21%,-71.00%,-1.21%,27.98,1.30,0.38,-2.08%,1697410,2.33
"PTNQ","Pacer Trendpilot 100 ETF","Financial","Exchange Traded Fund",,,0.15%,,,,,,,,,,,0.31%,3.71%,5.24%,12.12%,17.56%,13.30%,,0.58%,1.52%,3.36%,7.44%,-0.44%,7.37%,-0.44%,18.58%,69.14,,59.14,0.17%,17362,
"PTNR","Partner Communications Company Ltd.","Communication Services","Telecom Services",980.09,212.15,,18.80%,-5.00%,183.15,46.10%,0.00%,1.80%,,0.00%,16.40%,3.00%,0.07%,23.34%,20.54%,16.82%,26.58%,-0.86%,0.83,2.66%,8.96%,19.12%,18.87%,-0.73%,39.29%,-1.10%,39.29%,68.76,,5.46,2.95%,4049,
"PTOCU","Pine Technology Acquisition Corp.","Financial","Shell Companies",,,,,,,,,43.94%,,,,,-0.30%,0.51%,0.41%,,,-0.20%,,0.17%,0.05%,0.18%,0.05%,-0.57%,1.08%,-0.67%,1.77%,51.33,,9.94,-0.08%,200,
"PTON","Peloton Interactive, Inc.","Consumer Cyclical","Leisure",17060.00,,,,,301.16,0.70%,-37.03%,83.10%,2.12%,9.61%,34.10%,-15.10%,9.42%,-37.42%,-50.43%,-43.19%,-46.17%,-63.85%,,5.97%,-32.09%,-40.66%,-51.95%,-56.89%,9.49%,-70.12%,9.49%,28.56,2.00,51.13,-6.78%,24237973,84.37
"PTPI","Petros Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",22.17,,,,,9.80,36.74%,53.10%,7.50%,-0.10%,1.24%,70.90%,,-22.02%,5.59%,-23.77%,-43.71%,,-61.36%,,15.78%,-16.85%,-12.87%,-40.86%,-55.50%,8.97%,-71.48%,8.97%,41.35,,1.70,0.00%,314128,
"PTR","PetroChina Company Limited","Energy","Oil & Gas Integrated",131617.29,6.37,7.36%,-11.80%,2.30%,1823.60,86.40%,0.00%,1.90%,-0.04%,0.07%,32.60%,5.10%,0.20%,-12.01%,12.42%,9.96%,43.57%,49.09%,0.80,1.81%,-3.13%,-4.82%,9.35%,-15.23%,8.12%,-15.23%,54.52%,42.93,1.30,46.20,0.87%,118057,62.90
"PTRA","Proterra Inc.","Consumer Cyclical","Auto Manufacturers",2711.12,,,,,44.57,0.20%,0.00%,35.60%,13.66%,,,,13.83%,33.33%,37.95%,-21.28%,,15.16%,,7.28%,13.73%,21.40%,-14.29%,-4.61%,40.89%,-59.40%,43.79%,61.32,2.00,12.61,-1.18%,2082870,15.00
"PTSI","P.A.M. Transportation Services, Inc.","Industrials","Trucking",853.60,14.51,,1.10%,3.10%,11.36,0.30%,6.59%,24.90%,-0.37%,1.72%,78.70%,12.90%,23.09%,49.29%,142.74%,179.20%,230.24%,222.90%,1.47,6.51%,20.48%,46.09%,112.67%,-7.79%,106.63%,-7.79%,252.09%,73.02,1.00,75.40,-4.69%,53804,67.00
"PTVE","Pactiv Evergreen Inc.","Consumer Cyclical","Packaging & Containers",2522.11,,2.84%,56.00%,-15.90%,177.40,0.10%,12.58%,23.70%,-0.64%,2.47%,12.90%,-0.30%,-0.35%,12.09%,2.62%,-10.71%,-5.25%,-22.33%,,5.62%,0.48%,10.26%,-2.39%,-9.85%,32.45%,-28.61%,32.45%,53.06,2.70,14.00,-0.64%,89300,15.22
"PTY","PIMCO Corporate & Income Opportunity Fund","Financial","Closed-End Fund - Debt",2048.63,32.10,7.72%,-4.57%,,110.62,,,8.87%,,,,,0.11%,2.04%,-12.27%,-3.44%,9.26%,3.75%,,1.05%,1.58%,0.77%,-2.97%,-4.44%,3.58%,-14.54%,9.40%,55.37,,18.51,-0.05%,420349,
"PUBM","PubMatic, Inc.","Technology","Software - Application",262.75,,,,,49.58,0.60%,-93.91%,49.20%,-1.27%,11.06%,73.50%,,12.64%,23.07%,37.01%,9.11%,,29.36%,,7.70%,21.49%,32.13%,-0.43%,-11.95%,74.22%,-51.08%,74.22%,65.12,1.90,37.65,4.09%,3368718,52.90
"PUCK","Goal Acquisitions Corp.","Financial","Shell Companies",323.84,,,,,33.16,16.75%,-3.85%,51.20%,2.33%,0.11%,,,0.21%,0.21%,1.35%,0.83%,,1.67%,,0.24%,0.14%,0.46%,0.83%,-0.20%,1.77%,-1.71%,2.20%,59.30,,9.76,0.00%,42899,
"PUCKU","Goal Acquisitions Corp.","Financial","Shell Companies",,,,,,,,,81.52%,,0.01%,,,-0.62%,1.96%,0.48%,1.27%,,-2.80%,,0.13%,0.62%,1.41%,1.65%,-0.43%,2.86%,-4.05%,6.11%,59.02,,10.42,0.19%,1760,
"PUI","Invesco DWA Utilities Momentum ETF","Financial","Exchange Traded Fund",,,2.16%,,,,,,,,,,,1.36%,2.95%,-0.56%,1.01%,4.43%,8.05%,,0.58%,0.90%,1.99%,2.31%,-2.53%,5.77%,-2.63%,13.37%,58.73,,34.30,0.05%,5150,
"PUK","Prudential plc","Financial","Insurance - Life",54712.60,15.82,0.80%,-4.20%,6.30%,1300.50,1.20%,0.00%,1.70%,2.84%,0.03%,,3.40%,-0.50%,0.37%,2.67%,-1.47%,22.18%,12.32%,1.58,1.00%,-1.52%,-0.43%,0.93%,-6.15%,12.03%,-7.92%,33.25%,46.10,1.00,40.15,-0.12%,102694,51.60
"PULM","Pulmatrix, Inc.","Healthcare","Biotechnology",41.68,,,53.90%,60.10%,56.25,0.06%,0.00%,24.10%,-0.53%,2.26%,,,-3.05%,8.98%,1.31%,-12.46%,-29.09%,-34.45%,1.35,8.69%,-6.41%,-3.87%,-27.30%,-27.63%,12.34%,-75.24%,12.34%,44.89,,0.75,-3.50%,768530,5.00
"PULS","PGIM Ultra Short Bond ETF","Financial","Exchange Traded Fund",,,1.47%,,,,,,,,,,,-0.02%,-0.10%,-0.20%,-0.36%,-0.62%,-0.48%,,0.03%,-0.03%,-0.09%,-0.29%,-0.18%,0.04%,-0.76%,0.04%,38.95,,49.60,0.00%,224721,
"PUMP","ProPetro Holding Corp.","Energy","Oil & Gas Equipment & Services",938.29,,,-13.20%,6.70%,103.26,0.20%,-48.54%,78.00%,-0.18%,2.82%,24.60%,-13.10%,-10.31%,-12.16%,31.38%,-10.58%,63.50%,21.24%,3.10,4.35%,-11.85%,-6.30%,-10.25%,-20.52%,21.19%,-38.67%,63.43%,33.72,2.30,8.58,-4.24%,929090,12.35
"PUTW","WisdomTree CBOE S&P 500 PutWrite Strategy Fund","Financial","Exchange Traded Fund",,,1.32%,,,,,,,,,,,0.26%,1.55%,5.19%,11.55%,20.53%,19.07%,,0.51%,0.34%,2.08%,7.84%,-0.33%,5.58%,-0.33%,22.10%,64.65,,34.01,0.08%,58116,
"PUYI","Puyi Inc.","Financial","Asset Management",387.92,,,,,60.31,,,0.10%,,0.81%,77.00%,,4.60%,5.33%,22.98%,16.82%,9.34%,2.43%,,8.26%,-4.61%,-0.60%,6.18%,-16.38%,29.58%,-35.57%,59.08%,45.22,,5.87,-7.12%,67818,
"PV","Primavera Capital Acquisition Corporation","Financial","Shell Companies",404.89,,,,,41.40,,,47.65%,,0.10%,,,0.31%,0.51%,1.45%,0.62%,,-0.71%,,0.21%,0.07%,0.25%,0.05%,-0.20%,1.24%,-4.68%,2.20%,53.55,,9.77,-0.10%,49859,
"PVAL","Putnam Focused Large Cap Value ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.17%,4.10%,7.84%,,,10.15%,,0.88%,0.26%,3.72%,6.27%,-5.02%,9.16%,-5.02%,13.32%,59.82,,27.59,-0.45%,6511,
"PVBC","Provident Bancorp, Inc.","Financial","Banks - Regional",355.19,20.88,0.80%,27.10%,18.90%,16.41,0.80%,0.00%,43.40%,-3.37%,1.11%,,88.50%,2.14%,14.54%,22.95%,19.65%,101.10%,67.42%,1.11,3.61%,7.45%,16.61%,26.01%,-1.19%,30.58%,-1.19%,107.08%,69.55,2.00,19.90,-0.95%,20195,24.00
"PVG","Pretium Resources Inc.","Basic Materials","Gold",3445.34,,,,,187.90,0.05%,0.00%,73.23%,,4.50%,36.70%,31.10%,-0.35%,32.23%,49.53%,25.65%,21.01%,25.44%,0.93,3.12%,13.30%,28.77%,35.67%,-3.18%,54.81%,-3.18%,72.74%,78.05,2.00,14.32,-0.56%,1498059,13.66
"PVH","PVH Corp.","Consumer Cyclical","Apparel Manufacturing",8871.02,30.40,0.12%,-34.00%,-2.30%,71.40,0.80%,-21.41%,98.97%,2.64%,2.65%,55.70%,7.20%,0.37%,12.57%,16.14%,9.41%,63.22%,31.28%,2.29,2.51%,5.39%,9.85%,13.95%,-2.22%,19.56%,-2.22%,66.13%,64.95,2.40,122.64,-0.50%,418744,129.89
"PVI","Invesco VRDO Tax-Free ETF","Financial","Exchange Traded Fund",,,0.04%,,,,,,,,,,,-0.08%,-0.12%,-0.06%,-0.18%,-0.18%,-0.13%,,0.10%,-0.08%,-0.11%,-0.15%,-0.28%,0.08%,-0.44%,0.16%,39.95,,24.85,0.00%,682,
"PVL","Permianville Royalty Trust","Energy","Oil & Gas E&P",76.95,565.00,0.44%,-18.30%,-17.40%,33.00,31.80%,0.00%,3.80%,-4.36%,0.38%,,,1.80%,-5.44%,22.83%,42.14%,264.57%,208.95%,1.82,4.05%,-0.16%,6.93%,26.47%,-6.69%,25.28%,-6.69%,270.12%,53.82,,2.23,-1.33%,77702,
"PW","Power REIT","Real Estate","REIT - Diversified",208.38,49.57,,33.70%,16.70%,3.31,13.40%,-0.25%,29.70%,7.30%,1.27%,,62.00%,21.95%,37.94%,56.82%,81.58%,168.19%,158.33%,0.15,5.75%,28.28%,35.96%,59.83%,-0.12%,65.80%,-0.12%,196.36%,75.87,2.00,70.00,1.45%,38191,63.00
"PWB","Invesco Dynamic Large Cap Growth ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.85%,5.96%,7.94%,19.62%,25.45%,20.51%,,0.83%,1.68%,4.49%,10.38%,-0.94%,11.26%,-0.94%,30.12%,62.61,,81.02,-0.52%,9801,
"PWFL","PowerFleet, Inc.","Technology","Communication Equipment",241.27,,,10.30%,22.10%,35.02,3.00%,0.23%,61.30%,0.28%,1.68%,49.50%,-3.90%,-0.59%,1.82%,-4.56%,-1.76%,-4.15%,-9.83%,1.80,3.02%,-0.63%,-1.13%,-7.94%,-7.46%,3.86%,-29.84%,9.84%,48.32,1.50,6.70,0.00%,48629,10.50
"PWOD","Penns Woods Bancorp, Inc.","Financial","Banks - Regional",171.25,11.42,5.25%,2.10%,6.30%,7.06,1.90%,9.71%,20.90%,-1.34%,0.37%,,80.30%,-1.02%,3.00%,2.53%,-2.68%,-5.40%,-6.34%,0.65,1.18%,0.84%,1.67%,0.69%,-2.72%,3.92%,-13.73%,15.10%,54.86,,24.32,-0.16%,21835,
"PWP","Perella Weinberg Partners","Financial","Capital Markets",1215.28,,2.14%,,,42.57,17.70%,0.00%,93.90%,5.34%,7.35%,91.50%,,-6.43%,-6.30%,-3.25%,11.40%,,15.84%,,3.65%,-4.23%,-3.76%,6.27%,-8.44%,1.85%,-24.08%,164.80%,41.13,1.70,13.24,1.15%,378547,18.50
"PWPPW","Perella Weinberg Partners","Financial","Capital Markets",,,,,,,,,,,,,,-7.89%,-0.57%,3.55%,153.62%,,59.82%,,4.38%,-7.48%,-2.71%,36.00%,-18.82%,15.00%,-18.82%,241.58%,43.33,,3.45,-1.43%,55292,
"PWR","Quanta Services, Inc.","Industrials","Engineering & Construction",16962.80,31.41,0.20%,37.80%,8.10%,140.01,0.30%,-3.30%,92.40%,0.71%,2.25%,15.20%,5.80%,1.08%,6.05%,24.16%,30.92%,72.30%,65.91%,1.15,2.91%,0.28%,2.06%,21.88%,-4.96%,9.16%,-4.96%,77.85%,53.73,1.80,118.50,-0.83%,956447,133.75
"PWS","Pacer WealthShield ETF","Financial","Exchange Traded Fund",,,0.66%,,,,,,,,,,,0.48%,4.19%,9.68%,7.73%,27.89%,19.69%,,0.45%,1.40%,5.05%,8.08%,-0.61%,11.32%,-0.61%,28.75%,67.97,,34.87,-0.14%,6078,
"PWSC","PowerSchool Holdings, Inc.","Technology","Software - Application",4499.34,,,,,197.85,1.60%,0.00%,64.50%,,1.57%,56.80%,0.50%,-8.86%,-1.32%,-8.54%,,,28.56%,,5.74%,-1.45%,-8.50%,-10.46%,-33.98%,9.99%,-36.13%,32.90%,46.62,2.00,23.35,0.91%,1551108,35.12
"PWV","Invesco Dynamic Large Cap Value ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.17%,3.10%,5.97%,6.56%,28.32%,24.22%,,0.60%,0.36%,3.44%,7.55%,-1.02%,10.28%,-1.02%,30.50%,60.62,,47.75,-0.31%,13391,
"PWZ","Invesco California AMT-Free Municipal Bond ETF","Financial","Exchange Traded Fund",,,2.30%,,,,,,,,,,,-0.22%,0.54%,-0.86%,-0.36%,0.32%,-0.61%,,0.24%,0.43%,0.17%,-0.40%,-0.82%,1.09%,-1.84%,1.90%,57.65,,27.84,0.04%,66977,
"PX","P10, Inc.","Financial","Asset Management",1538.25,54.53,,44.70%,,89.23,,,0.20%,,0.23%,,17.90%,11.06%,-10.35%,27.74%,23.70%,99.43%,48.06%,0.95,5.73%,9.36%,-2.40%,23.83%,-18.57%,23.87%,-18.57%,110.15%,57.33,,13.96,0.00%,209153,
"PXD","Pioneer Natural Resources Company","Energy","Oil & Gas E&P",44634.30,35.97,1.74%,7.50%,19.50%,244.00,0.20%,2.04%,87.90%,-0.83%,2.71%,49.30%,28.50%,-2.28%,-3.61%,28.61%,19.58%,93.30%,60.74%,1.84,2.53%,-3.89%,1.81%,13.48%,-8.34%,25.50%,-8.34%,95.86%,42.57,1.90,180.25,-1.54%,1439565,222.39
"PXE","Invesco Dynamic Energy Exploration & Production ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-2.23%,1.40%,43.26%,29.42%,129.08%,107.40%,,2.49%,-3.65%,3.36%,21.23%,-7.24%,25.52%,-7.24%,128.00%,46.38,,20.36,-3.19%,371688,
"PXF","Invesco FTSE RAFI Developed Markets ex-U.S. ETF","Financial","Exchange Traded Fund",,,1.99%,,,,,,,,,,,-0.94%,0.27%,0.88%,-0.28%,20.70%,13.90%,,0.54%,-0.68%,0.44%,1.11%,-1.61%,4.77%,-4.29%,21.30%,47.65,,48.22,-0.25%,40438,
"PXH","Invesco FTSE RAFI Emerging Markets ETF","Financial","Exchange Traded Fund",,,2.57%,,,,,,,,,,,-0.13%,-2.33%,0.85%,-2.17%,14.73%,6.76%,,0.74%,-0.57%,-0.65%,-1.36%,-4.02%,4.64%,-7.50%,15.34%,47.14,,22.56,-0.13%,242328,
"PXI","Invesco DWA Energy Momentum ETF","Financial","Exchange Traded Fund",,,0.47%,,,,,,,,,,,-3.41%,0.12%,48.46%,27.42%,120.64%,91.75%,,2.59%,-3.78%,2.97%,18.77%,-7.83%,28.32%,-7.83%,118.07%,45.81,,32.71,-3.02%,98626,
"PXJ","Invesco Dynamic Oil & Gas Services ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-6.63%,-10.43%,15.03%,-5.63%,39.68%,20.55%,,2.63%,-9.16%,-5.90%,-4.83%,-15.21%,10.11%,-22.78%,38.37%,33.07,,3.39,-3.69%,371462,
"PXLW","Pixelworks, Inc.","Technology","Semiconductors",268.84,,,-9.10%,-7.20%,52.77,0.60%,1.01%,33.90%,18.41%,5.18%,48.20%,-46.40%,21.59%,22.15%,65.12%,73.70%,133.62%,89.72%,2.32,6.08%,15.95%,10.56%,36.39%,-17.81%,33.84%,-33.42%,136.94%,63.52,2.30,5.26,-1.68%,719941,9.00
"PXQ","Invesco Dynamic Networking ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.09%,10.14%,14.78%,28.27%,45.43%,25.24%,,0.30%,4.85%,9.32%,16.66%,-0.24%,17.16%,-0.24%,47.11%,68.83,,105.60,-0.15%,3392,
"PXS","Pyxis Tankers Inc.","Industrials","Marine Shipping",27.37,,,-29.80%,-8.10%,29.22,49.19%,0.00%,10.10%,,0.25%,30.10%,,-13.29%,-13.71%,4.59%,-12.84%,-19.98%,-14.30%,-0.53,5.93%,-16.44%,-15.39%,-27.56%,-33.59%,-0.38%,-85.27%,9.12%,29.83,3.00,0.68,-4.75%,624790,1.40
"PYCR","Paycor HCM, Inc.","Technology","Software - Application",5301.48,,,,,172.07,0.30%,-96.38%,91.50%,,,54.80%,-23.70%,-10.85%,-2.93%,-14.80%,,,18.27%,,4.78%,-1.44%,-1.77%,-1.49%,-13.15%,15.82%,-18.15%,35.42%,47.61,2.00,32.50,5.49%,542731,41.20
