"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"WKME","WalkMe Ltd.","Technology","Software - Application",1882.92,,,,,82.65,5.49%,0.00%,84.30%,0.68%,0.48%,75.30%,,-8.75%,-8.86%,-9.31%,,,-22.87%,,5.69%,-6.18%,-13.74%,-16.11%,-33.06%,7.97%,-33.06%,7.97%,41.93,1.90,23.04,3.69%,246297,37.62
"WKSP","Worksport Ltd.","Consumer Cyclical","Auto Parts",66.84,,,47.00%,-11.90%,210.68,0.20%,0.00%,0.50%,,0.23%,5.10%,,-21.10%,-32.09%,-19.35%,-43.10%,57.11%,35.14%,2.05,6.24%,-25.28%,-33.89%,-46.26%,-58.20%,-1.30%,-76.83%,60.88%,24.60,,3.80,-5.00%,204794,
"WLDN","Willdan Group, Inc.","Industrials","Engineering & Construction",531.73,,,-34.10%,23.70%,12.61,6.00%,-7.13%,88.90%,6.66%,7.76%,37.80%,-4.30%,0.44%,25.20%,11.63%,8.67%,10.82%,-0.77%,1.31,4.92%,10.40%,17.29%,6.81%,-0.93%,29.50%,-24.28%,29.50%,69.12,1.30,41.64,0.63%,22239,54.75
"WLDR","Affinity World Leaders Equity ETF","Financial","Exchange Traded Fund",,,1.93%,,,,,,,,,,,-0.69%,0.77%,1.87%,2.30%,27.15%,22.57%,,0.67%,-0.86%,0.39%,2.69%,-2.70%,3.95%,-2.70%,28.38%,46.00,,27.73,-1.14%,667,
"WLFC","Willis Lease Finance Corporation","Industrials","Rental & Leasing Services",234.57,,,5.30%,7.70%,6.19,18.80%,-0.87%,37.60%,-0.40%,1.11%,94.50%,-1.70%,-1.32%,-3.04%,5.42%,-11.17%,34.14%,27.71%,1.24,2.52%,-2.99%,-0.20%,-3.86%,-10.63%,8.63%,-18.86%,47.30%,42.90,,38.77,-0.33%,4447,
"WLK","Westlake Chemical Corporation","Basic Materials","Specialty Chemicals",12645.36,8.85,1.17%,-12.00%,10.90%,128.06,0.50%,-1.01%,28.80%,6.76%,4.34%,26.60%,20.60%,-0.14%,-0.15%,24.28%,1.12%,35.77%,24.52%,1.37,2.77%,-2.53%,1.88%,5.92%,-6.92%,21.44%,-8.22%,34.18%,46.07,2.40,97.72,-3.83%,682781,113.71
"WLKP","Westlake Chemical Partners LP","Basic Materials","Chemicals",856.27,12.47,7.84%,5.00%,-0.80%,35.21,0.10%,0.00%,33.00%,-1.64%,0.67%,33.60%,30.80%,-4.33%,-6.44%,-5.19%,-9.70%,19.13%,1.09%,1.11,1.64%,-4.92%,-3.90%,-5.99%,-7.74%,0.83%,-12.22%,22.78%,29.54,2.70,24.20,0.41%,111868,28.14
"WLL","Whiting Petroleum Corporation","Energy","Oil & Gas E&P",2673.73,20.51,,-35.19%,-18.90%,39.12,0.40%,10.86%,94.90%,0.13%,7.84%,80.80%,11.80%,3.61%,0.45%,75.44%,67.74%,266.70%,176.64%,3.87,4.38%,-1.31%,5.93%,40.67%,-7.46%,30.38%,-7.46%,270.22%,50.65,2.30,66.27,-4.18%,500749,76.44
"WLMS","Williams Industrial Services Group Inc.","Industrials","Engineering & Construction",96.31,71.15,,15.10%,-14.50%,25.68,2.30%,15.80%,56.80%,-0.10%,0.21%,11.70%,2.10%,-24.18%,-11.48%,-9.54%,-24.02%,111.43%,42.31%,1.03,5.07%,-21.28%,-19.62%,-21.61%,-30.00%,1.13%,-45.08%,107.86%,25.53,1.50,3.57,-3.51%,250614,6.95
"WLTW","Willis Towers Watson Public Limited Company","Financial","Insurance Brokers",28390.52,14.27,1.24%,8.50%,19.60%,129.00,0.30%,-1.61%,99.30%,-3.69%,2.72%,,25.90%,-0.81%,-6.43%,4.43%,-13.08%,11.05%,8.43%,0.76,2.14%,-1.28%,-1.81%,-0.60%,-6.77%,4.16%,-14.37%,17.80%,46.75,2.30,232.80,1.91%,1372518,267.27
"WM","Waste Management, Inc.","Industrials","Waste Management",68074.19,40.00,1.40%,16.30%,3.30%,419.50,0.10%,-35.28%,82.50%,0.09%,1.22%,47.40%,15.50%,2.02%,2.49%,7.55%,16.68%,36.47%,39.48%,0.83,1.71%,1.42%,4.14%,15.36%,-1.78%,10.75%,-1.78%,49.75%,58.63,2.40,163.39,-0.67%,1881090,164.73
"WMB","The Williams Companies, Inc.","Energy","Oil & Gas Midstream",34281.15,33.78,5.86%,17.30%,1.00%,1215.43,0.21%,-2.36%,85.00%,-0.43%,2.10%,65.60%,22.20%,-3.18%,-4.08%,16.35%,5.99%,39.85%,39.50%,1.46,1.73%,-3.56%,-0.24%,7.40%,-8.26%,13.78%,-8.26%,40.11%,39.77,1.90,27.42,-1.97%,7006496,30.70
"WMC","Western Asset Mortgage Capital Corporation","Real Estate","REIT - Mortgage",141.20,,10.34%,-13.80%,,60.80,0.50%,0.00%,29.90%,4.50%,2.85%,-10.00%,,-4.92%,-9.02%,-17.14%,-27.95%,-19.44%,-28.83%,2.10,2.44%,-7.62%,-9.52%,-24.27%,-13.96%,-0.87%,-45.58%,-0.87%,23.97,3.30,2.28,-1.72%,693464,3.25
"WMG","Warner Music Group Corp.","Communication Services","Entertainment",22527.43,82.68,1.38%,-39.20%,8.50%,514.35,2.20%,-34.53%,75.80%,0.39%,5.10%,48.60%,10.90%,-10.35%,-9.40%,19.57%,26.07%,48.25%,14.69%,,2.95%,-9.13%,-4.90%,12.85%,-13.78%,11.37%,-13.78%,58.59%,33.37,2.40,43.31,-0.60%,808518,45.94
"WMK","Weis Markets, Inc.","Consumer Defensive","Grocery Stores",1694.80,16.32,1.93%,14.90%,7.40%,26.90,39.40%,0.00%,41.60%,-1.00%,12.80%,26.60%,3.50%,2.02%,19.21%,11.67%,22.80%,34.30%,34.07%,0.18,2.73%,4.34%,11.41%,14.62%,-3.62%,20.90%,-3.62%,37.44%,62.33,,62.88,-1.90%,58568,
"WMPN","William Penn Bancorporation","Financial","Banks - Regional",184.61,46.17,3.49%,-20.50%,11.30%,14.30,0.30%,,35.20%,64.53%,0.64%,,83.50%,-1.63%,-1.95%,-1.63%,8.45%,21.98%,5.93%,1.04,0.84%,-1.28%,-1.50%,4.02%,-4.05%,0.58%,-4.12%,16.72%,41.82,,12.09,0.33%,15836,14.50
"WMS","Advanced Drainage Systems, Inc.","Industrials","Building Products & Equipment",9330.43,50.14,0.34%,46.20%,9.00%,70.46,1.10%,-89.04%,93.50%,5.68%,1.87%,30.20%,14.60%,0.11%,21.83%,15.14%,16.57%,101.67%,56.33%,1.28,3.20%,8.07%,14.10%,16.84%,-1.93%,27.20%,-1.93%,103.40%,67.85,2.20,130.56,-0.08%,441657,140.50
"WMT","Walmart Inc.","Consumer Defensive","Discount Stores",401200.18,40.34,1.54%,0.80%,3.00%,2799.00,0.90%,-82.21%,31.60%,0.29%,0.99%,25.10%,3.00%,-3.60%,-1.95%,-5.47%,0.99%,-3.98%,-0.69%,0.51,1.31%,-3.88%,-1.28%,0.76%,-6.32%,5.71%,-7.33%,12.76%,37.55,2.00,142.39,-0.54%,9347745,169.66
"WNC","Wabash National Corporation","Industrials","Farm & Heavy Construction Machinery",897.55,29.42,1.76%,-26.40%,-6.10%,49.97,1.80%,-1.22%,,-2.44%,7.06%,11.50%,3.60%,0.06%,12.57%,21.20%,12.22%,4.72%,5.51%,1.66,2.97%,6.53%,13.65%,10.55%,-3.96%,31.64%,-11.53%,39.42%,67.11,2.20,18.18,0.00%,418477,20.25
"WNEB","Western New England Bancorp, Inc.","Financial","Banks - Regional",216.43,10.12,2.10%,6.50%,14.30%,22.62,3.40%,-0.74%,51.70%,-1.19%,0.54%,,90.80%,2.92%,8.05%,7.44%,12.38%,50.79%,38.32%,0.41,2.85%,-0.32%,5.21%,11.03%,-6.09%,17.57%,-6.09%,56.43%,52.78,1.70,9.37,-1.68%,35668,11.00
"WNS","WNS (Holdings) Limited","Industrials","Specialty Business Services",4307.77,38.94,,12.00%,10.20%,48.64,0.07%,0.00%,,-1.01%,1.01%,34.60%,14.90%,0.98%,3.13%,8.68%,20.19%,31.85%,23.43%,1.39,2.20%,2.12%,6.16%,13.89%,-1.52%,12.36%,-1.52%,36.37%,62.74,1.70,89.65,0.81%,90865,98.50
"WNW","Wunong Net Technology Company Limited","Consumer Cyclical","Restaurants",85.25,,,,,25.00,73.00%,0.00%,0.16%,,,,,1.49%,-14.75%,-22.32%,-51.36%,,-90.91%,,10.80%,-9.33%,-15.70%,-55.36%,-47.26%,2.51%,-97.96%,2.51%,41.48,,3.27,-4.11%,335724,
"WOLF","Wolfspeed, Inc.","Technology","Semiconductors",14744.31,,,,-20.10%,115.92,0.80%,0.00%,,0.20%,10.67%,31.50%,-56.30%,-6.90%,42.32%,55.14%,33.34%,76.82%,21.24%,1.57,5.75%,3.70%,27.92%,28.84%,-9.21%,63.55%,-9.21%,74.20%,60.45,,129.22,0.65%,1353302,109.93
"WOMN","Impact Shares YWCA Women's Empowerment ETF","Financial","Exchange Traded Fund",,,5.14%,,,,,,,,,,,0.97%,5.54%,6.72%,14.17%,34.33%,24.74%,,0.61%,2.27%,5.74%,11.24%,-0.49%,11.97%,-0.49%,34.09%,69.55,,36.29,0.19%,1215,
"WOOD","iShares Global Timber & Forestry ETF","Financial","Exchange Traded Fund",,,1.34%,,,,,,,,,,,1.68%,1.40%,1.79%,-4.44%,22.81%,9.90%,,1.08%,0.84%,0.67%,-1.29%,-4.02%,3.67%,-12.34%,23.35%,52.50,,86.76,-0.85%,9771,
"WOOF","Petco Health and Wellness Company, Inc.","Consumer Cyclical","Specialty Retail",6442.72,70.56,,-26.70%,2.20%,264.22,0.20%,-98.71%,64.40%,0.67%,34.14%,42.40%,3.60%,-12.80%,-7.94%,-0.42%,-13.16%,,-27.04%,,3.27%,-15.28%,-9.94%,-7.37%,-20.26%,-0.24%,-32.75%,17.02%,27.35,1.90,20.90,-2.56%,3524736,27.67
"WOR","Worthington Industries, Inc.","Basic Materials","Steel",2778.18,12.07,2.04%,43.30%,2.40%,50.85,6.50%,-0.62%,51.10%,1.94%,4.75%,20.80%,9.30%,-3.24%,3.00%,-5.11%,-16.04%,6.14%,7.07%,1.06,2.65%,-2.82%,-0.68%,-12.20%,-9.87%,5.42%,-28.38%,13.94%,44.67,3.00,54.04,-1.69%,197086,68.00
"WORX","SCWorx Corp.","Healthcare","Health Information Services",16.70,,,-2.20%,,10.14,12.50%,-21.45%,1.90%,,0.83%,35.30%,-82.10%,-10.18%,-21.47%,-45.45%,-5.66%,35.14%,11.10%,3.67,5.73%,-18.49%,-29.24%,-31.69%,-49.28%,-6.67%,-72.00%,33.33%,23.55,,1.40,-6.67%,271356,
"WOW","WideOpenWest, Inc.","Communication Services","Entertainment",1650.74,,,18.20%,-1.20%,82.97,3.00%,-4.19%,83.80%,3.50%,2.15%,,4.70%,-5.29%,-4.92%,-7.10%,17.11%,170.97%,82.85%,1.99,3.92%,-2.92%,-2.89%,7.83%,-10.33%,2.99%,-19.46%,174.50%,45.29,2.30,19.27,-1.23%,416018,24.40
"WPC","W. P. Carey Inc.","Real Estate","REIT - Diversified",14508.18,31.66,5.40%,9.80%,5.20%,185.42,0.10%,0.00%,60.50%,1.53%,2.78%,90.60%,44.30%,0.54%,0.61%,0.57%,3.97%,11.34%,10.48%,0.76,1.54%,-0.71%,1.06%,3.17%,-2.65%,6.04%,-6.00%,17.76%,49.08,2.60,77.43,-0.71%,520798,85.75
"WPM","Wheaton Precious Metals Corp.","Basic Materials","Gold",19551.28,32.25,1.11%,36.60%,11.10%,450.33,0.20%,0.00%,64.10%,1.09%,1.50%,55.40%,51.00%,1.70%,7.67%,3.89%,-6.14%,5.70%,6.23%,0.45,2.28%,5.01%,8.04%,4.15%,-3.18%,21.43%,-10.00%,26.80%,64.37,1.90,44.19,-0.34%,1679592,60.45
"WPP","WPP plc","Communication Services","Advertising Agencies",17646.05,,2.58%,-36.60%,-0.40%,235.03,2.80%,0.00%,4.10%,2.77%,0.12%,17.30%,,1.15%,11.05%,12.94%,8.58%,53.10%,38.83%,1.46,1.16%,2.76%,6.80%,10.34%,-2.26%,14.77%,-2.26%,53.30%,59.07,3.30,73.80,-1.70%,103712,71.80
"WPRT","Westport Fuel Systems Inc.","Consumer Cyclical","Auto Parts",542.16,23.96,,48.90%,19.60%,169.50,13.14%,0.00%,33.68%,,1.60%,16.60%,-4.90%,-13.90%,-24.85%,-32.98%,-56.51%,-18.59%,-52.35%,2.83,6.99%,-21.10%,-22.81%,-53.86%,-35.69%,2.20%,-80.31%,2.20%,33.23,2.50,2.55,0.39%,2116858,
"WPS","iShares International Developed Property ETF","Financial","Exchange Traded Fund",,,2.42%,,,,,,,,,,,0.11%,-0.59%,-3.01%,-0.09%,10.78%,6.76%,,0.41%,-0.96%,-0.52%,-0.34%,-4.28%,3.59%,-5.42%,11.02%,44.54,,37.94,-0.33%,2147,
"WQGA","World Quantum Growth Acquisition Corp.","Financial","Shell Companies",,,,,,,,,4.13%,,,,,0.00%,-0.10%,,,,0.61%,,0.37%,-0.04%,-0.06%,-0.06%,-2.96%,0.61%,-2.96%,0.61%,53.50,,9.82,0.00%,6083,
"WRAP","Wrap Technologies, Inc.","Technology","Scientific & Technical Instruments",222.96,,,,,40.41,3.40%,-8.10%,14.80%,-2.30%,11.54%,25.80%,,-8.12%,-7.50%,-25.00%,-23.74%,-9.65%,12.42%,1.78,5.18%,-6.54%,-9.47%,-16.73%,-22.01%,0.41%,-44.69%,18.86%,36.39,2.00,5.42,-0.18%,485354,7.75
"WRB","W. R. Berkley Corporation","Financial","Insurance - Property & Casualty",14475.56,14.70,0.64%,1.70%,2.30%,185.03,5.70%,0.00%,70.50%,-1.05%,0.78%,,16.10%,0.71%,4.33%,7.20%,5.21%,19.63%,24.12%,0.84,1.72%,-1.01%,4.03%,6.25%,-2.98%,13.56%,-2.98%,31.47%,51.79,2.70,80.29,-1.94%,442003,89.25
"WRBY","Warby Parker Inc.","Healthcare","Medical Instruments & Supplies",5538.94,,,,,102.27,2.20%,64.82%,74.70%,,7.31%,58.90%,,1.21%,-5.07%,,,,-0.61%,,5.19%,-2.10%,0.27%,0.27%,-8.14%,19.12%,-8.14%,19.12%,47.89,,55.39,2.27%,743372,62.62
"WRE","Washington Real Estate Investment Trust","Real Estate","REIT - Office",2215.98,,2.62%,-16.50%,-0.80%,84.50,0.30%,0.00%,91.80%,-1.58%,3.38%,60.00%,-6.90%,1.36%,1.64%,5.91%,12.46%,10.69%,20.20%,0.89,1.80%,0.51%,1.08%,6.36%,-2.65%,4.77%,-4.92%,24.01%,51.88,3.00,25.72,-1.08%,267050,25.50
"WRK","WestRock Company","Consumer Cyclical","Packaging & Containers",12996.96,15.34,2.00%,-24.00%,9.60%,266.50,0.40%,-0.28%,86.70%,0.15%,1.41%,18.30%,-1.90%,-3.40%,-1.98%,-2.89%,-17.16%,9.64%,10.27%,1.18,2.64%,-3.72%,-5.55%,-9.24%,-11.08%,0.71%,-24.60%,16.80%,38.25,2.10,46.77,-2.56%,1866789,57.00
"WRLD","World Acceptance Corporation","Financial","Credit Services",1564.10,16.62,,5.60%,-1.20%,6.08,2.90%,-19.02%,84.50%,0.19%,24.02%,95.10%,19.80%,-4.90%,8.42%,17.66%,44.96%,104.38%,120.80%,1.48,6.82%,4.67%,9.03%,32.79%,-15.29%,47.28%,-15.29%,127.84%,53.70,3.70,221.30,-1.95%,13950,102.75
"WRN","Western Copper and Gold Corporation","Basic Materials","Other Industrial Metals & Mining",287.90,,,4.70%,,150.32,8.60%,0.00%,14.07%,,0.35%,,,-8.86%,-17.24%,-8.86%,-29.76%,24.14%,17.07%,2.64,5.18%,-12.99%,-13.33%,-17.35%,-26.70%,0.72%,-50.53%,47.37%,33.98,,1.40,-2.78%,386739,
"WSBC","WesBanco, Inc.","Financial","Banks - Regional",2234.47,10.17,3.76%,-3.80%,15.60%,64.93,1.80%,-0.47%,62.90%,-5.39%,1.27%,,,-2.17%,-5.54%,3.27%,-10.96%,21.14%,17.16%,1.03,1.94%,-2.63%,-0.06%,-1.14%,-8.30%,15.13%,-12.77%,28.43%,42.14,2.80,34.78,-0.91%,265578,37.81
"WSBF","Waterstone Financial, Inc.","Financial","Banks - Regional",538.31,6.03,3.69%,42.40%,4.80%,23.79,0.10%,-54.71%,58.60%,0.82%,0.65%,,81.10%,-1.50%,7.86%,8.13%,12.51%,26.81%,18.07%,0.28,1.55%,0.93%,4.03%,7.51%,-3.11%,11.58%,-3.11%,26.41%,56.93,3.00,21.49,-0.88%,81763,21.50
"WSC","WillScot Mobile Mini Holdings Corp.","Industrials","Rental & Leasing Services",8815.61,70.87,,,,226.00,1.80%,-95.67%,93.10%,1.31%,8.36%,50.90%,18.10%,4.41%,18.92%,48.41%,37.41%,82.50%,72.81%,1.67,3.26%,8.83%,17.55%,34.12%,-1.74%,40.33%,-1.74%,88.95%,75.67,1.60,39.49,-1.37%,1909437,43.42
"WSFS","WSFS Financial Corporation","Financial","Banks - Regional",2609.96,9.46,0.96%,3.90%,23.00%,47.54,0.80%,-21.87%,93.40%,1.14%,4.10%,,,-2.86%,-2.73%,20.96%,2.12%,40.41%,20.48%,1.15,2.90%,-0.11%,4.35%,9.36%,-3.82%,26.68%,-3.82%,44.22%,51.52,2.80,53.94,-0.24%,186209,56.00
"WSM","Williams-Sonoma, Inc.","Consumer Cyclical","Specialty Retail",15957.08,17.43,1.30%,20.70%,6.40%,74.79,0.90%,-20.83%,98.10%,3.08%,8.20%,42.30%,16.40%,6.08%,16.97%,33.86%,34.29%,125.29%,114.94%,1.56,3.27%,7.88%,14.27%,28.33%,-3.12%,30.74%,-3.12%,120.23%,63.67,2.80,215.65,-1.48%,2213794,197.12
"WSO","Watsco, Inc.","Industrials","Industrial Distribution",11362.52,30.11,2.61%,7.40%,4.20%,35.26,0.40%,0.00%,95.00%,0.18%,3.69%,26.00%,9.90%,1.10%,3.31%,8.87%,5.37%,28.78%,32.09%,0.76,2.13%,2.45%,6.33%,8.93%,-1.26%,14.69%,-1.74%,39.86%,60.94,2.80,302.44,1.07%,96091,303.62
"WSR","Whitestone REIT","Real Estate","REIT - Retail",479.31,40.41,4.41%,-10.30%,4.80%,46.88,6.10%,0.00%,52.20%,2.44%,1.40%,68.20%,9.20%,-1.42%,-2.70%,1.46%,14.72%,27.82%,22.21%,1.33,2.42%,-1.00%,-2.94%,2.98%,-7.95%,4.49%,-8.44%,28.71%,43.84,2.70,9.55,-1.95%,257762,11.25
"WST","West Pharmaceutical Services, Inc.","Healthcare","Medical Instruments & Supplies",33104.35,55.83,0.15%,28.70%,8.90%,74.10,0.20%,-6.16%,95.10%,-0.76%,1.24%,40.50%,25.50%,7.79%,8.38%,-0.03%,34.76%,59.75%,58.61%,0.97,2.81%,5.48%,4.99%,22.74%,-3.98%,12.35%,-5.66%,76.66%,63.83,2.00,448.45,-0.20%,337852,457.00
"WSTG","Wayside Technology Group, Inc.","Technology","Electronics & Computer Distribution",137.92,16.99,2.12%,-4.20%,-8.00%,4.28,5.00%,0.96%,53.80%,13.07%,0.13%,15.70%,3.50%,-2.44%,20.30%,15.52%,24.71%,53.26%,67.54%,0.76,4.60%,6.52%,12.35%,19.89%,-9.28%,20.85%,-9.28%,80.66%,60.59,,31.30,-2.19%,3157,
"WTBA","West Bancorporation, Inc.","Financial","Banks - Regional",541.53,11.85,2.93%,8.00%,10.80%,16.55,0.90%,-8.14%,41.70%,-0.59%,1.26%,,89.60%,-1.86%,6.81%,11.95%,19.68%,71.62%,69.84%,0.97,3.03%,0.95%,5.46%,17.04%,-5.28%,17.17%,-5.28%,75.32%,54.32,3.00,32.68,-0.31%,23028,33.00
"WTER","The Alkaline Water Company Inc.","Consumer Defensive","Beverages - Non-Alcoholic",135.14,,,36.00%,45.40%,93.67,3.80%,0.00%,7.30%,4.95%,2.63%,33.50%,-57.10%,-11.92%,-17.39%,-24.43%,8.13%,22.02%,31.68%,1.99,6.11%,-18.80%,-18.59%,-10.64%,-29.16%,-0.76%,-44.68%,39.78%,29.93,3.50,1.30,-2.26%,1349388,3.00
"WTFC","Wintrust Financial Corporation","Financial","Banks - Regional",5332.93,12.14,1.34%,10.10%,12.50%,57.00,1.20%,-2.37%,93.00%,0.13%,1.70%,,92.20%,-0.65%,0.90%,27.16%,16.79%,69.22%,51.66%,1.48,2.68%,0.42%,8.71%,18.22%,-2.73%,28.06%,-2.73%,71.24%,59.83,1.70,92.33,-0.35%,238107,101.75
"WTI","W&T Offshore, Inc.","Energy","Oil & Gas E&P",555.66,,,15.10%,-7.30%,142.30,0.20%,5.00%,38.30%,3.94%,11.15%,64.50%,-11.80%,-8.47%,-16.92%,35.00%,4.13%,114.77%,74.19%,2.98,4.73%,-15.09%,-10.20%,-5.35%,-26.24%,16.34%,-30.74%,111.90%,33.28,2.50,3.56,-5.82%,2961076,5.43
"WTM","White Mountains Insurance Group, Ltd.","Financial","Insurance - Property & Casualty",3223.95,23.36,0.09%,52.90%,21.80%,3.05,1.10%,0.00%,92.70%,0.21%,1.12%,,,-6.52%,-3.04%,-6.43%,-13.21%,9.63%,5.29%,0.49,1.81%,-3.33%,-2.92%,-7.30%,-7.26%,1.11%,-16.77%,11.98%,39.80,3.00,1054.90,0.13%,10405,
"WTMF","WisdomTree Managed Futures Strategy Fund","Financial","Exchange Traded Fund",,,0.41%,,,,,,,,,,,-0.72%,0.28%,-11.08%,-10.32%,1.79%,-1.97%,,0.85%,-0.12%,-4.90%,-8.81%,-12.78%,2.19%,-17.88%,3.71%,40.54,,36.37,0.03%,23942,
"WTRG","Essential Utilities, Inc.","Utilities","Utilities - Regulated Water",11971.94,30.20,2.10%,-1.40%,12.40%,258.77,0.20%,-8.83%,73.10%,-0.22%,1.16%,83.70%,32.80%,1.36%,0.57%,-3.18%,1.15%,10.17%,0.59%,0.57,1.60%,2.89%,3.27%,3.56%,-3.13%,6.14%,-5.54%,18.15%,64.31,2.10,48.57,2.10%,640084,52.55
"WTRH","Waitr Holdings Inc.","Technology","Software - Application",139.02,33.03,,229.30%,,119.82,3.30%,-56.85%,28.80%,-23.77%,19.08%,,1.10%,-23.78%,-22.14%,-4.39%,-46.31%,-65.67%,-60.79%,-1.20,15.32%,-30.79%,-13.42%,-46.38%,-53.07%,33.60%,-76.59%,33.60%,36.99,2.00,1.07,-1.83%,6166746,3.50
"WTRU","Aqua America, Inc.","Utilities","Utilities - Regulated Water",,,,,,,,,,,,,,1.37%,0.19%,-3.59%,-0.87%,3.04%,-5.95%,,0.69%,2.25%,1.91%,0.69%,-2.64%,3.97%,-6.57%,9.44%,60.79,,59.07,1.26%,11078,52.55
"WTS","Watts Water Technologies, Inc.","Industrials","Specialty Industrial Machinery",6975.24,45.10,0.51%,24.90%,0.60%,33.70,0.90%,-21.14%,98.30%,-0.83%,2.20%,42.40%,13.30%,0.11%,12.82%,24.70%,55.04%,78.12%,69.12%,0.87,2.12%,2.20%,10.45%,36.12%,-4.61%,22.85%,-4.61%,78.27%,60.94,3.00,202.23,-1.74%,126944,180.75
"WTT","Wireless Telecom Group, Inc.","Technology","Communication Equipment",44.49,,,-25.00%,4.70%,22.70,3.60%,-20.22%,39.00%,13.05%,0.43%,51.50%,,-12.89%,4.26%,-20.00%,11.30%,32.43%,10.73%,0.82,5.64%,-5.67%,-3.72%,-7.96%,-14.53%,10.50%,-52.38%,40.85%,42.97,2.00,2.00,2.04%,21912,6.50
"WTTR","Select Energy Services, Inc.","Energy","Oil & Gas Equipment & Services",672.25,,,,2.50%,104.82,0.30%,-2.49%,68.70%,1.98%,2.17%,-0.20%,-12.30%,-10.81%,-9.47%,12.52%,7.50%,39.03%,46.83%,2.72,6.61%,-18.40%,-11.52%,-8.61%,-28.89%,9.43%,-29.55%,36.92%,34.67,2.50,5.34,-11.30%,624512,8.00
"WU","The Western Union Company","Financial","Credit Services",6673.61,8.52,5.58%,2.00%,-2.50%,406.30,0.20%,-0.16%,,0.66%,9.00%,41.90%,20.10%,-6.39%,-15.88%,-22.03%,-31.42%,-22.03%,-23.20%,0.93,3.35%,-8.94%,-15.44%,-27.21%,-23.87%,0.60%,-37.43%,0.60%,28.13,2.80,16.65,-1.19%,8640068,21.29
"WUGI","Esoterica NextG Economy ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,1.99%,9.77%,22.31%,37.58%,49.47%,36.74%,,1.16%,4.57%,11.11%,22.18%,-0.93%,25.27%,-0.93%,50.12%,68.88,,68.86,0.07%,3840,
"WVE","Wave Life Sciences Ltd.","Healthcare","Biotechnology",256.16,,,-15.90%,165.60%,50.71,4.92%,0.00%,75.00%,1.59%,2.00%,,,-9.70%,-4.68%,-29.14%,-37.52%,-49.29%,-45.62%,0.49,5.60%,-5.59%,-12.68%,-34.91%,-33.18%,5.12%,-64.59%,5.12%,37.46,2.30,4.31,0.70%,183102,9.86
"WVFC","WVS Financial Corp.","Financial","Banks - Regional",29.61,20.92,2.58%,1.30%,-3.30%,1.75,6.70%,0.00%,27.20%,-0.19%,0.02%,,86.20%,-2.27%,-1.27%,-1.65%,5.44%,13.55%,8.20%,0.58,0.49%,-0.69%,-2.60%,4.17%,-7.18%,1.19%,-7.18%,9.59%,43.77,,15.58,0.54%,2799,
"WVVI","Willamette Valley Vineyards, Inc.","Consumer Defensive","Beverages - Wineries & Distilleries",74.10,39.60,,4.30%,8.80%,4.96,22.90%,-5.85%,12.40%,-0.32%,1.31%,60.00%,15.50%,-11.92%,-1.79%,16.20%,0.20%,128.46%,133.12%,1.08,3.48%,-10.23%,-0.60%,15.94%,-18.18%,14.08%,-18.18%,129.63%,37.81,,14.26,-3.97%,16056,
"WW","WW International, Inc.","Consumer Cyclical","Personal Services",1280.86,26.50,,-23.30%,3.40%,69.88,2.80%,-32.91%,98.30%,4.58%,10.70%,58.70%,12.80%,-10.94%,2.68%,-15.56%,-50.31%,-27.74%,-24.63%,1.58,5.26%,-1.43%,-1.58%,-33.47%,-16.47%,11.00%,-54.12%,11.00%,45.53,2.50,18.87,2.61%,1063103,26.00
"WWD","Woodward, Inc.","Industrials","Aerospace & Defense",7336.24,34.50,0.57%,6.40%,4.10%,63.56,0.10%,-37.29%,81.70%,-0.30%,1.86%,24.50%,11.20%,-3.15%,-0.42%,-3.60%,-5.83%,6.43%,-5.83%,1.64,2.14%,-1.36%,-1.65%,-4.44%,-8.15%,3.20%,-12.68%,8.55%,43.80,2.40,114.17,-0.24%,539140,125.57
"WWE","World Wrestling Entertainment, Inc.","Communication Services","Entertainment",4033.88,34.83,0.90%,37.70%,8.10%,76.06,1.00%,-3.36%,,0.46%,15.38%,,20.70%,-4.39%,-11.51%,9.94%,-7.33%,28.60%,10.99%,1.37,2.73%,-9.91%,-8.57%,-3.95%,-15.46%,4.26%,-25.54%,29.13%,25.93,2.40,52.66,-1.26%,432834,62.08
"WWJD","Inspire International ESG ETF","Financial","Exchange Traded Fund",,,1.89%,,,,,,,,,,,-0.56%,-0.25%,2.35%,1.26%,22.16%,14.27%,,0.45%,-1.27%,-0.16%,1.35%,-2.47%,3.78%,-8.41%,21.70%,43.78,,35.06,-0.87%,9891,
