no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,simple_moving_average_20day,simple_moving_average_50day,simple_moving_average_200day,high_50day,low_50day,high_52week,low_52week,relative_strength_index_14,change_from_open,gap,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,ma_20_day,ma_50_day,ma_200_day,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
5936,PGC,Peapack-Gladstone Financial Corporation,Financial,Banks - Regional,USA,683.67,12.87,10.52,10.73,4.27,1.3,1.06,11.12,0.53%,8.60%,2.93,-50.70%,8.40%,-1.40%,1.20%,10.80%,3.80%,-0.20%,18.76,16.7,1.40%,-9.98%,76.00%,0.83%,0.65%,2.34,0.70%,8.30%,17.30%,,,0.34,0.34,,80.90%,27.60%,0.91%,5.92%,7.37%,14.37%,37.15%,6.58%,1.16,1.14,2.80%,3.08%,1.52%,3.92%,11.71%,-1.77%,14.91%,-1.77%,39.74%,56.15,3.80%,-0.79%,46.39,1.15,37.73,2.97%,53435,1/28/2022 8:30:00 AM,41.94,4/27/1999,37.73,0.00%,69.0,89,1.19,37.73,37.33,36.37,33.81,27.0,38.41,19.0,11.16,59.0,True
6253,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas E&P,USA,55194.57,27.85,11.13,,3.09,2.41,76.13,24.26,1.00%,374.00%,8.23,-126.30%,-4.76%,7.50%,,19.50%,889.30%,167.20%,244.0,242.6,0.40%,-0.00%,88.50%,2.30%,2.46%,2.55,0.60%,1.00%,0.80%,0.6,0.6,0.29,0.3,52.60%,12.80%,1.10%,0.97%,9.37%,24.20%,62.52%,60.68%,27.76%,1.63,9.57,5.67%,3.92%,3.92%,12.90%,34.65%,-3.57%,39.17%,-3.57%,78.52%,61.87,2.87%,-0.00%,2342.91,1.12,229.28,2.86%,2629190,2/16/2022 4:30:00 PM,242.39,12/22/1987,229.28,0.00%,72.0,94,1.34,229.28,224.38,206.85,175.44,133.73,240.97,27.0,5.72,64.33333333333333,True
6472,RF,Regions Financial Corporation,Financial,Banks - Regional,USA,23350.71,9.76,10.68,0.39,5.72,1.37,0.85,16.33,2.80%,24.30%,2.49,-31.50%,9.75%,6.30%,25.10%,3.40%,24.60%,-5.00%,955.0,949.44,0.10%,-2.49%,77.20%,0.50%,2.20%,2.09,1.60%,14.80%,12.30%,,,0.14,0.14,,,60.10%,1.63%,3.67%,-1.18%,18.20%,17.74%,11.42%,1.35,0.94,3.80%,3.23%,0.92%,3.87%,10.70%,-5.01%,19.95%,-5.01%,34.79%,52.83,4.20%,1.00%,9980.64,0.9,24.29,5.24%,8958464,1/20/2022 8:30:00 AM,26.86,3/17/1980,24.29,0.00%,59.0,76,1.02,24.29,24.14,23.43,21.95,18.02,25.57,20.0,10.58,51.666666666666664,True
6516,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,23410.22,15.49,12.44,1.81,2.24,2.69,2.85,11.01,1.21%,13.90%,7.25,71.00%,20.07%,22.20%,8.54%,12.40%,40.70%,24.70%,206.3,185.59,0.40%,-7.13%,74.90%,-2.39%,1.61%,2.39,2.50%,19.00%,3.20%,,,0.34,4.33,96.20%,18.60%,14.70%,3.04%,14.05%,9.55%,20.66%,44.28%,11.84%,1.1,3.73,3.69%,3.20%,2.51%,6.92%,17.70%,-4.33%,20.72%,-4.33%,47.93%,58.28,4.66%,0.11%,1247.84,1.31,112.29,4.78%,1629247,1/26/2022 4:30:00 PM,133.88,7/1/1983,114.79,2.23%,72.0,92,1.25,112.29,110.11,105.34,95.53,75.91,117.37,15.0,19.23,59.666666666666664,True
6574,ROCC,Ranger Oil Corporation,Energy,Oil & Gas E&P,USA,1373.94,,3.61,,3.26,2.77,38.92,22.94,,,-8.5,-538.50%,105.09%,1.30%,10.00%,0.70%,106.90%,103.30%,21.09,20.82,0.60%,0.00%,76.60%,13.85%,7.24%,3.81,-12.20%,-74.40%,-50.80%,0.7,0.7,4.27,4.31,80.40%,15.40%,-30.50%,6.68%,-0.73%,9.94%,65.38%,113.73%,16.23%,3.11,2.1,6.37%,6.69%,1.31%,5.44%,24.26%,-10.57%,30.48%,-11.38%,164.94%,54.21,3.00%,-1.62%,396.16,0.53,31.29,1.33%,211866,,48.6,11/15/2016,31.29,0.00%,69.0,99,1.86,31.29,30.88,29.76,25.25,11.81,35.31,21.0,55.32,63.0,True
6657,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA,1695.64,,,,737.23,6.4,6.08,,,,-1.75,-86.10%,-1.40%,,,,-276.90%,400.00%,38.85,25.38,34.82%,0.00%,72.30%,6.38%,6.86%,6.02,,,,19.0,19.0,0.0,0.0,,,,1.98%,26.36%,42.49%,90.18%,,9.23%,,2.62,5.02%,7.05%,9.53%,17.61%,52.73%,-3.25%,50.38%,-3.25%,168.09%,62.57,0.44%,0.07%,289.57,0.42,43.19,0.51%,122984,,50.0,3/12/2021,43.19,0.00%,88.0,96,1.48,43.19,39.95,36.95,28.41,16.11,44.64,16.0,15.77,66.66666666666667,True
6842,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda,1385.53,,10.34,,2.91,1.37,4.64,8.86,7.22%,,-0.79,-348.70%,7.71%,-25.40%,-7.70%,3.00%,79.10%,16.90%,126.78,116.5,43.40%,0.00%,33.20%,6.90%,1.51%,1.83,-2.50%,-9.40%,-4.50%,0.7,,2.21,2.76,68.10%,-13.50%,-17.00%,1.12%,22.78%,17.57%,24.47%,32.23%,22.33%,0.83,0.34,4.07%,3.51%,12.58%,17.48%,22.07%,-1.14%,30.50%,-1.14%,49.48%,74.76,1.22%,0.92%,962.85,1.26,9.97,2.15%,1216236,2/16/2022 8:30:00 AM,11.17,6/14/2004,9.97,0.00%,78.0,87,1.15,9.97,8.94,8.52,8.18,6.67,10.11,8.0,12.04,57.666666666666664,True
7079,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,7662.78,10.64,10.63,1.33,4.63,1.62,2.85,6.85,2.53%,33.60%,4.9,-34.20%,12.66%,7.10%,8.00%,13.80%,114.70%,-5.30%,146.31,144.28,0.70%,-16.47%,80.00%,0.77%,1.76%,2.52,1.10%,12.50%,17.50%,,,0.26,0.26,,91.20%,35.20%,-0.61%,3.66%,4.47%,21.87%,23.16%,8.86%,1.45,1.88,3.46%,3.05%,1.36%,3.84%,12.22%,-4.21%,20.49%,-4.21%,35.63%,53.45,3.60%,1.95%,1006.52,1.05,52.11,5.61%,1060055,1/20/2022 8:30:00 AM,60.8,11/1/1982,52.11,0.00%,72.0,80,1.07,52.11,51.57,50.3,46.46,38.42,54.4,21.0,16.68,57.666666666666664,True
7158,SPR,"Spirit AeroSystems Holdings, Inc.",Industrials,Aerospace & Defense,USA,5424.34,,19.88,,1.37,11.79,3.67,,0.08%,,-5.19,38.00%,86.80%,-27.80%,,-10.30%,59.30%,22.10%,104.2,103.9,0.50%,-0.19%,80.80%,6.67%,4.54%,2.45,-7.00%,-101.80%,-10.40%,2.0,1.3,8.35,8.46,-2.70%,-11.70%,-13.70%,-2.58%,17.09%,16.42%,27.30%,18.35%,17.64%,1.77,2.42,4.82%,5.12%,4.96%,10.10%,14.40%,-4.92%,38.38%,-5.48%,43.92%,58.35,2.07%,0.42%,1922.49,1.0,50.69,2.51%,1920826,2/2/2022 8:30:00 AM,60.5,11/21/2006,50.36,-0.65%,72.0,76,1.03,50.69,48.76,46.29,44.36,35.22,53.63,15.0,19.35,54.333333333333336,True
7260,STAR,iStar Inc.,Real Estate,REIT - Diversified,USA,1819.4,24.97,33.63,,3.25,2.02,6.09,,2.04%,39.90%,0.98,-123.40%,-69.50%,-1.80%,0.00%,1.40%,3256.90%,69.90%,71.3,66.43,4.00%,0.00%,,1.96%,25.72%,24.17,1.70%,9.70%,-1.70%,,,3.85,3.96,50.40%,-2.40%,14.80%,-1.09%,16.35%,-1.80%,-3.80%,38.54%,-4.96%,0.75,1.16,4.50%,4.55%,2.02%,1.65%,4.29%,-8.09%,21.35%,-11.53%,50.52%,51.67,0.45%,-0.08%,706.96,0.73,24.55,0.37%,513885,2/24/2022 8:30:00 AM,34.5,11/15/1989,24.55,0.00%,63.0,89,1.2,24.55,24.26,24.17,23.58,16.31,27.75,7.0,40.53,53.0,True
7291,STRL,"Sterling Construction Company, Inc.",Industrials,Engineering & Construction,USA,845.35,14.63,11.06,1.33,0.55,2.59,7.18,7.42,,0.00%,1.98,2.00%,22.09%,22.40%,11.00%,18.00%,34.70%,20.80%,28.71,27.66,3.10%,-4.45%,88.20%,1.69%,1.68%,2.49,5.80%,19.80%,11.30%,1.3,1.1,0.93,1.0,13.50%,7.20%,3.80%,-2.78%,9.06%,2.87%,28.52%,27.39%,10.34%,1.21,1.31,4.45%,4.72%,3.01%,6.39%,18.31%,-9.71%,21.02%,-9.71%,51.15%,53.9,1.61%,0.67%,186.76,0.66,29.02,2.29%,123977,,32.0,7/12/1991,29.02,0.00%,53.0,84,1.11,29.02,28.36,27.33,24.57,19.2,32.14,22.0,10.27,53.0,True
7409,TBBK,"The Bancorp, Inc.",Financial,Banks - Regional,USA,1647.71,15.64,13.11,1.3,7.5,2.63,5.17,8.45,,0.00%,1.88,54.30%,19.74%,57.90%,12.00%,20.30%,21.60%,1.90%,57.2,52.67,3.60%,-2.60%,98.00%,-2.02%,1.92%,2.42,1.50%,16.90%,20.00%,,,0.22,0.71,,94.60%,46.80%,2.37%,4.56%,-5.26%,21.89%,44.80%,15.96%,1.35,1.49,6.05%,4.79%,-0.60%,5.10%,11.05%,-10.22%,28.73%,-12.02%,50.13%,51.23,2.48%,1.24%,418.5,0.49,29.35,3.75%,206577,1/27/2022 4:30:00 PM,38.0,2/3/2004,29.35,0.00%,84.0,92,1.26,29.35,29.66,28.01,26.46,19.55,33.36,15.0,29.47,63.666666666666664,True
7508,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,USA,9590.95,10.18,12.8,,0.49,12.72,4.18,7.25,,0.00%,8.42,259.80%,5.25%,35.80%,-6.81%,-1.10%,320.10%,7.40%,107.05,105.5,0.90%,-23.57%,97.80%,1.84%,3.45%,3.28,1.60%,153.10%,10.60%,1.3,1.2,19.4,19.58,82.90%,9.90%,2.20%,1.91%,13.00%,9.62%,16.52%,67.99%,4.92%,2.46,4.32,5.09%,5.19%,9.25%,9.85%,18.82%,-2.81%,26.85%,-2.81%,74.40%,59.51,5.35%,0.20%,1112.67,0.89,85.71,5.55%,995216,2/7/2022 4:30:00 PM,98.76,4/28/1971,85.71,0.00%,63.0,96,1.46,85.71,79.08,78.21,72.25,49.15,88.19,13.0,15.23,57.333333333333336,True
7635,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,14681.87,54.06,21.89,9.48,1.04,6.67,64.23,7.44,2.20%,28.70%,1.18,-405.10%,49.56%,-54.00%,5.70%,4.40%,267.70%,110.90%,228.8,225.42,1.10%,-3.12%,87.70%,-0.89%,1.95%,3.04,2.00%,13.70%,-9.70%,0.7,0.6,2.94,3.11,22.50%,8.50%,2.30%,2.05%,11.12%,12.48%,46.29%,106.08%,22.01%,2.66,2.02,3.92%,2.98%,3.96%,12.22%,28.54%,-0.86%,33.99%,-0.86%,112.82%,65.94,1.16%,1.47%,1444.38,2.11,63.74,2.64%,3044822,2/24/2022 8:30:00 AM,68.9,12/7/2010,63.64,-0.16%,78.0,98,1.79,63.74,61.61,57.07,49.72,29.95,64.29,20.0,8.1,65.33333333333333,True
7658,TRTN,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,4382.98,9.2,6.37,0.92,2.61,1.88,41.27,,3.91%,32.50%,7.23,73.70%,-1.87%,99.90%,10.00%,14.70%,56.10%,25.20%,66.11,63.96,1.50%,-7.85%,69.40%,-3.34%,1.51%,2.26,4.20%,21.70%,6.90%,,,3.67,3.67,91.90%,47.80%,28.90%,1.36%,11.44%,9.91%,22.92%,15.18%,10.49%,1.39,2.6,4.03%,3.79%,5.11%,7.83%,18.80%,-5.16%,23.49%,-5.16%,42.35%,58.9,3.45%,0.16%,429.39,1.15,66.55,3.61%,494932,2/15/2022 8:30:00 AM,81.0,10/12/2005,66.8,0.38%,78.0,73,1.0,66.55,63.69,61.94,56.1,46.75,70.17,11.0,21.71,54.0,True
7683,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,34188.36,8.75,11.61,1.17,0.69,1.84,11.57,17.83,1.97%,16.80%,10.67,48.00%,-6.33%,13.00%,7.50%,5.00%,138.70%,23.60%,362.0,285.61,1.30%,-4.72%,85.80%,0.16%,1.19%,1.45,10.30%,21.60%,12.60%,1.7,0.9,0.45,0.51,15.30%,10.40%,7.50%,0.17%,3.08%,12.17%,19.55%,37.98%,7.12%,0.77,2.44,2.19%,2.34%,-0.09%,3.01%,15.11%,-7.30%,11.17%,-7.30%,38.70%,52.31,2.35%,1.00%,2343.79,0.9,93.37,3.37%,2118218,2/7/2022 8:30:00 AM,101.64,3/17/1980,93.89,0.56%,63.0,89,1.2,93.37,93.63,90.8,81.19,67.32,100.72,13.0,8.86,55.0,True
7728,TWNK,"Hostess Brands, Inc.",Consumer Defensive,Packaged Foods,USA,3030.06,27.94,23.07,2.77,2.75,1.68,13.28,20.63,,0.00%,0.78,-7.90%,9.16%,-10.10%,10.08%,10.40%,-2.70%,10.40%,138.38,137.87,0.40%,0.00%,,-7.86%,2.23%,1.21,3.10%,6.40%,4.20%,2.2,2.0,0.66,0.67,35.90%,17.30%,9.70%,3.09%,12.96%,20.01%,42.55%,50.87%,6.32%,0.69,0.58,2.81%,2.62%,4.47%,7.27%,22.62%,0.28%,16.03%,0.28%,53.32%,66.94,2.89%,0.52%,2546.02,0.53,21.71,3.43%,1340822,3/1/2022 8:30:00 AM,22.3,11/30/2015,21.7,-0.05%,72.0,94,1.31,21.71,20.84,20.29,17.74,14.16,21.71,15.0,2.72,60.333333333333336,True
7770,UCBI,"United Community Banks, Inc.",Financial,Banks - Regional,USA,3997.26,12.84,12.36,12.84,6.91,1.64,2.14,18.74,2.10%,26.60%,2.97,-17.30%,18.46%,11.90%,1.00%,14.90%,57.40%,4.20%,105.85,88.86,0.40%,-4.56%,81.30%,6.53%,3.50%,3.42,1.30%,12.30%,19.20%,,,0.12,0.12,,98.50%,41.90%,2.00%,5.76%,3.81%,28.48%,15.43%,6.18%,1.1,1.37,4.63%,3.39%,4.46%,5.25%,13.94%,-2.95%,17.27%,-2.95%,38.16%,58.27,4.43%,0.63%,909.9,0.9,38.16,5.10%,814431,1/18/2022 4:30:00 PM,41.25,3/18/2002,38.16,0.00%,69.0,73,1.0,38.16,36.69,36.34,33.52,27.62,39.32,49.0,8.1,63.666666666666664,True
7844,UNVR,Univar Solutions Inc.,Basic Materials,Chemicals,USA,5269.58,19.3,14.55,1.09,0.58,2.4,23.87,32.47,,0.00%,1.58,148.40%,4.39%,17.80%,17.75%,-1.60%,188.50%,23.80%,170.9,167.01,0.40%,-15.00%,99.00%,-1.66%,1.73%,2.87,4.20%,13.60%,5.00%,1.8,1.3,1.02,1.05,24.80%,5.00%,3.00%,2.73%,11.66%,8.24%,29.07%,52.99%,7.44%,1.78,1.05,3.69%,3.24%,7.62%,9.24%,16.97%,0.23%,20.41%,0.23%,58.23%,63.2,3.25%,3.84%,1006.37,1.51,30.46,7.22%,1520369,2/24/2022 4:30:00 PM,33.15,6/18/2015,30.46,0.00%,59.0,94,1.33,30.46,28.5,27.96,26.07,19.25,30.77,25.0,8.83,59.333333333333336,True
8048,VIRT,"Virtu Financial, Inc.",Financial,Capital Markets,USA,6360.55,8.35,10.21,,2.2,2.73,9.3,8.21,2.74%,22.70%,4.19,-28.60%,0.12%,1.08%,-2.71%,32.00%,-36.00%,-17.00%,115.77,110.24,0.50%,-90.52%,88.70%,-3.24%,4.33%,4.34,5.00%,33.50%,15.90%,,,1.77,2.37,65.00%,39.30%,17.80%,-0.09%,19.66%,21.32%,36.77%,28.35%,21.40%,-0.43,0.99,2.82%,3.07%,5.04%,14.19%,25.95%,-2.43%,33.95%,-2.43%,50.93%,66.97,1.83%,-0.69%,1098.52,1.15,35.0,1.13%,1266645,2/8/2022 8:30:00 AM,36.0,4/16/2015,35.0,0.00%,56.0,85,1.12,35.0,33.58,30.8,27.82,23.19,35.87,10.0,2.86,50.333333333333336,True
8057,VIVO,"Meridian Bioscience, Inc.",Healthcare,Diagnostics & Research,USA,1103.43,18.29,,1.08,3.52,3.13,15.18,18.58,,0.00%,1.36,51.70%,,16.40%,17.00%,10.10%,-43.00%,-5.00%,43.44,42.87,1.40%,-3.12%,98.60%,0.63%,6.54%,4.9,13.40%,18.40%,19.30%,4.1,2.6,0.14,0.14,60.20%,25.20%,19.10%,-1.27%,19.90%,26.49%,28.58%,18.03%,21.96%,0.38,1.03,3.98%,5.00%,2.59%,14.04%,22.93%,-8.61%,44.65%,-16.34%,46.35%,59.0,1.80%,0.00%,572.41,0.5,24.88,1.80%,284532,2/4/2022 8:30:00 AM,30.0,7/29/1986,24.88,0.00%,91.0,76,1.03,24.88,24.46,21.96,20.27,17.0,29.74,16.0,20.58,61.0,True
8070,VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,USA,34825.56,,11.64,,0.37,1.98,9.96,73.47,4.62%,,-1.09,-160.10%,4.88%,-19.50%,-13.80%,-5.90%,199.10%,86.70%,408.84,407.04,0.30%,-2.13%,79.40%,0.66%,3.13%,3.2,-2.50%,-7.60%,-2.10%,1.3,0.9,0.75,0.81,1.00%,-1.30%,-1.40%,-2.49%,4.39%,16.34%,29.65%,10.25%,12.99%,1.94,3.04,3.38%,3.52%,-2.24%,4.80%,13.48%,-9.49%,30.31%,-9.49%,44.21%,49.11,0.46%,0.76%,3983.29,0.82,84.87,1.23%,3265393,1/27/2022 8:30:00 AM,94.95,11/1/1984,84.87,0.00%,72.0,70,0.96,84.87,86.96,81.32,74.81,58.85,93.77,22.0,11.88,54.666666666666664,True
8141,VRRM,Verra Mobility Corporation,Industrials,Security & Protection Services,USA,2816.41,149.58,18.46,4.86,5.86,11.54,21.97,25.56,,0.00%,0.12,-126.50%,37.36%,,30.80%,,301.30%,67.30%,159.36,154.58,0.50%,-95.96%,99.30%,1.55%,3.13%,5.5,1.30%,6.70%,3.00%,3.2,3.2,3.96,4.0,94.90%,16.60%,4.10%,1.96%,16.12%,14.31%,16.27%,23.86%,14.39%,1.35,0.64,4.22%,3.82%,6.47%,12.39%,15.43%,-2.65%,28.27%,-2.65%,35.56%,64.34,0.40%,0.23%,878.72,1.37,17.65,0.63%,1200267,2/28/2022 4:30:00 PM,19.71,3/24/2017,17.65,0.00%,81.0,81,1.08,17.65,16.71,15.77,15.31,13.02,18.13,13.0,11.67,58.333333333333336,True
8142,VRS,Verso Corporation,Basic Materials,Paper & Paper Products,USA,775.39,,11.39,,0.61,1.34,4.67,5.35,1.50%,,-2.95,-248.10%,489.90%,10.70%,,-15.30%,312.80%,10.80%,29.33,22.86,1.00%,0.00%,82.00%,2.89%,3.88%,1.94,-9.30%,-17.80%,-17.30%,2.2,1.5,0.01,0.01,10.00%,-14.30%,-8.40%,-0.37%,0.64%,19.34%,40.89%,112.80%,-1.55%,1.94,0.13,0.34%,0.47%,-0.22%,1.38%,24.64%,-2.53%,33.20%,-2.53%,120.02%,54.32,0.08%,0.08%,458.37,0.32,26.6,0.15%,146057,,35.0,7/19/2016,26.6,0.00%,69.0,99,1.85,26.6,26.67,26.36,21.4,12.2,27.29,18.0,31.58,62.0,True
8275,WFC,Wells Fargo & Company,Financial,Banks - Diversified,USA,217765.7,10.92,11.13,,5.49,1.3,0.44,,1.48%,11.50%,4.96,-89.80%,23.19%,-36.90%,,-0.60%,181.20%,-8.90%,4056.3,3948.38,0.10%,0.00%,71.90%,-2.31%,0.92%,1.2,0.70%,8.60%,8.70%,,,0.97,0.97,,95.70%,36.20%,-3.63%,-0.06%,5.46%,10.32%,49.60%,12.78%,1.16,1.83,3.21%,2.86%,-3.84%,0.87%,10.80%,-10.27%,16.99%,-10.27%,50.60%,44.3,1.81%,0.83%,30177.22,0.91,54.11,2.66%,27482273,1/14/2022 8:30:00 AM,63.08,12/10/1962,54.2,0.17%,63.0,93,1.3,54.11,56.29,53.75,48.88,35.93,60.3,24.0,16.58,60.0,True
8283,WH,"Wyndham Hotels & Resorts, Inc.",Consumer Cyclical,Lodging,USA,8038.91,33.67,21.8,,5.14,7.47,47.01,26.19,1.47%,33.70%,2.6,283.90%,16.82%,8.60%,,3.60%,796.20%,32.40%,93.1,91.5,1.00%,-9.59%,94.10%,-2.08%,2.23%,2.26,5.60%,22.90%,10.60%,1.8,1.8,1.89,1.91,50.80%,27.30%,15.60%,-0.08%,4.20%,2.07%,21.35%,33.84%,-2.54%,1.65,3.24,3.99%,3.56%,1.60%,2.07%,11.20%,-6.78%,12.98%,-6.78%,43.56%,53.28,3.30%,0.50%,903.5,0.68,87.37,3.81%,613532,2/15/2022 4:30:00 PM,98.25,5/18/2018,87.87,0.57%,88.0,87,1.16,87.37,86.32,85.75,78.65,60.86,93.72,21.0,12.45,65.33333333333333,True
8314,WLK,Westlake Chemical Corporation,Basic Materials,Specialty Chemicals,USA,14367.03,9.58,7.88,0.3,1.4,1.93,4.02,10.34,1.08%,9.60%,11.48,-21.10%,-7.33%,-12.00%,31.90%,10.90%,953.00%,61.00%,128.06,33.5,0.40%,-11.96%,28.00%,0.96%,3.51%,2.0,9.90%,22.40%,4.90%,3.4,2.8,0.68,0.71,26.60%,20.60%,14.40%,0.28%,14.12%,7.47%,27.71%,28.58%,13.30%,1.28,4.08,4.56%,3.60%,6.32%,9.65%,15.95%,-1.29%,24.48%,-1.29%,40.98%,63.42,2.84%,0.77%,588.53,0.74,110.05,3.63%,434952,2/22/2022 8:30:00 AM,120.82,8/11/2004,110.05,0.00%,56.0,85,1.12,110.05,104.04,100.7,94.95,78.06,111.49,20.0,9.79,53.666666666666664,True
8319,WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,USA,37377.35,37.07,23.21,18.53,3.95,3.34,174.66,38.22,5.34%,196.50%,0.83,-75.90%,7.83%,17.30%,2.00%,1.00%,-46.90%,28.00%,1215.43,1211.99,0.20%,-8.33%,87.40%,1.76%,2.10%,2.73,2.20%,8.80%,3.20%,0.6,0.5,1.82,2.0,65.60%,22.20%,10.70%,3.37%,5.07%,7.50%,27.08%,34.37%,17.86%,1.31,0.84,3.66%,2.56%,1.90%,7.96%,13.62%,-1.06%,23.45%,-1.06%,36.40%,61.81,1.62%,0.80%,9341.17,1.03,30.69,2.44%,9645989,2/21/2022 4:30:00 PM,32.18,7/2/1962,30.69,0.00%,66.0,88,1.17,30.69,30.18,28.52,27.04,22.5,31.02,17.0,4.86,57.0,True
8362,WTFC,Wintrust Financial Corporation,Financial,Banks - Regional,USA,5682.31,13.03,12.54,1.3,4.45,1.41,0.92,15.63,1.25%,15.50%,7.59,-22.40%,17.57%,10.10%,10.00%,12.50%,5.80%,3.60%,57.0,56.17,1.30%,-1.49%,93.50%,0.92%,1.98%,2.74,0.90%,11.30%,17.90%,,,0.3,0.3,,87.60%,34.10%,-0.81%,1.37%,2.50%,35.32%,34.18%,8.83%,1.37,3.75,3.10%,3.40%,-1.35%,1.90%,17.04%,-6.37%,18.58%,-6.37%,50.53%,49.07,2.98%,1.04%,404.47,0.91,98.84,4.05%,369695,1/19/2022 4:30:00 PM,117.0,9/23/1996,98.84,0.00%,72.0,88,1.17,98.84,100.35,97.21,84.56,65.66,105.56,19.0,18.37,59.666666666666664,True
8363,WTI,"W&T Offshore, Inc.",Energy,Oil & Gas E&P,USA,693.42,,4.32,,1.42,,2.69,7.83,,,-0.7,-49.00%,365.22%,15.10%,,-7.30%,-183.20%,84.70%,142.3,92.65,34.20%,0.00%,38.80%,1.77%,10.10%,3.85,-9.30%,40.80%,24.50%,1.0,1.0,,,64.50%,-11.80%,-20.40%,3.36%,9.22%,24.53%,48.08%,40.43%,43.03%,2.68,0.27,6.18%,5.70%,6.37%,16.87%,18.60%,-3.75%,55.45%,-10.12%,75.00%,59.73,-0.86%,-0.21%,2433.06,1.46,4.62,-1.07%,3554576,,6.3,1/28/2005,4.6,-0.43%,84.0,90,1.22,4.62,4.36,3.98,3.9,2.64,5.14,-8.0,36.36,55.333333333333336,True
8540,ZGNX,"Zogenix, Inc.",Healthcare,Biotechnology,USA,1463.69,,,,23.01,6.51,4.27,,,,-4.35,60.00%,31.20%,-14.90%,,-12.90%,4.10%,679.30%,55.91,55.61,0.10%,-26.58%,,3.16%,12.35%,2.7,-42.80%,-81.70%,-44.40%,4.8,4.7,0.7,0.7,94.30%,,,-0.23%,0.66%,112.37%,82.65%,23.06%,60.62%,0.9,0.49,0.66%,0.81%,-0.24%,23.85%,52.59%,-1.77%,109.55%,-1.77%,136.63%,74.85,-0.31%,0.08%,2542.57,1.54,26.1,-0.23%,3904249,,36.43,11/23/2010,26.1,0.00%,78.0,80,1.07,26.1,26.17,21.34,17.14,11.03,26.57,13.0,39.58,57.0,True
8546,ZION,"Zions Bancorporation, National Association",Financial,Banks - Regional,USA,11185.89,10.66,12.14,,4.9,1.55,0.86,64.66,2.14%,20.40%,6.66,-27.30%,15.73%,20.30%,,5.20%,42.60%,-2.10%,160.22,154.95,1.20%,-4.33%,81.60%,-5.03%,2.12%,2.24,1.30%,14.70%,20.80%,,,0.14,0.14,,,47.70%,-0.32%,5.64%,5.19%,27.34%,33.52%,12.40%,1.29,2.79,3.88%,3.29%,0.17%,5.25%,17.09%,-5.90%,22.02%,-5.90%,50.85%,52.81,4.86%,1.09%,1464.68,1.33,70.99,6.00%,1941031,1/24/2022 4:30:00 PM,74.1,3/17/1980,70.99,0.00%,53.0,87,1.16,70.99,71.07,67.62,60.7,47.06,75.44,15.0,4.38,51.666666666666664,True
